9866 29045
6637 5165 -819
157 863 150
1105 2415 -152
1370 692 -802
5855 8669 375
388 4453 -390
4867 3725 -763
5096 3913 -850
8958 7395 16
2552 8999 204
212 8287 -712
6863 700 -972
8054 3729 793
7595 2610 -601
2629 4655 -777
8415 5007 -763
6830 9404 882
8903 788 547
8734 1853 -613
6181 4016 718
545 5199 600
3464 7887 44
3426 651 -438
5460 4470 -990
4523 2195 -762
3628 7339 -244
1066 7625 886
6472 1758 422
7784 6216 661
2261 6914 -589
5009 7637 35
9171 5270 -547
5935 6499 -761
139 4282 -549
5296 68 -475
2248 1554 -76
4907 4704 873
6920 6444 909
9345 251 298
4121 6962 -865
3528 2954 196
5303 122 966
9735 3455 -865
3677 3540 -544
8518 4084 828
568 1109 -356
4528 4330 -786
759 33 783
591 615 -130
1608 4729 839
1411 9031 -781
3329 3541 137
6808 70 -749
6201 6847 -215
9466 9708 -416
7106 604 390
5822 6846 -507
4676 6390 92
1933 5152 274
3213 7473 668
1023 2302 220
4314 4974 316
6184 9403 -643
5548 1703 -204
5355 7420 -306
4824 3015 278
2541 2058 -562
3326 7108 196
422 4358 -805
2901 2226 533
6694 8806 431
8617 271 682
876 8311 -323
9099 3502 490
9526 3446 -153
8246 1848 -645
9724 3922 -110
3049 8492 568
6598 760 -954
8307 1198 -307
3291 7885 825
879 1368 -83
5577 225 654
6038 5631 404
8805 2038 -137
8011 95 608
7590 7019 721
6643 3048 -377
5861 9529 75
7020 5016 772
4647 951 503
2792 3473 21
5107 7759 800
6363 151 -647
4162 5269 -61
187 6049 232
8940 7073 -809
2813 757 -15
9250 1576 -354
6356 344 -778
672 179 687
1238 6470 -958
2585 7985 957
2475 8711 589
8297 9569 -689
3672 6251 592
8247 3590 -5
7887 2671 417
3727 5297 12
4132 6209 752
3141 633 -336
8874 3634 -941
8356 6458 257
89 6745 -797
4989 4351 208
8309 3104 66
9044 1047 818
1769 7352 54
3640 691 -596
366 158 125
3011 7580 -424
1167 984 -105
9348 7899 219
9235 7130 567
4028 2931 -578
262 4360 283
3372 1121 285
7511 7299 450
6205 2452 316
1592 8002 -680
3445 6594 158
3948 9779 -730
6842 4248 819
1295 7491 -840
1666 7645 -250
7813 9256 160
6966 8832 795
5082 394 -68
5198 7778 -125
9208 7051 -553
8101 5842 136
8768 5591 317
8073 3321 342
8914 1285 503
7284 6298 -657
8914 7008 490
5026 2777 -687
6084 9224 -155
5951 9280 -991
495 2252 -853
215 613 -278
3559 1411 700
4915 9323 785
3982 8460 994
4410 7809 -37
9077 861 795
4354 8964 921
5119 4316 256
5746 9131 322
8425 7263 -986
9299 819 -805
8021 609 -956
702 9275 -900
5668 4047 235
8493 7496 361
6481 7382 -792
4560 4275 817
3112 9564 994
6315 223 640
9757 4750 961
9122 1061 748
9444 2272 -904
2254 7827 -237
5547 5447 939
720 8338 -284
6550 8278 818
3301 8910 -778
8276 5742 -509
3151 9654 207
1870 3035 -801
3023 3056 -566
288 8826 670
9817 6567 -288
8557 1217 -651
2161 8031 -68
4448 6010 -420
7807 3135 -307
8240 8644 475
279 8902 -956
2393 9343 -185
6585 6273 -345
1307 4413 846
4685 4406 707
2546 7358 -438
6238 551 503
8817 3685 -272
4290 8311 196
3700 9102 -294
1657 2976 -37
2019 4780 91
4580 7718 335
8257 4996 699
636 1344 -792
1125 6538 621
7006 8871 387
9444 5533 169
2040 3750 -804
2561 9355 851
1590 935 -849
7623 1521 506
3463 9235 582
2000 3070 979
2929 7479 -103
9197 8033 -438
2636 2507 -584
3740 6960 360
2151 2849 -679
7638 91 -114
48 1401 -211
5267 263 862
4855 599 -711
4617 647 -193
1501 7001 552
6510 5183 983
4086 8381 168
8277 4124 -266
382 4780 446
7328 381 -82
1263 1410 -157
4677 4687 -123
491 2321 967
2586 3682 -388
9250 5759 607
6702 7219 623
2582 1093 793
8964 3012 813
6785 1532 -267
7480 3674 168
990 422 -5
7974 2970 672
744 57 -627
1262 4489 -657
2653 2333 589
7335 2507 -24
7857 6757 -838
8742 4426 110
2943 5788 606
2559 5104 809
104 5446 -599
9579 40 968
1120 6127 -224
635 5704 931
3754 3524 -132
9694 6514 918
3960 4580 550
2796 8944 567
2605 7020 792
8198 323 -319
4085 7141 631
5995 2799 595
7169 5801 -338
5917 6228 995
2291 2579 -703
390 1398 -518
7888 6601 -72
4296 1701 771
1665 8551 339
4081 1960 45
1363 4400 -515
1082 4305 210
5115 1631 -107
2644 9237 305
9168 5526 166
204 3074 194
818 3082 219
1716 2030 306
6089 1784 -776
3488 100 919
4795 6799 -666
6209 8829 399
2531 7111 -719
4470 551 -457
598 4389 732
9354 6606 -930
6579 8364 -823
4213 101 -46
6597 3608 -969
8971 6654 -991
9589 2249 434
5155 5704 53
7482 6377 970
977 6311 178
1612 1188 32
8166 8609 -353
8599 1914 -597
2264 3253 -682
1139 7474 -362
3747 7076 -561
8991 9599 667
8194 3494 -408
5542 5703 -785
8265 7638 797
818 5169 -126
3168 2114 -863
5130 3500 -785
5286 2329 2
8580 4034 560
550 217 926
564 4017 -930
3445 442 -154
8884 7835 -728
8241 6324 732
2641 9518 -707
884 4996 -300
1690 1948 849
6454 5587 711
3927 5939 811
5757 3243 326
9719 3620 -282
2434 888 -332
2411 2209 -943
1173 1465 -851
3347 4752 -891
5165 5641 600
9367 5920 645
3513 2006 209
6988 7434 -518
8294 9469 283
2005 8504 615
3950 4152 -119
1962 6407 -251
7408 9595 560
110 7597 -565
4641 717 -327
7854 4099 -685
8478 7406 301
9687 3172 -392
811 8911 459
1587 3965 109
713 3435 485
7777 9246 410
5326 6991 -368
5550 5405 24
7006 7693 -996
8471 9694 -421
1825 5462 -288
2570 2485 995
9329 5117 -552
3017 5847 680
8782 2302 101
2308 5495 321
5829 2664 529
8176 613 192
3217 2535 564
3596 9087 -732
5282 8009 560
5207 6941 805
3657 8385 572
715 2762 528
5480 4294 893
186 4830 929
3501 6249 390
3199 6913 793
3175 4066 -15
6209 8383 501
3866 1143 -461
8874 2378 -750
2617 4999 923
3488 1611 -618
7978 8526 -812
827 1870 -240
3300 833 637
1112 627 837
2785 7912 -389
589 2146 628
3309 6051 653
3547 6160 21
5591 4803 648
5255 2179 -434
8510 488 -808
8821 3617 -264
672 8271 -430
2965 3657 815
8810 5050 -46
2674 198 -727
7451 3728 635
4774 8651 -918
2803 3440 70
2498 215 344
4019 3503 -6
1435 6168 -316
7564 9148 660
2842 9865 830
4143 8307 130
9760 5531 905
8613 9541 -719
9221 3026 -575
4743 2236 403
6068 4353 -686
2633 4882 -958
856 8434 47
6527 4247 905
4647 2641 48
8467 2383 -279
8288 4505 -656
7792 5018 953
1447 2375 596
6647 1617 767
8742 5072 -672
2840 2119 -189
8917 7994 -849
5824 8547 -439
728 9146 81
9289 6615 -274
6485 5621 -348
6036 4043 -594
2116 3281 97
9081 8316 -435
5801 3792 -710
8976 4938 -930
1082 6344 -752
3453 9692 779
2690 1024 791
4688 9354 622
2382 7645 976
8406 6049 246
2155 3086 144
696 6856 -84
9011 4852 563
8675 980 8
3305 1046 600
2028 3471 -214
372 5105 374
3639 7523 403
6998 482 -867
4750 9287 -575
6507 1303 287
6734 4429 -81
7807 5796 -374
2566 2088 636
9005 1000 813
7170 1145 -842
8905 3284 -481
831 1572 732
9271 7099 623
6430 8831 -70
1664 9411 555
6638 1876 637
6246 1193 615
9058 6320 -857
3643 7408 166
1007 5440 -724
4886 696 526
4593 3424 -468
6777 365 999
3274 6773 434
4220 8910 194
4330 2983 436
3129 6765 -993
1570 7856 713
2210 7479 -838
3599 3162 -825
9348 1655 -974
4877 7817 939
8788 9173 5
4450 246 -531
7302 8997 73
3432 9199 784
1323 9536 893
9558 7959 544
4837 3743 -351
3822 6657 -577
7096 5885 -504
3824 6132 -535
413 5862 335
5392 5376 674
2083 4388 -771
7368 9438 -847
4321 157 -45
6415 5580 -232
2753 6461 15
5115 6517 -278
3663 547 30
3823 5729 -605
1370 4439 -779
8883 1598 127
3284 1476 345
8423 2064 -968
1470 5134 -688
7238 4801 728
1869 7023 840
3549 3404 106
2620 2608 -796
8151 6598 125
4775 459 -293
1767 2252 -651
1875 5233 -490
1912 5566 -417
8054 6540 -708
4982 9670 44
7204 5824 447
1234 4869 -831
7667 4200 607
501 6919 -637
9041 4149 -267
8558 1790 368
8069 1642 717
8289 4891 417
9658 7958 359
7664 8731 713
1821 3944 710
8111 2846 -147
9435 9048 -820
3933 1762 589
5261 3325 -839
3415 2831 206
4830 9662 -394
6883 9240 284
3960 2106 564
6867 2942 -39
7947 7751 -719
6377 5900 161
3205 1114 737
7626 7634 -125
9765 69 -474
4858 2860 839
5647 599 -211
8834 2259 733
7478 6185 666
1756 3016 702
2124 2828 772
846 4377 234
1221 1158 221
30 9849 202
6159 91 504
4036 6361 -385
7963 5264 434
8797 6766 -767
3018 5900 -383
1749 7026 489
8201 2287 546
8412 7132 616
66 355 -871
4207 6213 -795
4434 8016 -238
5239 7414 141
8437 5138 23
4351 5001 -644
6295 1332 710
2155 2344 -642
4006 9864 236
6368 8369 826
340 2227 -634
353 8448 -235
4810 4441 579
7144 163 -781
640 1255 762
4371 4345 664
9606 5532 716
7134 3424 -530
1181 1923 484
3899 5597 -235
5942 1461 -765
6461 9827 -334
8951 4581 -35
3552 5267 773
9002 8032 13
537 3306 844
9431 2527 337
1930 2510 -850
2676 6344 95
5683 676 40
8827 3019 763
2225 3736 467
2272 8043 761
4278 9032 -255
7409 8472 -523
4067 1931 23
4304 3832 268
476 6523 -868
6335 7399 937
5213 6531 -768
3830 9062 103
4684 9653 126
2102 9137 999
8771 3644 725
2183 9760 -414
7052 3547 -144
1082 8351 950
537 6330 786
7395 7363 129
6255 9096 -110
477 9847 -966
9793 6115 220
6684 1352 340
8413 753 -425
2615 2998 571
5438 3821 -54
3756 2791 -822
6638 607 -996
762 3539 -427
9348 4515 532
9749 5936 -24
4928 5296 244
1157 515 13
3990 1316 -494
5283 473 -527
7153 7771 -358
3203 2136 834
7634 690 799
6855 521 -532
9815 8144 -107
8639 3672 -133
1963 8299 691
7757 6696 -633
265 4725 -834
6858 8424 -117
4424 3872 -268
4515 1549 -238
1673 4347 -921
1431 208 552
6650 776 -908
5603 8711 812
7847 1022 -667
6536 180 -324
7651 860 187
7675 3378 642
5139 4618 23
6679 2474 449
1992 6178 -480
3142 650 -473
4764 3575 140
5870 8915 -277
9224 9654 -9
4803 8451 312
5620 6935 -987
7011 8209 81
7533 3964 241
2912 8328 821
4869 9138 48
4305 9610 -212
7018 5594 -668
8556 9378 -224
715 5282 558
2142 4736 -161
1769 5120 -127
6625 8062 -105
8886 4900 -560
8879 1048 27
4569 4201 545
7611 8821 -586
9151 8341 -645
1382 3254 523
8850 6645 420
7452 3204 -627
1328 8251 736
3216 1929 -247
3856 8643 29
2843 6201 -143
1319 2126 -431
5415 2302 -199
9253 7425 -285
1799 7894 -253
3156 4721 788
5666 8097 438
1079 5859 -237
7955 6071 163
1585 457 -97
2472 3083 -929
7871 8376 330
7225 6865 236
7978 9212 -899
9399 8578 816
7312 9192 -862
5114 1098 367
6401 8584 907
8936 8886 964
5946 751 231
4402 6969 -933
5427 6935 993
2867 5733 691
2248 9265 39
5913 7850 -284
3453 2833 542
6975 6047 772
9738 1165 -698
4246 5444 812
490 8173 -203
6482 2722 -419
3827 3131 36
3142 8323 -134
2437 3518 -200
9064 7770 220
2994 4088 292
7342 6750 933
2949 3567 399
3061 8442 886
750 2219 9
9219 3779 -714
1173 7426 -267
1250 2100 -317
1129 6267 -657
4391 2417 52
3499 4900 -726
4185 4981 664
5308 5766 -674
8062 3801 -980
6305 3714 650
1545 92 -841
6608 6591 965
1472 1293 -868
7830 1682 -756
1414 6414 -611
9643 3113 467
4401 4532 591
1289 1044 512
6229 1029 -747
9407 7436 -417
7363 6456 -469
4745 8414 -234
2648 5927 482
6724 7888 344
3983 2408 994
3546 3992 -456
8556 9056 -755
1054 5265 -550
6582 4515 -537
2328 5681 603
33 8512 200
5510 2481 -141
4662 4414 621
7248 6422 -946
2295 2879 -999
4663 7349 865
2775 9150 -324
6010 5164 500
9316 1101 -475
9710 5971 690
6490 9475 -111
6432 2242 -635
5595 5925 -509
9345 2593 948
5802 9056 -31
2548 4336 369
260 2262 568
9255 3669 663
5763 1348 -598
4744 1755 85
9612 1072 902
8318 1868 441
2547 2711 110
3296 8395 747
4041 7758 459
8086 4206 -357
9508 3060 276
1409 7054 -13
4973 8853 147
4855 135 191
9624 4993 -435
2539 8199 390
626 5175 -262
5894 3671 -731
3292 4587 711
3321 8262 -644
4965 4695 329
6486 1237 -230
7737 9118 211
5716 6382 -48
2307 8092 -196
7980 8209 -202
2665 9049 859
7504 6384 -207
3404 7441 -623
7189 2924 809
3310 834 -110
8931 7692 -748
5520 4665 559
3310 6713 -524
9556 6986 -697
1689 789 -187
5901 9733 894
1278 6390 729
9015 5582 -598
3653 2771 -132
6901 3695 714
7547 7559 26
3220 5450 -312
7067 4584 -591
5823 5880 225
2212 901 802
5393 8240 57
3116 7649 467
4121 3903 -225
4955 7970 -232
6761 6828 -873
4126 6273 235
4466 5313 -929
3823 5061 816
6190 6635 -772
6634 8135 -465
2767 2247 524
4183 8120 227
8949 9858 87
808 9001 -253
6121 4208 592
6105 8249 -327
9119 4200 -21
1857 9592 -132
106 5939 482
966 1881 536
5715 8865 782
6024 9754 881
9711 5404 554
6947 5744 137
3448 2662 -795
4828 2223 917
7978 3495 -427
3041 3398 -820
3275 2606 -527
4136 1197 488
5987 9091 530
4317 8323 -957
7296 6029 -877
34 1031 348
8349 2171 -54
5217 7303 -795
5179 4831 470
5565 9723 184
9608 4889 -768
2741 5648 192
250 6455 733
1795 3452 972
9543 5465 820
9372 4013 -978
2107 2895 743
3349 27 540
6831 3124 272
3252 8680 344
7401 913 345
4970 9575 685
8538 4610 -913
1532 1056 681
6520 5886 -126
3719 8469 -158
4507 1555 297
6999 4212 -26
4244 1183 107
6934 7885 622
7677 45 -34
1262 7729 -896
6375 5637 23
1708 9385 -125
6218 4394 -579
8007 3098 900
4694 5187 401
5259 2309 112
5174 1969 -20
9429 6947 449
8814 4097 -467
8773 2169 -593
7611 1816 503
7337 1412 232
3510 4815 -527
1327 8037 -517
9003 9414 663
4131 3803 -464
6716 282 -347
2732 9313 -215
4968 6700 243
8370 6326 -648
5904 1383 808
9582 7735 -624
5926 9035 521
2835 9091 -160
5511 6406 -766
4665 4482 787
2934 618 -958
9070 7226 -299
1703 4947 -517
6144 7895 389
1370 5188 -269
5242 6223 -954
5193 1985 580
655 5664 -290
7996 7905 979
2795 9804 871
9024 20 986
6796 8281 299
8664 1288 202
9673 7666 265
3352 388 852
8691 7594 -327
9271 4438 -240
6992 3208 151
2559 7519 340
9071 1826 283
4310 4215 421
4743 4031 954
4967 1423 6
220 7528 -897
3097 4197 -650
8151 8320 -431
4430 6946 -747
2891 2972 261
2067 6548 -580
1646 148 -207
462 5633 -501
4907 140 -773
3363 8241 -648
915 5984 -335
1511 757 -86
1267 7259 -899
2041 1176 -813
8996 5337 -837
9311 8388 -146
8214 2268 928
1287 357 -692
4179 3355 -507
6765 8100 -400
6214 2946 977
3711 2034 886
6031 7366 -283
7310 4792 789
4682 2016 -561
5442 4549 354
543 4711 533
3534 2197 -156
1303 7757 -682
8158 8574 -85
2405 5280 -726
3890 5020 235
6984 7467 853
2663 6935 -494
6502 6965 -288
2650 7805 -922
6828 8538 246
6756 5737 -397
952 9390 779
4147 5627 196
7473 8501 -589
7083 7308 628
6227 2643 -562
8544 9167 341
63 7639 43
872 8722 743
4453 8666 768
8946 2771 -433
8147 2822 -658
2999 2 -584
1292 9261 509
3585 3339 104
678 2817 872
3923 1825 295
3038 5743 390
9684 8572 326
302 852 -516
3879 7014 -627
5321 2283 697
1042 1526 894
6031 2965 89
9261 4417 -938
6945 2459 335
3153 3043 265
7463 6837 -910
6005 5175 -907
1358 5003 542
273 1612 27
3400 9636 -713
4684 4004 926
7562 4236 106
1768 5975 -212
4163 2445 -230
3985 2337 -993
2568 5160 679
8438 3542 -772
5469 4207 421
3664 3031 -314
4021 9786 394
2150 9395 684
6557 9851 -504
2121 1475 -890
8594 5368 683
6295 2335 -460
4713 4480 152
3834 8511 -190
3961 2681 999
2308 3974 430
1098 9293 172
3973 1018 -937
2699 72 387
3630 2873 2
4273 8511 -511
3392 1192 -438
9132 1795 598
1234 9217 -653
4099 7891 -379
8545 1774 214
2746 7036 -790
5380 9291 -591
6984 3684 -25
7945 9129 946
3820 2685 90
3288 1156 573
8516 4045 694
576 4863 -994
7182 8754 -309
5394 7525 -659
2178 8507 -376
5349 4260 367
3552 130 -624
5846 8998 -79
3478 5488 98
4707 9219 728
3557 3777 725
7791 8810 -159
9250 3686 75
6639 1804 216
7096 9099 13
1491 9678 507
4249 3923 -130
6426 9677 846
7430 7216 222
2346 4768 976
5755 5027 597
6378 5269 -984
3424 9865 -761
4168 9283 396
3538 8077 -2
5617 9755 -283
5384 8677 389
3257 8420 -862
7929 5378 -96
9818 3219 355
7243 2176 -847
3925 4095 -662
3210 2847 611
6330 1139 -566
4767 8323 544
7563 1218 -475
3047 6349 -935
6786 9792 -938
8919 2839 816
2543 6254 -116
4738 3229 267
1686 3730 34
3521 5830 751
2989 2603 -980
8895 807 888
6379 7514 39
9294 2135 -261
1381 5127 -110
653 2654 738
5115 9829 -985
7801 1295 986
1959 5134 -632
4063 3877 144
8244 8087 470
7759 5494 384
2154 5227 818
4410 2511 91
8736 2627 0
7040 6869 61
553 8322 86
5170 4112 -455
6486 2140 254
1702 7409 -435
9794 2617 -294
2206 8718 -104
4085 5634 597
1272 9381 -480
8807 6045 310
6431 3563 234
8335 469 366
4537 9783 -932
3939 8293 -690
4698 7916 -821
2245 3744 577
564 367 27
1194 4664 613
324 5433 115
8251 1562 -260
5379 9152 -390
8127 2672 733
8692 6591 591
7005 8958 -100
2037 7045 672
4335 1308 -41
7821 4100 -89
2183 3421 65
2293 7003 65
9532 474 458
1014 7318 310
8285 8843 -765
4441 8669 770
9184 8389 553
7096 3100 561
5095 7095 2
4994 1261 -918
7609 2924 96
781 968 851
5097 1664 390
7856 658 -501
5129 3208 0
4029 41 -691
2698 4382 792
8988 8044 -325
204 7013 810
5323 2034 -820
7966 5276 -753
4807 2519 -541
2891 1563 -559
5597 2609 -600
9028 5246 1
1516 6121 -615
1938 3296 518
5051 9730 132
600 3620 329
6238 2050 -704
5206 7749 -162
4544 1882 294
6509 7721 -886
5472 2761 -174
7141 6535 -28
5721 2568 -678
9150 2067 -692
9244 1295 266
5860 608 563
1870 2135 784
2961 7550 89
5866 866 -698
4348 7210 998
7620 2897 42
1678 4670 -435
3753 8945 -909
5746 588 812
8508 1322 -101
1990 3667 171
8657 4906 -22
6460 815 -652
7116 1013 321
5657 3144 -630
7274 4755 -470
7547 7037 213
766 9585 726
6590 7306 -947
5653 6502 679
590 3661 628
2046 2664 -658
2229 9752 -844
1307 6011 -959
2491 3615 -497
2325 9312 -434
2380 9124 -987
6244 7693 -170
1133 4511 -865
1481 6782 309
4843 5716 143
1094 923 -271
5372 3975 130
5832 2973 929
8536 5607 -207
4799 9363 -448
3684 3280 240
2828 7261 689
1232 6467 495
6310 378 213
1420 5098 275
115 5264 -307
4210 5933 518
7481 8232 691
1465 8113 -447
4002 8770 -697
604 9785 -725
7340 9737 -638
9344 8096 259
1893 6974 552
1892 174 511
6571 8881 960
3832 5642 -219
507 4141 -85
8162 5849 -640
1073 3884 -755
1160 3420 66
1249 3050 -960
5240 5775 153
5705 4991 -798
1981 701 -326
2914 1925 -947
3557 7291 678
2469 9679 -749
9147 1779 -309
8819 7122 -169
2222 6779 -270
4262 2429 -938
4868 3646 951
2240 7170 -799
7370 1588 89
8802 7242 372
1914 4021 636
9275 574 -763
7113 8157 -587
3519 75 775
458 6654 285
7906 607 -529
399 2358 -818
4412 2359 -446
6326 3261 -995
1749 6554 -908
2592 6811 -535
6315 5263 231
330 2436 190
9048 1479 -526
4463 6812 -204
3189 6566 164
9248 7555 600
74 8315 531
5781 6224 -200
136 7010 475
8905 9244 -955
8559 8506 14
5426 8834 -289
9064 8880 -740
5913 4066 991
8751 1901 -687
80 8213 -59
2267 9704 736
9253 8586 530
3447 7483 265
2954 5275 -172
3778 329 964
1995 870 313
6130 3223 -341
2218 4213 344
2045 2982 -317
5213 9548 638
6747 6772 -136
2769 4702 -211
9578 1770 -683
6346 7148 83
2155 4816 -306
5257 9602 -471
1687 9791 964
3596 9713 -288
5812 8562 -906
1303 2019 959
8846 4421 9
8357 8374 942
1713 4999 -66
8400 3744 286
6679 5340 -191
8896 8501 -406
219 2098 247
963 161 331
3043 59 -245
2391 7983 36
6149 1346 872
2272 8569 611
144 9851 -106
1326 3261 910
7694 4034 161
6883 3165 318
6949 1323 -553
3192 8049 307
8228 3877 336
1616 6792 -63
1022 8067 -916
8753 7731 8
8869 3830 177
6765 9696 -377
3855 4606 -568
6159 4990 -65
5976 6842 170
3048 4918 515
7278 3887 405
4065 7693 -638
5936 5063 448
1170 2868 728
5008 918 165
9524 4404 -263
4502 8826 -318
6574 4834 122
519 216 -75
8571 6312 761
6010 9467 872
8947 3590 -922
6490 7139 -745
7283 2446 676
3207 3652 826
8643 9454 -803
9234 7279 -31
8686 9756 -803
8382 6990 775
8816 4147 710
176 9545 -743
8525 1151 785
875 17 -684
8094 4477 216
4513 1503 213
7267 9162 519
6968 9598 948
7535 6755 121
8040 9077 -914
4387 7205 -821
4637 2144 -575
500 7718 -356
6064 5871 285
7599 3331 946
1255 9275 826
1551 4190 203
951 6792 831
8419 8091 699
5138 4344 274
9398 128 203
5358 8601 355
1302 8466 133
5728 6224 825
6659 9381 466
2596 4544 -900
7823 2802 -149
1009 3028 980
8878 7241 -863
9433 9686 -451
5903 7971 75
9440 8708 376
2448 5004 786
2399 9771 -942
2786 4776 995
961 2996 -768
9234 5683 128
1893 3070 768
4639 3556 377
1705 9834 -524
2622 4178 636
6381 1754 -523
5624 535 -98
9185 7212 623
835 9486 65
6720 1265 389
3364 4725 -716
1381 4534 -322
3913 3641 691
8753 2189 -278
3639 670 -604
3865 4060 243
8774 6514 149
7639 5225 -442
2303 9798 459
1025 2066 424
7855 8105 12
2961 5969 887
9294 4195 739
9062 7701 6
5757 7895 -192
8398 2840 -936
8917 8894 -20
8537 2024 -518
5105 4711 -543
8380 2087 532
1630 5450 439
3964 6438 463
1326 58 -989
4335 4427 15
433 9186 -88
8453 3300 940
130 6633 535
7858 4289 772
2545 9352 228
2542 9734 142
9292 4093 964
7705 7249 589
7717 1356 -752
5901 4848 150
3189 2487 -640
8143 2481 -776
5098 307 995
5157 6006 867
4595 9088 785
2751 7976 618
7163 7123 -396
8378 8380 -94
2290 7477 394
5930 1066 -523
3151 9316 -379
5794 1048 518
2918 5386 -586
8627 3071 250
3342 4303 -166
6744 3228 256
2262 4144 75
3714 3734 798
3130 419 -156
8554 9146 -891
3820 3778 -136
5957 978 -969
128 3879 -892
8698 3206 770
6573 5448 -862
241 6774 683
1216 7411 132
9182 9706 -819
9154 7811 -744
9223 6414 -405
1536 1064 456
7722 492 -619
4322 3124 344
7615 6360 344
5056 548 656
4064 9592 -785
7674 1711 -513
8111 2191 -166
4142 6620 -804
8970 5038 655
444 5348 -63
8585 8023 791
1577 1026 539
3597 1352 -724
891 4187 -341
2393 2534 735
173 1206 328
6254 7915 613
9009 2021 117
513 4279 -955
1430 906 517
2551 8843 -243
4782 5878 -511
4318 4759 -274
9254 5440 1
270 1661 476
918 5144 648
3582 2860 -537
4948 3668 455
5933 9739 -610
8067 8103 25
6156 7256 464
2428 7970 533
8618 2902 630
7394 1425 -581
5642 551 812
6299 3929 -370
774 7434 219
2999 5820 -544
9857 6497 -342
8242 1318 -467
9754 8569 367
201 3044 -581
8241 5483 -168
3097 1931 832
2292 3415 739
6666 2614 -905
2173 1224 -789
4089 2186 46
4286 2497 -769
8670 480 -717
2922 1067 -190
3447 1591 -665
2637 5161 46
3102 5156 -676
1044 8508 -969
3155 3632 516
3775 5279 947
9342 4278 -324
2862 7840 83
5683 2121 967
9075 4215 -321
4336 6160 819
2090 2246 -829
4212 7473 -871
342 2299 -908
2380 5710 -808
4218 641 200
9391 9049 327
5206 4773 242
7321 7907 285
3384 3685 314
4253 4494 -75
2091 5200 445
8602 1503 -465
2500 4630 747
3120 3832 386
2718 1298 -803
4999 6004 292
7663 8166 -173
5135 3987 163
8724 2424 -130
3692 4592 -95
4624 1712 321
6727 8106 -724
5343 715 -117
7903 6885 -817
6446 2185 -483
2467 2185 -228
6487 2613 647
5957 9107 -10
404 8938 161
1104 712 -16
1974 4345 -731
5915 2518 869
8309 7278 -162
3483 6345 -409
9602 2163 -984
3159 5873 -385
1505 6541 569
9834 8720 -881
6730 3624 384
2039 5383 -446
3127 1932 674
7894 6112 -525
9852 7046 -255
1691 981 799
6894 7313 -443
3415 8745 141
9276 7142 565
7727 6352 245
1108 7186 933
2384 8072 968
2472 8100 -681
7994 329 -946
3225 5847 -103
8986 5325 363
2490 1945 358
1654 5653 -835
6453 716 -165
6093 9380 -37
2408 3050 950
1855 919 -933
5637 630 -66
2623 2287 108
2552 2798 471
5242 5260 452
9273 5867 -989
1712 4499 857
2999 190 -634
9460 5556 570
6593 699 -38
7679 1396 -73
6297 2642 -231
8248 8961 52
7331 9781 609
784 926 276
9645 5518 -16
