18
935 930
529 145 -563
321 188 292
580 609 -524
476 520 -364
548 57 -151
2 382 659
755 227 402
366 614 772
475 513 -929
190 368 -147
770 56 193
292 433 783
877 96 508
862 904 -669
190 218 352
164 810 -216
226 320 -575
26 27 -371
804 413 18
698 679 -399
870 782 -636
231 810 472
216 617 -595
164 427 34
653 758 -773
313 713 424
435 864 349
308 615 22
848 71 590
158 686 -649
432 379 281
167 68 49
729 488 -534
574 89 740
891 865 -894
462 366 -105
649 222 831
358 532 -500
898 818 -20
780 28 426
640 127 -971
680 618 168
735 132 -238
813 548 -671
580 26 -243
158 372 825
750 493 -553
526 162 -148
552 527 547
854 301 946
738 815 601
472 4 -286
759 727 227
725 51 -862
29 441 285
7 487 -785
741 796 -733
228 205 -328
818 393 -470
11 866 -677
655 934 -727
428 749 -233
320 23 810
709 379 218
670 739 74
99 493 147
103 161 676
517 434 -278
516 243 986
32 590 182
501 123 497
541 274 -3
20 677 280
167 859 502
650 604 15
679 805 944
665 356 19
739 261 767
674 813 -707
289 14 -129
660 884 559
64 786 -843
355 25 -933
380 525 225
705 1 399
674 627 769
93 353 793
413 118 -717
468 349 641
463 871 433
289 273 -109
589 465 268
786 297 -775
935 278 152
620 254 931
603 786 -826
420 335 848
13 623 -882
706 746 -805
606 79 83
335 57 -359
565 926 805
896 89 151
929 880 996
418 831 101
272 652 592
248 130 63
290 116 847
229 799 -228
805 152 -871
375 88 -966
377 695 -234
773 901 635
284 108 -935
439 619 997
215 618 345
452 849 729
49 20 -20
115 807 -772
681 194 -585
885 605 231
42 290 -471
208 334 -197
98 819 518
867 600 638
779 882 783
664 381 14
113 638 -147
101 226 -652
518 672 -562
627 651 167
162 667 -719
375 441 -209
809 871 608
415 71 155
457 198 85
156 188 983
623 274 -699
700 198 765
450 920 223
267 148 847
187 138 -964
729 742 -494
871 886 174
299 670 915
401 890 370
178 240 -509
884 780 -146
416 734 -467
110 335 515
789 740 386
118 603 298
496 202 -202
161 599 -782
561 447 623
364 628 -268
485 137 687
688 106 -808
230 777 -878
905 693 171
611 610 151
595 569 -53
105 411 148
287 759 235
746 529 -473
58 719 -656
320 216 78
99 782 -566
80 498 -597
114 267 -988
297 731 352
905 166 481
407 266 965
449 91 807
321 670 -789
302 31 337
321 517 694
482 570 196
657 731 -381
216 695 31
763 212 630
261 117 -448
676 227 -885
445 907 -293
775 260 774
329 23 -654
238 880 -487
475 522 93
426 474 -103
584 888 782
406 419 -24
158 763 -218
297 617 101
481 119 785
453 39 494
94 859 -504
505 712 748
761 450 797
402 241 -422
800 423 -276
749 324 387
523 186 5
419 135 -224
893 803 -952
598 209 416
301 171 461
56 451 349
791 370 296
784 743 -475
200 904 -352
775 664 472
843 169 508
103 917 6
625 223 -162
103 296 512
935 766 14
826 840 887
211 142 533
163 930 -252
815 161 727
523 658 -680
512 579 -541
43 541 -701
634 432 -414
554 52 463
540 452 -926
421 23 721
249 671 -472
347 731 -229
608 871 -175
185 471 750
892 735 -506
655 810 588
202 520 196
158 279 -893
480 376 -367
926 592 780
543 43 177
454 258 -44
324 377 915
342 801 -793
743 892 -677
654 308 586
295 70 333
697 487 -769
684 549 505
526 173 22
916 265 970
471 382 -506
612 574 -94
635 763 -447
357 830 388
911 688 -789
258 876 442
640 433 -815
691 13 37
129 599 72
934 7 150
845 837 -993
698 344 -736
431 870 608
66 644 579
935 67 -775
422 572 557
74 78 936
344 40 298
752 355 593
437 786 456
24 337 -578
527 227 -119
869 89 524
354 118 -40
230 406 -147
99 272 610
628 624 -852
78 893 544
454 804 701
432 502 -863
75 144 -878
318 130 545
35 890 789
337 236 812
142 584 -101
698 893 453
513 336 -346
637 413 -798
715 479 -246
142 123 524
551 60 -149
520 146 977
517 268 -291
415 377 -561
663 287 -846
205 262 -477
162 510 -931
615 213 290
861 551 40
464 932 244
102 39 -802
252 507 -299
756 773 -448
870 826 567
666 75 538
88 690 924
724 161 -403
128 861 308
858 759 524
88 815 -291
810 745 724
102 40 16
210 403 148
213 500 -803
595 819 -508
358 231 40
671 319 867
523 626 -435
705 855 -571
504 482 -827
296 200 -400
311 684 625
843 307 -31
19 515 -777
1 93 -296
656 526 -338
581 104 503
638 68 -740
2 92 -325
704 832 -575
726 259 -216
442 416 878
731 317 573
858 170 -803
896 616 -334
166 19 -102
694 285 63
804 824 971
195 749 7
270 666 -949
828 927 545
887 812 29
200 447 954
384 325 494
741 575 608
780 838 494
62 99 -323
887 406 -421
91 881 394
75 924 812
282 736 -582
183 832 186
133 453 835
370 607 -699
152 567 -865
824 545 970
150 488 -220
682 839 630
380 509 -976
19 659 621
791 191 904
536 559 -863
919 818 -373
410 64 -51
244 206 -604
748 802 -680
701 286 -446
805 502 654
57 878 265
897 405 -946
476 618 -849
896 57 785
781 139 433
34 354 990
320 383 -489
275 255 487
651 593 -881
623 96 -727
237 179 784
13 435 796
11 663 675
573 497 -744
486 415 -392
294 186 -994
137 222 138
663 33 -266
601 786 -50
762 700 -532
806 344 -528
160 504 561
380 351 473
856 680 124
154 106 -839
289 534 220
157 112 937
592 431 288
235 616 92
256 131 11
534 537 104
364 848 -541
74 552 -318
870 508 -696
595 648 -820
53 139 688
402 651 -355
224 129 616
542 881 894
116 514 566
726 487 653
563 751 449
766 778 312
60 922 -397
723 399 793
682 32 -743
809 582 -667
676 297 -908
408 386 183
354 158 -885
711 912 641
413 299 -342
875 167 -393
496 535 143
286 598 -916
549 550 -142
387 818 -667
254 589 640
437 825 -314
550 58 937
617 697 557
355 230 461
89 259 909
120 759 673
470 328 461
457 280 -202
68 854 619
591 233 -630
524 303 -111
571 759 -193
256 459 -718
185 541 634
851 760 724
114 458 418
408 289 78
572 111 -150
101 336 825
855 505 -896
488 925 961
165 87 763
519 775 -508
75 530 893
604 206 -175
183 25 793
687 118 -717
565 619 211
633 252 -111
826 691 460
488 521 -646
283 878 -449
236 108 799
735 695 -37
477 924 -495
188 255 493
71 800 458
242 663 -525
846 65 80
601 187 926
836 315 -39
146 787 269
590 561 833
797 382 -148
852 801 429
195 26 75
457 193 510
92 537 -974
515 649 -425
545 126 -353
315 835 -738
187 21 353
256 117 178
761 400 -7
162 15 923
160 720 -640
514 272 641
845 226 -283
549 689 335
680 903 -434
232 156 -808
572 876 354
702 197 2
79 553 806
221 427 730
428 803 -71
649 799 629
866 779 529
497 885 823
167 576 -659
836 108 951
48 106 227
727 687 616
832 313 752
482 515 521
426 792 497
65 675 -556
502 316 -141
262 701 59
151 855 525
182 664 -390
208 402 89
408 600 -320
763 71 147
714 847 -883
494 320 880
712 396 362
802 124 666
882 480 -214
769 390 -897
578 300 455
42 59 -622
755 427 -260
759 805 875
151 110 387
297 675 -208
414 596 106
161 319 -832
212 477 650
728 195 652
40 691 76
226 354 -406
579 583 781
770 788 -417
336 10 172
688 283 -458
598 324 591
64 731 -244
933 823 906
549 646 -388
308 464 -144
57 110 310
54 153 -477
506 459 -404
201 131 -166
932 22 -123
630 135 -539
709 471 -111
65 693 993
113 268 87
918 927 -249
750 252 -499
341 874 359
617 40 -234
329 722 341
487 732 76
143 872 -778
378 29 -853
811 816 800
584 88 696
291 128 674
736 62 871
907 211 -887
263 191 -906
430 749 352
764 3 -28
567 875 -957
226 488 -35
194 133 933
348 817 -984
297 497 3
877 285 -741
918 646 443
46 252 739
690 118 875
47 671 -116
898 540 437
529 269 -626
270 795 497
929 631 -165
905 136 741
453 921 785
140 312 741
19 25 42
905 37 -127
512 660 720
253 642 -83
584 796 565
75 347 -240
26 755 -324
524 822 -718
551 506 20
852 917 505
268 589 560
883 715 -58
29 610 -446
270 876 -351
224 26 -48
94 336 -790
706 819 -194
723 371 961
326 330 858
666 266 538
893 175 -361
678 64 663
467 636 -295
829 440 741
153 141 27
290 529 689
87 561 -323
918 44 135
48 88 -273
692 629 663
581 259 287
41 68 119
381 684 330
525 678 -210
2 603 -372
588 415 262
352 677 -489
979 936
276 525 -710
514 842 689
449 9 -991
190 920 871
41 169 389
279 533 349
174 247 -299
837 821 313
504 543 -687
571 427 455
493 118 565
467 920 -468
966 156 578
39 770 -643
748 754 227
161 414 -862
504 412 214
77 547 -897
89 104 463
646 75 -505
255 774 887
588 229 -597
601 281 595
942 449 228
358 767 -721
424 406 367
511 316 408
662 423 331
526 880 -988
335 950 -751
156 210 551
578 418 259
772 502 364
320 657 380
277 338 628
648 336 776
826 16 955
568 539 31
118 755 -78
594 243 -876
279 235 963
19 158 675
279 25 -57
695 73 -991
305 545 30
610 481 -937
299 809 -162
405 857 -565
337 82 -187
557 523 -895
274 119 -319
874 521 254
474 298 -991
383 384 409
953 134 -186
653 890 -710
286 796 -40
605 384 -990
140 787 -204
265 260 -985
331 55 101
343 491 979
190 350 592
420 538 -84
854 21 823
672 975 812
925 8 519
500 482 -367
333 576 579
714 497 132
99 338 -878
689 173 466
830 711 42
687 637 763
852 823 337
932 513 -670
722 797 -758
18 293 19
627 605 245
642 142 858
173 891 -641
676 865 -642
71 141 633
944 473 761
749 845 -291
192 519 -595
898 711 -138
318 320 -167
780 147 -362
422 852 -362
341 577 -917
8 930 212
859 592 523
913 529 -477
93 419 -917
469 303 965
548 744 236
974 255 34
548 443 -616
496 865 -368
725 418 -831
907 788 -34
43 332 -853
421 366 -543
864 370 216
502 637 558
134 589 189
476 609 914
463 586 251
520 336 -292
295 270 99
756 902 681
59 475 895
652 835 -549
863 417 -384
869 902 -710
266 355 -875
766 260 -275
928 588 -980
177 625 -881
423 585 -249
208 212 429
569 593 -277
96 66 -786
67 675 477
401 681 -494
927 292 -134
717 705 -510
711 795 -866
193 309 260
660 581 -538
341 682 28
95 679 293
132 627 -828
214 247 406
868 723 886
249 619 995
249 714 -711
937 695 430
538 544 862
377 268 -281
437 834 -935
368 316 -528
244 626 31
381 141 -985
343 71 -538
724 657 914
643 47 -771
949 419 -41
554 564 49
580 778 -726
716 273 996
40 190 -979
238 680 67
969 784 799
100 553 261
198 639 218
467 93 503
752 508 -725
611 391 -598
881 543 -524
835 629 -421
971 170 -933
532 370 -983
713 170 -455
744 943 87
894 960 951
625 807 -785
429 540 319
61 864 -443
200 290 513
265 354 -217
729 9 -42
498 61 -77
909 545 -555
749 314 975
17 727 317
668 347 -653
504 733 974
870 602 -920
572 56 -198
875 638 745
255 477 -795
948 631 -456
429 513 -211
126 671 171
979 607 -797
505 93 113
716 358 -335
363 874 543
85 572 -386
564 773 -933
498 837 243
269 358 758
871 2 -46
748 731 -742
179 641 -802
768 562 -31
565 426 -61
949 766 264
567 762 744
890 972 -548
786 211 950
820 454 -176
95 21 -311
83 939 -700
315 961 -836
777 464 720
938 485 887
105 78 480
877 310 283
635 658 -779
915 670 -776
122 60 -863
945 314 436
969 626 -277
400 880 -482
910 464 -572
288 719 -758
933 399 -908
399 20 -566
278 544 -654
523 366 -864
243 846 -790
498 768 463
291 501 364
822 259 -192
965 33 -250
519 802 568
421 641 840
905 48 726
681 896 537
147 432 -110
773 512 550
195 652 -901
340 793 639
557 17 -809
597 194 405
806 586 -496
40 598 627
644 414 812
187 684 824
17 291 -575
919 970 -130
351 185 836
344 512 399
759 696 -1
169 187 -711
689 101 53
83 209 304
789 699 544
473 503 346
524 733 544
337 269 -549
481 173 0
761 529 -869
617 353 -752
454 367 -357
819 743 -413
9 905 -302
245 556 -109
358 164 -883
973 934 972
402 838 -479
144 496 842
419 58 696
33 145 112
276 154 -478
452 371 35
846 321 -221
618 38 384
730 492 655
46 153 839
919 351 -717
516 363 852
797 954 932
364 601 -637
896 3 -908
470 497 -320
674 501 812
523 636 169
915 535 28
460 207 882
594 940 550
885 312 91
193 266 -695
720 538 -505
609 145 132
707 40 -699
412 712 -67
121 945 -643
877 67 -127
179 107 598
652 571 -510
675 959 223
571 411 -570
868 305 193
543 557 -277
662 606 907
261 887 796
831 845 81
125 395 545
808 351 -937
440 620 -212
317 257 343
624 569 254
317 661 652
67 303 875
922 535 -963
493 314 703
525 453 -309
818 774 -290
30 554 -188
850 627 625
516 30 162
308 482 -324
156 273 556
220 841 -248
493 321 748
926 430 481
512 914 -9
368 763 -398
331 933 -378
41 551 325
783 186 435
502 74 237
237 311 743
878 727 35
53 201 419
252 288 408
221 316 189
538 641 228
240 170 -216
872 301 -972
715 71 -79
918 343 -289
260 198 -597
691 256 -751
308 491 593
602 328 603
641 821 677
284 612 -498
967 877 -968
141 97 97
539 527 669
728 943 -123
812 871 156
46 520 -364
233 274 -464
836 406 -368
208 591 393
622 626 -967
460 553 687
231 881 -231
380 186 -747
826 62 -816
731 744 -740
899 658 -550
469 130 -862
547 198 413
830 970 330
456 220 527
808 853 359
678 794 357
83 782 -833
885 819 475
718 625 630
765 278 -264
979 169 585
653 71 434
665 926 271
752 554 350
967 552 -942
932 172 828
607 895 147
399 599 -383
194 42 124
121 156 -213
288 754 -587
507 901 -888
368 37 -666
918 797 -864
573 274 500
832 582 734
695 191 -72
329 400 962
40 828 910
848 396 -832
820 36 -903
217 961 149
915 380 126
282 657 710
882 800 58
580 631 -498
635 497 660
77 623 991
876 5 -338
547 366 902
256 738 -677
870 972 668
637 362 -636
22 741 -519
692 931 263
126 229 -955
231 31 174
778 711 -924
632 903 -37
737 378 -942
781 596 -45
390 341 -808
409 907 211
469 563 319
920 293 -56
882 695 634
391 740 785
230 972 949
89 904 460
264 66 31
432 831 757
906 103 -454
659 528 145
235 127 888
756 112 -679
306 178 443
185 930 629
531 271 855
811 760 625
332 258 -213
424 96 -137
301 600 610
416 318 -786
234 45 179
30 852 -814
542 32 767
685 201 102
549 208 448
395 264 -760
893 928 261
63 58 -620
298 274 -892
586 285 -317
36 543 -613
922 168 -46
970 269 55
928 196 28
62 803 405
735 616 -298
88 288 137
24 911 705
920 239 901
599 353 -226
105 815 183
417 1 -86
543 506 -971
834 639 -364
955 916 -132
739 529 90
467 410 -609
277 450 -868
102 110 348
676 889 391
62 350 -631
574 515 265
406 533 142
896 814 802
170 978 281
622 576 937
554 899 -346
845 909 -909
101 711 -81
196 282 -221
130 794 -778
961 637 -844
371 199 -470
315 34 603
586 177 932
903 359 807
21 191 -190
508 573 -964
237 385 89
458 918 612
520 131 45
717 405 -640
746 316 678
882 584 827
882 888 704
311 372 465
157 784 351
852 664 -762
716 922 -232
499 587 811
414 395 -472
714 544 54
657 185 -389
679 814 890
446 152 918
275 58 343
633 962 804
846 83 -341
690 583 -54
688 27 -830
574 963 423
57 231 -147
249 979 202
186 683 -918
504 226 971
200 170 655
436 856 -29
179 719 336
86 845 -181
376 330 -341
969 895 699
932 502 742
750 150 45
429 643 -289
833 626 -748
610 453 -631
728 108 451
606 217 -175
272 793 950
964 613 -464
367 702 482
823 817 -579
530 226 134
934 644 863
647 603 642
226 69 798
541 943 828
262 152 649
418 157 676
21 127 314
785 239 737
424 408 -955
310 407 971
948 227 488
444 598 371
121 399 221
885 926 -361
279 260 -317
770 552 160
54 311 443
553 287 -107
919 452 830
871 662 176
310 218 551
793 906 848
727 669 -583
819 62 659
201 483 -565
863 751 172
37 817 779
865 684 -589
339 489 187
615 724 -767
765 225 -562
314 872 880
153 687 -225
247 43 -825
421 267 418
886 640 654
930 516 -995
940 766 -766
270 656 999
945 685 28
236 339 768
350 42 914
502 310 359
443 88 104
618 860 84
117 788 550
749 799 -844
534 862 -381
396 471 -691
78 804 -581
161 624 -401
188 349 366
898 362 459
963 732 296
220 617 558
511 92 -407
590 601 -734
146 480 -344
855 387 43
21 720 811
395 95 -109
459 531 -204
639 590 -72
546 563 699
548 913 -582
842 126 43
745 669 476
424 891 -254
68 194 -989
470 436 -99
811 914 246
733 928 605
490 889 886
210 247 -18
374 133 698
105 719 -807
566 248 -101
140 890 912
237 348 -899
554 170 -467
69 769 -815
769 910 159
32 335 -631
340 256 -758
865 201 193
287 173 -736
598 252 -48
240 536 -285
337 832 -141
373 189 950
832 35 -351
426 13 -40
573 727 -720
373 344 -960
406 765 -253
723 374 -212
292 752 749
396 267 -23
174 369 922
13 75 -873
61 8 733
699 940 622
585 910 -611
524 576 -364
52 491 -955
255 485 781
465 849 624
747 518 -891
498 543 -371
296 30 -887
91 931 -165
76 457 765
659 919 725
626 146 956
158 418 325
843 706 28
908 515 106
590 794 -54
949 423 -95
916 847 -410
355 218 -828
738 692 -794
338 412 567
869 4 -631
108 586 213
367 819 98
107 955 -355
494 33 -911
759 325 326
383 327 -254
798 727 -318
845 531 -321
775 961 69
486 899 -108
105 13 892
960 143 -873
660 723 393
831 944 -762
327 905 563
927 26 77
90 784 297
248 632 125
868 400 699
550 109 371
127 783 -293
298 221 -205
493 643 558
134 73 -802
583 635 262
737 450 230
966 470 500
771 212 396
200 616 307
338 747 547
366 314 -391
531 468 -696
783 610 -418
519 625 -237
210 420 -156
225 237 -879
202 744 -489
592 47 -870
332 481 746
296 228 -770
518 434 355
192 388 -130
68 810 -778
263 299 -453
821 149 -851
122 606 -72
727 317 -55
520 223 -13
29 896 -998
710 413 874
711 143 -461
786 973 7
659 873 228
294 346 -303
184 848 -103
237 197 -702
438 507 601
540 400 -805
591 653 624
113 635 -951
254 587 -265
312 100 -610
25 536 494
826 870 530
509 282 -995
580 813 -344
952 916 -80
438 977 -245
720 863 78
72 151 -816
217 750 532
100 920 -816
727 16 181
291 814 -791
523 304 109
507 177 619
232 48 556
885 511 -689
957 15 -542
924 200 -585
293 646 -965
506 116 470
293 546 714
688 643 687
851 971 -136
334 855 -821
743 843 -488
98 520 -788
452 638 -162
252 948 -803
542 976 983
710 101 38
606 933 249
135 189 20
61 11 -735
218 962 -390
227 53 -252
845 935 777
874 552 953
347 288 -821
801 615 885
920 816 -697
882 629 -239
448 816 -689
98 22 -653
964 480 -191
65 480 -285
683 138 435
335 812 -146
965 830 245
80 243 -984
571 649 965
764 656 964
613 953 -133
371 379 -399
781 959 -101
665 293 574
457 165 -825
832 284 657
558 570 -352
967 179 177
408 22 -340
602 12 -568
704 549 106
185 202 34
190 537 -710
731 324 -672
274 427 -731
735 744 692
559 567 910
172 53 122
495 75 -380
739 65 608
423 140 85
327 25 255
760 630 -278
727 559 736
452 347 246
115 174 845
240 165 -511
473 962 -419
966 956 799
664 282 -55
210 498 903
670 563 410
209 766 114
415 730 266
603 630 -180
621 146 -229
472 730 915
586 867 -884
432 406 642
238 250 330
322 260 260
338 667 -556
857 775 -924
180 873 786
244 488 -507
241 74 582
689 589 -207
512 277 135
574 304 947
317 552 -881
170 731 -581
829 149 823
542 820 -244
257 431 -55
856 131 -764
844 191 -262
129 920 -780
705 844 -186
592 744 -741
295 472 -163
779 780 -892
360 19 526
780 161 -666
380 895 739
78 309 670
356 84 -224
903 880 -287
951 880 -103
427 736 -81
802 271 741
495 194 -249
869 74 292
791 263 701
860 252 -604
660 426 -945
140 561 -334
86 418 25
476 286 925
769 734 -251
245 764 -692
878 580 1000
20 854 164
627 437 420
304 2 -644
707 694 122
916 455 -472
253 319 -978
279 902 -123
728 634 -60
542 124 -427
273 789 878
51 293 -903
834 410 -968
217 717 -992
700 862 -598
563 309 545
420 615 -5
695 32 -286
175 956 852
37 262 346
800 587 707
168 509 -633
119 448 -82
460 270 -319
23 725 -542
412 7 38
518 105 -495
927 842 -636
168 274 -308
478 148 -487
226 914 -695
57 809 -480
294 198 -677
714 829 -401
894 846 -942
295 666 -468
352 874 -498
64 552 -990
649 239 -80
114 609 796
720 384 464
218 178 70
24 902 41
254 798 177
273 782 -4
640 533 57
190 350 -228
774 534 -859
234 207 -828
151 954 783
339 526 -881
343 696 -52
850 419 -56
223 95 715
676 453 -969
127 881 935
879 668 411
360 704 -779
694 724 -596
433 264 -627
530 420 950
790 360 -57
148 170 -897
753 780 -493
644 942 659
416 809 -196
24 682 -922
711 70 117
443 780 505
631 782 -554
931 740 -554
923 873 810
666 110 -764
910 129 -333
687 691 944
895 978 276
644 603 366
865 831 -28
949 964 -313
797 914 -224
45 794 183
416 673 -688
667 4 -829
318 593 -668
348 162 -784
329 436 107
783 808 -203
481 919 395
281 764 907
127 245 115
340 932 -898
525 470 -654
430 484 699
368 74 238
333 275 38
953 882
210 121 -90
332 950 -930
754 641 795
122 4 -245
949 478 217
556 424 -267
155 39 881
800 917 -130
21 124 281
881 777 -306
283 116 -427
796 703 -174
207 237 813
586 939 -991
193 623 -265
482 726 -324
522 811 574
229 620 -765
251 849 315
624 159 295
490 576 -832
607 665 975
731 939 -109
831 82 852
319 209 259
369 400 -611
77 494 190
768 514 972
296 839 971
551 658 -326
947 72 266
111 626 294
284 172 554
875 477 943
349 684 755
230 705 960
655 942 -485
256 794 -409
540 431 -949
665 135 -548
7 25 -339
464 81 973
22 516 574
228 24 234
136 418 -550
419 696 -600
815 820 302
88 746 677
729 50 810
667 590 270
696 227 -835
390 756 918
667 838 -480
783 257 767
185 239 -414
790 476 -609
260 72 -940
110 466 169
198 671 889
284 325 241
515 934 966
614 925 -495
309 647 961
739 139 -19
787 215 985
411 490 778
500 416 -152
583 603 168
375 212 509
642 128 -380
337 488 -83
774 305 -476
24 251 127
810 72 650
335 912 972
665 376 -395
195 896 -170
127 887 -858
595 920 462
655 79 -618
606 920 306
669 501 171
941 546 -117
203 316 417
526 310 -640
545 345 382
491 764 514
199 39 644
427 67 371
249 424 -824
659 692 -757
619 779 22
362 674 -664
262 753 323
610 579 -237
517 640 600
451 574 -508
814 911 170
444 32 607
250 578 -210
434 485 573
844 805 -83
269 365 -224
391 919 690
489 18 301
949 283 425
811 444 -778
423 608 28
184 832 145
266 306 -342
180 412 -522
793 606 570
85 20 -209
733 80 906
546 544 -17
66 530 459
447 40 702
902 815 929
253 857 -42
47 829 -435
681 595 -366
189 607 -396
716 336 206
938 768 668
4 191 -398
578 359 -837
480 735 176
119 438 -521
165 529 65
943 8 -988
838 301 448
249 830 71
449 52 -595
514 219 469
212 295 -604
408 580 510
285 178 709
367 281 588
906 480 -405
280 111 482
843 521 908
846 665 306
742 429 521
336 439 867
177 258 811
476 932 -766
583 764 238
457 522 651
197 506 170
617 417 -390
196 100 749
273 218 967
342 96 627
535 501 -888
551 39 -428
656 61 -832
75 862 -3
253 138 54
274 638 904
831 615 -161
222 614 54
281 391 880
402 123 284
617 193 499
203 33 -818
656 532 448
42 826 789
588 778 -643
553 689 -827
636 559 -21
574 644 -907
323 148 -613
670 128 -19
932 611 965
6 185 -284
671 527 347
585 180 31
470 461 353
681 408 -321
206 475 -577
930 75 -550
932 879 -475
844 639 -780
584 911 933
392 241 777
591 489 -603
361 110 153
953 564 -379
707 261 366
322 416 -487
512 803 759
276 651 -468
911 620 -714
178 465 506
30 692 713
490 770 802
884 364 600
938 410 -167
24 338 -495
555 548 -967
821 364 -181
210 777 462
766 771 576
155 875 885
645 581 346
156 816 -629
420 893 -259
627 330 -602
221 818 -915
857 609 -713
538 138 454
422 520 -779
807 661 213
666 378 -110
101 794 258
531 303 510
457 764 -511
613 531 -837
13 856 -247
710 42 82
135 141 863
545 724 -597
771 881 -635
421 338 533
632 646 -19
202 528 392
473 8 879
19 272 89
399 686 445
775 821 998
120 875 -408
69 277 678
562 161 -224
648 116 442
914 630 534
180 82 -566
100 562 392
420 126 -773
854 845 768
9 42 -123
235 831 -370
303 413 661
260 681 453
145 361 -74
354 544 632
46 879 6
28 461 -367
57 364 -879
3 148 -887
148 25 -400
547 480 -683
846 237 860
73 690 352
744 96 -272
248 769 -423
213 524 869
51 942 -187
782 910 826
499 532 147
315 611 471
321 536 -952
693 723 -542
709 74 -812
720 418 -721
345 97 729
858 914 -344
3 475 41
563 687 -349
348 430 -693
576 846 -334
221 568 674
771 341 296
229 65 544
680 360 73
648 346 -54
74 45 -672
482 325 -293
63 271 -506
630 624 433
155 95 753
794 268 704
749 357 -434
288 897 177
410 602 710
49 934 766
