995 861
263 649 -434
573 965 811
824 401 609
505 552 -998
908 522 288
937 722 -468
6 678 890
184 233 -649
750 41 871
126 551 -561
609 316 -810
789 113 -198
118 697 663
891 537 -292
272 849 -784
100 171 -355
188 447 -762
488 610 -678
50 626 553
512 376 566
787 592 -233
766 943 -61
466 642 -448
847 409 -229
557 962 715
534 122 -671
580 734 533
454 189 -257
159 162 -804
590 202 625
386 511 -792
446 733 -927
243 841 396
558 355 970
475 213 767
97 701 164
331 132 643
474 820 885
186 790 724
158 474 -875
643 130 509
601 347 -423
673 799 -689
174 223 917
487 167 -584
291 315 518
138 642 821
326 373 -923
898 484 -612
440 971 -474
565 607 -627
258 50 746
758 394 759
462 525 664
765 377 689
776 685 -729
543 434 -113
416 135 -114
865 680 -107
988 512 663
850 888 454
109 792 -334
497 176 424
24 11 659
94 185 -6
827 833 -967
970 211 913
846 505 -507
820 762 395
196 566 172
204 334 309
371 615 -425
685 488 -28
527 828 376
349 836 -323
870 868 -578
588 136 787
318 845 444
76 949 -776
546 707 -501
546 158 613
11 157 -874
895 317 939
338 326 -588
463 855 256
887 111 -151
59 208 -978
621 615 275
677 73 -524
716 592 -981
970 391 -450
683 211 940
646 390 -943
609 591 674
909 724 -532
261 34 -578
850 870 -313
915 621 542
619 857 -589
486 108 -995
704 390 -27
768 812 380
165 883 85
849 169 -459
227 790 -429
722 302 838
292 212 383
609 953 542
194 103 774
166 482 472
261 273 -765
851 2 -702
566 57 294
9 681 -56
964 987 -505
703 864 348
153 291 -133
334 620 271
902 642 -169
933 805 742
39 357 953
311 259 -111
341 155 -674
148 517 -209
13 412 -28
863 173 718
980 765 72
583 794 -319
93 73 -322
804 60 985
586 214 -193
645 68 -531
713 225 -353
292 439 615
982 783 -281
604 291 -518
796 787 277
839 806 -886
629 16 -952
648 519 -424
897 439 432
635 208 721
110 133 902
26 836 -657
297 310 -424
61 285 802
502 653 551
964 675 613
951 981 202
797 390 -687
337 120 -206
537 161 -704
198 845 839
444 896 884
872 539 625
843 634 144
978 914 -242
630 638 473
580 695 611
855 750 877
250 850 42
117 835 -288
611 763 -476
949 854 -236
33 54 821
189 910 64
886 579 -58
613 282 400
206 177 -424
351 766 -821
203 208 600
163 219 -771
656 239 413
794 746 786
659 884 147
61 471 98
324 169 -355
740 137 -595
269 99 288
