873 2557
243 819 834
269 829 764
754 606 51
822 326 579
638 230 823
212 567 297
777 807 1
832 863 961
768 377 666
375 260 700
110 765 135
102 792 365
589 780 452
616 466 749
474 849 394
812 365 113
420 258 749
649 189 912
40 171 804
383 181 915
379 140 652
132 258 967
177 662 581
713 473 753
248 62 290
482 703 675
47 114 590
611 414 168
11 861 766
390 371 881
389 205 617
345 637 547
842 126 658
197 453 530
267 373 19
243 755 821
215 276 234
364 357 596
374 326 184
615 774 944
662 169 543
692 230 860
504 633 397
641 43 188
452 31 668
552 631 6
67 245 980
222 392 69
245 338 766
13 823 902
344 168 189
633 597 171
328 357 952
721 446 923
510 274 182
787 624 780
219 755 138
578 484 648
687 860 421
794 858 238
11 295 398
713 506 178
568 31 15
487 118 213
73 726 681
564 56 625
364 542 512
71 769 99
30 595 15
786 20 879
159 647 666
554 522 424
561 352 804
135 811 672
561 326 223
305 69 139
771 670 355
633 476 567
179 249 23
361 483 161
407 148 256
141 355 385
777 296 340
826 469 713
14 471 253
45 723 203
288 519 875
804 17 727
414 437 647
88 227 273
225 236 861
643 477 76
678 571 181
359 68 368
500 380 481
642 240 655
826 623 997
726 239 654
672 492 866
134 868 613
800 842 643
450 602 898
244 238 598
706 419 109
805 263 884
761 728 456
221 343 853
644 234 317
835 207 307
217 848 132
64 697 616
248 150 616
276 3 767
499 637 28
75 529 30
442 652 329
326 324 531
461 833 568
766 552 627
681 669 556
364 719 445
371 849 457
316 594 64
135 326 17
510 143 682
117 636 439
134 650 861
254 74 887
465 421 152
212 19 622
490 620 490
803 732 88
795 720 755
447 145 403
233 42 796
546 147 295
213 709 467
178 294 247
308 510 439
108 343 902
170 400 566
117 372 692
619 111 727
38 136 417
744 414 760
128 18 245
343 259 995
685 428 493
789 811 14
131 159 908
76 246 433
815 97 46
755 86 209
612 235 445
845 408 124
97 207 892
629 713 703
854 282 326
58 310 243
397 817 574
445 456 493
315 310 777
528 591 794
668 394 396
641 147 697
789 728 241
673 89 151
611 857 115
123 313 795
459 101 665
389 760 681
599 24 404
847 526 710
217 455 654
425 180 509
618 498 323
647 142 101
248 871 104
89 319 583
316 427 21
291 49 277
393 496 643
659 500 108
860 578 560
266 8 9
591 328 455
645 430 776
352 641 911
46 445 384
774 211 188
708 294 314
271 791 575
560 767 95
608 382 134
793 701 920
480 742 116
686 358 100
140 22 805
501 112 812
578 553 80
20 682 822
327 60 453
476 512 696
688 119 365
499 676 953
373 21 812
840 244 794
464 283 136
276 225 960
553 812 325
841 585 491
287 19 406
683 107 343
872 422 446
584 72 400
679 670 961
635 53 673
804 2 995
386 38 554
327 307 570
360 86 459
373 305 176
593 718 967
345 205 992
823 692 236
254 531 985
210 76 303
377 856 630
153 85 27
784 788 372
535 259 319
233 776 141
677 648 141
775 342 311
284 101 988
535 176 923
23 441 286
274 620 195
101 133 645
558 87 339
868 592 29
430 4 784
88 652 131
520 457 245
827 233 667
310 806 965
408 41 514
286 378 358
411 755 804
349 696 532
581 337 464
383 268 980
712 643 236
257 212 499
375 660 131
216 194 923
222 73 948
111 780 848
604 674 336
15 241 71
718 661 392
340 536 324
633 406 48
107 21 592
84 345 313
100 748 68
653 742 531
408 369 593
594 53 727
159 517 488
126 398 677
710 226 162
93 654 739
697 411 781
527 597 190
801 4 579
191 698 42
749 550 291
552 140 954
670 799 303
82 769 74
570 331 430
402 351 57
226 749 268
639 443 544
627 280 540
488 350 671
97 559 74
555 532 201
372 46 176
273 414 331
90 85 66
379 816 891
152 519 526
339 852 578
776 824 380
392 112 415
191 506 538
285 426 751
91 531 576
403 802 178
358 361 869
174 538 642
698 688 413
471 333 891
183 243 331
322 154 397
824 5 501
267 480 551
352 567 360
355 503 446
271 619 132
171 25 532
61 304 57
81 471 487
368 275 693
362 472 105
497 552 361
394 488 975
571 148 242
318 312 538
73 410 322
749 687 185
504 312 714
398 343 32
772 437 7
262 710 682
67 868 793
404 606 75
369 176 650
412 101 141
112 808 942
19 231 38
225 56 582
178 490 305
99 144 839
760 483 407
320 15 965
800 670 394
650 733 615
171 273 578
689 122 544
721 563 614
177 145 537
831 464 758
779 52 930
260 636 27
383 18 693
656 49 528
573 281 762
844 378 416
26 93 401
469 23 806
766 24 745
648 91 286
568 519 962
255 232 526
580 630 932
558 709 684
105 653 572
265 449 475
617 81 454
398 111 161
585 697 914
868 661 851
420 562 682
720 433 220
403 442 369
211 585 798
521 150 858
760 611 887
129 242 953
156 149 144
144 705 736
444 297 416
823 872 356
824 720 480
70 151 674
590 459 393
360 636 947
634 816 673
293 491 988
552 627 828
48 243 287
193 69 92
385 158 124
500 679 233
615 228 341
404 254 389
56 49 753
732 472 491
158 134 757
399 796 698
147 393 377
634 160 848
362 70 3
714 377 557
653 143 465
500 38 649
782 744 620
212 91 565
674 117 536
810 25 55
526 741 769
528 834 954
4 859 831
484 173 348
7 485 236
842 82 70
211 124 160
694 255 917
563 550 416
653 586 9
93 173 675
375 56 941
392 816 856
857 475 329
218 87 276
11 169 39
412 229 634
582 620 725
315 323 602
398 684 391
563 442 476
136 766 11
395 785 595
95 266 4
424 151 481
799 236 102
336 692 291
212 747 145
239 775 919
657 158 612
585 758 906
565 248 59
349 573 418
218 765 880
183 355 531
551 180 894
90 185 659
861 833 612
257 755 907
703 615 951
635 119 581
285 515 235
604 660 903
643 497 115
389 654 795
679 144 371
706 11 786
688 864 727
589 482 623
110 195 815
68 378 523
221 670 827
701 559 33
68 313 25
396 839 918
152 184 582
514 210 260
613 455 468
764 735 919
408 226 669
37 385 724
442 93 807
480 691 170
640 120 474
864 183 658
272 348 152
522 314 105
733 321 781
75 322 621
274 631 824
226 221 234
511 68 323
417 117 58
748 45 453
451 664 512
287 194 315
150 219 994
183 355 698
641 40 744
745 112 361
85 458 110
305 350 541
229 596 914
110 45 923
59 263 513
74 6 908
733 352 248
296 18 620
430 693 822
339 184 150
27 272 127
575 312 749
371 52 172
656 463 805
483 405 517
374 863 196
233 324 509
282 623 900
301 845 704
240 71 502
647 88 572
530 108 757
35 408 518
755 595 29
795 154 654
92 245 811
305 502 711
503 21 728
458 353 513
535 78 211
688 209 128
858 452 823
347 683 186
330 346 581
37 145 694
170 297 781
607 42 10
737 541 119
791 206 882
245 396 757
377 327 295
510 674 945
180 20 514
799 387 574
159 830 177
788 231 706
668 478 863
460 566 682
228 486 101
840 117 381
53 445 878
859 372 909
455 785 67
807 453 531
873 804 900
340 73 389
125 262 840
426 418 399
685 579 776
710 666 52
595 108 779
413 798 494
355 632 740
533 775 229
101 623 166
656 756 451
385 253 568
712 334 691
411 592 637
175 39 189
784 311 307
125 577 70
22 349 465
388 303 175
739 556 400
721 543 608
80 422 871
680 496 663
53 173 580
582 270 456
368 812 346
526 561 311
837 794 38
336 246 917
252 171 256
752 350 120
337 550 638
488 591 179
562 500 889
145 643 667
638 186 124
503 802 878
766 353 129
287 770 604
229 496 5
545 575 853
456 253 572
499 466 803
611 47 875
192 576 682
591 394 892
315 255 162
747 554 590
321 144 105
816 813 949
761 834 870
196 797 949
435 70 203
511 188 408
780 858 123
567 475 832
851 790 858
649 246 679
255 632 221
256 529 80
499 127 240
278 614 930
119 872 769
543 107 343
380 7 76
524 782 964
644 66 377
302 548 819
747 590 91
13 101 123
598 258 807
597 365 998
463 516 518
446 642 690
678 667 84
44 743 81
201 50 647
113 235 629
253 224 134
370 365 713
841 840 930
441 728 613
427 222 975
504 788 787
68 825 219
545 222 831
566 334 979
546 678 761
597 234 665
278 16 247
218 854 441
224 606 679
522 425 510
240 299 668
616 99 974
200 325 71
560 253 741
514 54 419
269 391 327
521 687 700
562 712 416
690 179 864
565 140 41
497 774 806
387 729 54
764 849 259
338 503 499
179 775 10
203 506 167
676 103 723
301 176 513
143 508 862
72 669 405
609 276 473
268 367 716
611 461 507
235 756 827
574 461 927
342 148 494
656 840 731
588 46 410
871 832 9
694 53 36
555 59 750
268 688 304
741 548 411
171 10 409
134 324 653
700 605 391
97 458 437
329 763 164
135 355 236
202 602 483
462 868 19
783 179 536
872 483 447
13 644 406
238 848 238
346 585 483
845 605 659
630 412 821
375 331 18
229 506 838
265 648 986
512 127 61
42 323 86
515 816 720
3 444 763
709 144 920
771 781 311
221 505 821
814 628 842
724 284 164
694 708 128
747 130 195
442 78 791
713 271 513
459 621 813
525 477 438
622 415 281
792 201 148
588 402 519
778 534 185
160 661 474
68 201 897
707 633 531
529 481 382
358 749 323
266 491 592
519 524 659
205 872 364
394 17 663
819 165 135
50 765 121
8 568 533
654 168 416
411 85 501
375 348 534
206 620 561
5 635 466
24 91 236
824 851 927
868 276 621
387 273 918
348 238 897
121 434 474
28 392 966
12 402 912
483 39 416
692 556 843
579 818 906
123 591 200
755 820 6
863 51 274
623 825 693
678 758 199
852 418 655
672 340 623
405 499 977
549 253 48
621 301 501
447 565 755
519 490 213
36 398 38
117 698 487
115 636 366
210 410 682
786 239 293
109 240 882
86 77 184
520 243 471
350 499 602
125 373 593
14 252 770
349 174 741
86 591 60
268 97 922
844 326 251
408 828 258
395 261 804
794 359 909
313 153 139
495 687 96
592 572 899
623 712 91
636 710 551
267 736 324
531 462 186
677 641 983
845 97 589
749 317 927
520 275 920
448 595 401
526 762 449
134 263 280
582 837 741
253 76 386
753 200 956
764 582 693
110 394 442
797 632 367
129 821 488
255 660 259
758 844 90
487 354 755
409 784 969
48 661 357
707 744 207
814 487 252
253 637 599
123 40 925
257 274 140
18 300 108
314 454 517
290 259 219
263 205 341
92 312 471
225 419 469
143 741 625
225 174 600
629 42 113
837 872 104
873 71 967
289 397 46
268 507 991
737 801 343
793 20 169
34 713 381
591 547 837
851 12 770
383 234 248
434 817 493
321 796 925
833 14 446
829 245 692
270 171 979
714 106 585
381 337 622
100 55 141
873 664 410
672 710 330
869 557 76
20 225 661
106 697 209
831 619 11
718 226 359
384 377 171
434 561 71
453 792 939
308 858 124
627 789 668
108 458 289
348 110 816
85 70 530
218 329 615
318 347 520
511 418 600
159 694 103
175 862 774
409 213 721
569 18 104
343 449 964
610 48 551
628 436 747
631 1 197
833 731 74
263 252 243
342 688 312
622 347 300
398 2 678
769 301 987
571 505 995
404 582 752
582 226 959
183 294 821
42 629 244
838 640 430
618 561 99
114 752 456
205 379 300
81 605 611
155 592 479
840 618 981
9 706 874
561 589 260
828 161 762
552 350 201
866 873 980
27 852 315
303 161 42
216 501 411
839 368 458
832 351 815
638 106 464
186 67 698
664 559 610
651 149 762
635 454 995
825 640 907
107 161 183
781 135 640
302 335 391
219 180 54
617 322 448
480 153 500
43 346 339
665 33 684
84 706 215
33 45 722
483 672 268
466 154 816
750 783 294
262 35 280
683 382 292
368 743 686
661 190 511
634 633 459
96 261 342
419 747 840
867 284 627
343 844 54
384 317 390
700 209 254
375 422 356
650 647 332
827 834 946
35 862 83
731 836 622
738 254 246
25 278 243
779 700 39
527 425 998
585 808 756
224 27 343
670 589 279
118 39 934
192 584 174
143 637 625
559 515 344
677 398 428
549 681 502
615 712 142
300 770 149
836 231 813
798 206 967
143 677 879
622 224 330
154 699 720
305 766 763
175 610 162
783 316 867
263 782 78
229 483 928
329 13 946
327 806 312
461 228 196
845 96 651
295 779 637
431 448 434
332 267 737
565 136 367
834 202 187
490 809 213
125 238 217
212 141 687
84 143 468
462 12 856
834 793 245
815 548 264
565 252 261
148 80 727
521 222 300
706 337 699
371 594 957
189 763 469
458 52 956
154 262 651
191 242 699
377 497 574
603 299 433
509 769 9
859 206 500
390 623 72
660 129 188
358 490 260
263 432 61
719 651 165
610 300 30
395 147 411
423 211 255
841 411 731
620 209 454
227 38 176
276 442 992
690 138 646
69 105 524
159 286 385
533 279 16
348 623 426
286 720 997
838 46 744
836 203 446
371 775 463
196 414 281
197 634 472
345 745 226
459 826 91
562 333 245
169 76 573
161 335 203
150 267 223
427 278 662
419 690 934
48 847 511
81 778 515
620 563 989
624 776 937
593 606 839
819 523 594
788 487 875
785 255 611
363 346 817
30 720 395
654 552 911
357 265 400
209 483 592
454 548 302
230 785 521
694 717 846
627 771 89
261 784 719
154 158 978
687 167 967
296 165 809
274 500 898
254 646 489
502 683 430
577 253 157
94 450 760
625 241 487
116 714 212
754 646 182
676 795 268
770 111 313
593 357 881
158 9 121
360 486 234
403 224 685
481 380 562
509 87 800
733 73 640
561 212 253
110 737 323
867 827 207
717 142 50
485 554 933
289 369 974
276 325 867
775 669 494
802 421 988
99 339 332
385 461 801
260 473 976
509 254 223
193 485 880
592 577 968
54 351 865
156 206 525
233 734 460
518 37 813
719 134 75
799 145 495
440 12 669
849 177 32
383 28 648
574 368 548
743 162 977
246 353 535
552 124 831
621 516 824
667 398 134
181 584 841
266 147 346
775 647 295
128 285 427
476 542 789
785 221 466
872 782 571
579 368 319
565 186 986
657 345 572
217 207 489
252 309 724
552 632 217
845 50 584
217 67 868
304 872 861
460 654 504
473 229 357
118 365 168
687 604 509
870 265 462
459 821 408
869 622 825
317 362 962
54 190 451
306 713 962
744 747 721
379 416 721
799 64 247
287 684 816
572 873 626
563 617 732
837 689 736
745 95 311
88 727 430
476 222 293
721 63 484
515 233 201
735 116 99
823 724 361
482 834 738
61 215 345
231 418 738
3 433 21
627 582 158
823 231 921
417 8 654
405 569 642
792 560 299
667 603 554
462 257 684
604 327 75
606 688 842
609 327 73
764 790 204
791 694 754
491 743 258
548 620 58
176 133 184
160 632 925
675 811 528
17 559 725
603 456 619
37 595 538
284 304 715
691 37 246
117 614 589
866 481 42
311 105 74
744 222 450
713 601 998
59 581 832
600 402 221
150 296 347
252 178 299
537 107 778
36 17 159
341 438 825
313 525 561
534 157 453
653 744 206
404 200 959
431 714 62
519 809 852
304 364 223
346 559 883
443 444 93
663 173 40
368 164 103
368 550 366
155 848 850
747 537 92
735 140 830
196 741 690
753 263 773
242 699 72
340 229 250
326 764 202
82 274 123
8 506 669
27 734 593
169 318 153
510 439 999
587 544 962
271 764 688
782 774 92
391 354 613
367 822 786
150 206 358
753 825 455
184 65 34
839 244 17
73 322 691
335 861 351
702 681 901
135 324 910
736 89 267
249 212 4
863 715 84
110 574 91
196 391 860
837 39 895
261 432 274
49 519 752
510 58 794
630 203 167
283 667 633
517 303 360
335 393 989
299 62 52
190 840 345
729 343 608
804 780 278
492 461 703
61 59 664
257 616 971
544 243 84
524 393 967
505 554 414
615 18 225
752 558 755
703 729 608
295 675 351
847 128 93
567 216 376
859 856 43
553 324 96
234 290 446
393 113 718
294 77 403
517 345 748
752 386 575
53 780 819
111 11 381
615 150 564
585 418 645
783 353 697
129 728 291
529 869 450
567 443 91
618 670 226
330 270 775
775 168 691
254 798 958
139 478 10
85 669 579
732 49 116
668 164 49
584 750 25
824 306 675
373 641 530
305 672 895
600 781 351
257 184 779
455 792 8
233 63 968
37 91 689
289 619 667
467 30 908
133 201 148
864 600 592
38 142 534
290 284 48
387 736 487
244 121 385
356 315 506
28 671 121
757 334 908
368 395 543
645 810 743
821 313 626
685 9 400
808 210 765
872 403 162
685 483 618
204 468 472
52 858 299
604 718 492
28 552 561
509 786 725
780 651 504
186 843 656
236 43 348
728 829 762
793 837 546
719 588 576
132 774 988
524 723 956
287 331 402
730 247 453
513 127 818
138 660 95
759 612 804
640 96 644
56 215 105
296 582 184
684 189 447
301 340 655
774 217 766
427 867 362
30 703 884
698 356 74
125 210 812
374 147 294
171 198 946
454 635 286
281 694 409
79 505 767
789 314 946
818 306 375
218 260 711
342 175 281
727 699 631
23 604 896
706 229 528
484 406 649
325 805 341
817 88 848
418 581 970
476 264 820
278 732 528
93 411 195
558 147 68
282 573 81
652 767 539
33 146 552
255 153 47
118 806 680
788 550 417
677 318 749
88 632 532
680 345 712
431 809 210
581 205 9
351 702 269
400 15 9
506 793 226
801 318 410
460 639 958
780 354 28
573 769 624
351 399 466
487 173 511
224 370 396
560 288 916
833 614 445
809 547 619
51 296 314
668 732 541
58 647 608
361 311 525
838 357 704
722 105 610
264 277 894
628 102 177
271 547 403
446 613 731
282 400 198
580 739 156
550 711 591
651 802 156
634 674 890
713 725 709
785 280 202
764 641 19
202 744 779
614 405 387
203 224 815
827 87 824
665 530 195
134 144 995
329 174 563
324 341 413
638 306 979
382 534 512
667 415 888
144 367 114
691 91 642
344 685 133
403 701 44
838 178 500
844 751 627
670 476 345
805 232 885
381 698 845
606 513 282
198 540 950
598 487 436
767 75 882
490 422 132
502 679 174
572 696 906
704 792 799
494 121 445
649 851 50
350 66 480
764 28 303
642 397 12
738 461 941
734 476 591
548 136 523
837 713 145
814 804 410
760 548 277
634 615 229
152 632 139
177 425 315
836 238 920
168 349 820
377 568 629
780 840 682
861 520 950
84 702 166
160 715 905
558 834 369
315 748 450
382 151 670
791 191 360
172 17 715
264 754 863
368 93 672
694 866 810
24 794 811
786 697 783
748 157 705
143 829 879
828 172 240
653 331 949
630 83 312
737 719 151
639 341 646
149 478 180
610 589 993
23 19 342
386 552 705
101 593 978
98 615 902
785 533 401
262 216 850
715 430 311
225 122 607
655 622 279
825 162 290
93 511 250
807 672 205
268 225 554
730 702 471
272 726 482
256 793 757
518 529 64
338 98 252
578 562 783
255 577 77
700 462 781
86 466 877
20 745 339
323 725 10
571 4 617
753 607 553
428 535 929
491 735 912
563 448 145
790 557 143
785 283 808
588 557 396
811 17 735
142 643 224
243 764 887
255 715 676
438 379 448
318 217 564
537 239 200
46 13 547
823 863 629
442 712 895
273 811 166
285 2 627
483 231 351
41 845 973
172 351 886
499 206 649
662 301 632
641 810 195
797 772 155
1 422 36
241 490 386
776 88 205
217 605 82
305 581 393
495 426 756
429 840 830
487 703 446
610 786 991
261 56 732
333 97 84
677 219 156
344 624 531
407 873 351
479 366 777
134 719 347
692 743 521
310 630 505
73 209 511
615 515 825
799 127 9
691 524 617
831 85 565
124 67 243
638 601 318
409 148 779
468 406 787
655 175 686
821 712 144
374 236 174
343 531 245
809 554 88
281 323 858
695 322 754
641 346 753
699 509 821
5 335 213
866 824 677
29 443 788
698 505 847
835 29 419
254 857 661
681 168 670
765 774 755
55 528 270
333 98 213
239 14 938
334 455 115
220 196 806
102 259 58
6 278 466
271 331 224
519 858 957
825 790 532
635 159 987
504 751 946
714 483 205
546 216 474
689 536 799
763 820 808
19 462 318
830 326 404
425 413 24
694 687 199
345 834 840
190 702 710
114 513 108
122 801 335
86 839 492
530 823 198
802 253 270
449 849 400
96 536 879
320 566 186
90 823 498
387 95 29
501 178 938
269 640 491
765 440 26
590 458 292
371 48 728
257 872 665
569 423 899
18 594 856
330 108 865
536 163 918
748 761 739
670 503 913
197 130 342
55 269 224
361 852 53
613 772 389
749 189 239
291 429 888
766 708 990
390 664 439
758 827 359
652 537 106
65 347 554
492 720 471
115 192 371
233 367 971
684 40 917
871 37 502
731 152 317
230 148 617
376 212 840
436 802 992
775 38 123
58 52 897
249 504 829
149 615 723
756 449 446
863 680 241
851 346 126
613 106 857
466 865 414
172 657 27
65 240 127
289 750 867
436 794 323
85 195 495
710 36 546
308 145 738
417 293 565
711 170 340
649 657 978
172 423 432
196 847 155
857 53 109
572 200 862
324 666 29
56 638 803
712 860 349
718 695 28
315 270 872
629 130 376
536 749 391
461 713 55
563 547 543
678 804 812
529 742 884
596 353 379
711 389 1
563 150 953
682 521 404
270 845 566
247 486 944
622 112 804
15 690 56
773 366 464
28 107 110
535 723 445
219 780 467
708 52 9
92 853 487
77 297 328
424 232 647
226 12 308
303 870 611
262 564 882
316 44 49
693 453 235
60 825 341
448 431 293
759 670 692
385 617 643
701 800 375
804 719 349
20 722 139
2 402 778
337 294 689
596 3 674
746 850 17
234 697 647
5 750 728
281 254 946
747 654 869
469 10 255
657 45 659
361 422 249
647 605 600
100 207 388
265 487 653
337 420 310
35 682 677
95 614 644
636 722 377
740 523 62
309 802 787
404 574 853
82 445 382
64 78 356
209 403 485
341 676 891
833 310 524
244 136 893
181 731 629
41 341 89
372 422 555
829 31 727
378 531 763
533 510 549
182 386 325
636 103 595
312 138 334
347 23 167
126 578 889
662 471 309
684 812 333
706 16 397
656 526 953
3 499 865
870 498 289
456 426 553
458 678 345
619 616 363
392 103 545
269 487 402
785 177 789
81 192 775
217 587 51
406 818 380
805 798 591
181 596 286
14 463 573
576 265 386
365 21 905
58 49 536
736 277 889
459 722 651
555 15 685
377 617 590
710 229 164
329 599 679
550 633 715
492 716 641
759 521 70
642 9 576
873 759 827
672 681 576
856 768 930
625 79 820
373 349 935
858 267 335
232 499 715
292 787 269
410 827 556
870 729 727
348 560 595
326 631 531
652 773 917
856 364 203
865 483 713
548 815 575
98 527 828
694 525 998
410 250 465
100 108 849
787 471 136
786 706 886
672 33 653
833 730 290
543 601 499
97 83 839
317 448 2
494 120 986
851 661 649
56 568 959
49 92 336
761 838 557
796 105 659
856 323 300
434 638 442
117 675 208
759 613 77
342 267 271
650 231 717
327 529 744
445 224 692
387 12 835
249 346 252
605 375 619
518 431 981
349 304 935
464 78 370
551 687 828
767 282 54
313 610 858
684 165 533
639 142 883
437 262 632
711 566 887
799 63 989
658 444 824
353 782 596
72 185 498
155 168 886
773 825 192
122 56 207
389 255 400
393 369 896
859 602 422
71 299 311
281 365 679
645 19 356
37 237 588
120 114 239
329 592 618
564 602 130
316 509 893
370 534 35
29 124 72
609 105 918
241 300 120
130 23 637
467 721 910
215 749 669
860 76 550
802 598 807
851 815 266
272 495 808
782 399 345
844 396 935
281 369 142
324 654 450
251 15 631
476 713 941
185 316 129
494 362 283
822 168 984
812 248 21
702 75 737
177 775 971
857 803 174
26 428 612
851 426 513
715 394 535
814 131 179
479 349 328
612 684 803
151 629 892
423 830 485
727 342 932
594 795 16
312 189 749
625 536 948
502 246 160
115 2 469
405 663 1
843 440 664
616 103 523
645 696 702
37 131 905
36 832 411
688 155 399
357 815 439
97 81 10
852 751 449
866 348 724
836 650 341
230 517 104
632 369 157
326 255 726
309 752 481
254 278 319
382 668 213
686 502 117
479 484 850
85 93 982
122 712 394
142 185 754
465 812 989
191 179 402
193 31 477
124 541 547
314 718 582
550 523 917
404 229 834
701 346 184
346 197 627
784 197 906
556 78 308
78 227 302
870 24 910
625 788 808
468 688 846
384 859 880
506 146 692
580 459 754
419 71 810
52 522 625
146 487 299
818 12 475
125 292 44
167 223 796
597 282 971
37 121 241
67 320 570
238 819 200
173 166 795
77 580 617
620 179 425
282 487 40
853 280 392
513 535 201
591 672 449
72 602 38
709 4 911
707 762 333
496 455 516
500 417 85
266 148 841
527 588 307
851 707 243
219 227 715
325 729 81
805 447 616
265 54 436
438 51 140
68 367 913
278 506 191
573 83 622
322 744 294
679 432 122
206 404 743
666 522 796
306 648 635
155 273 792
69 839 905
295 207 154
63 647 211
855 209 572
111 718 422
684 250 710
213 375 866
614 57 917
852 262 15
529 304 623
154 543 129
295 359 851
601 840 92
603 53 724
538 415 158
701 186 909
504 596 340
707 818 407
545 603 547
17 270 236
532 249 632
249 643 840
216 363 591
770 183 690
356 574 337
432 115 101
361 635 737
239 526 266
809 774 804
546 281 168
296 704 597
809 558 99
592 537 406
2 160 557
629 94 719
591 618 722
284 299 917
151 807 387
324 606 948
214 93 323
818 422 27
567 692 873
336 666 505
836 34 625
328 648 407
401 797 786
446 426 555
770 413 641
652 325 236
673 706 54
709 373 980
831 713 554
460 362 276
112 724 645
281 477 270
44 221 22
553 856 914
110 634 213
769 689 628
693 851 23
372 437 917
197 865 646
865 74 984
691 148 242
69 163 462
568 286 201
842 298 578
407 615 182
826 830 672
499 365 823
76 234 91
315 289 40
481 127 408
166 780 197
779 460 472
861 722 787
623 777 792
665 163 25
737 429 824
147 676 116
577 149 99
774 598 359
208 785 498
428 538 980
678 664 414
226 490 152
22 339 978
555 78 777
581 772 349
500 572 913
706 383 722
781 185 431
764 89 266
706 331 350
76 104 716
308 338 679
