8950 26554
5275 1865 53
2307 8111 -778
6819 4547 768
6241 1917 974
4286 4995 454
2904 4848 -862
6449 2575 527
8163 7203 521
6303 6605 -324
3386 5513 -340
5303 6350 -278
4149 8330 -724
5614 5273 902
2383 1475 -67
1261 6495 372
8413 4755 152
6677 2026 -646
7964 5825 616
1825 8847 195
7488 2773 918
7258 5752 -467
8748 6322 -982
1769 1068 -77
728 4132 -115
7498 3983 -430
5491 2904 -135
6520 5546 -785
2753 628 -199
4832 4955 -157
8755 1409 188
1801 6645 960
5901 472 679
5855 1150 -166
6693 2861 195
4245 6398 -535
2301 7297 741
2301 8614 -10
1340 3963 -599
6868 521 350
6966 8894 -892
6329 8564 618
5482 1609 582
2423 3352 455
4745 327 -285
4023 8149 297
3607 1339 -138
6686 2414 205
3616 5160 820
7003 4365 -300
7803 2866 896
2753 2520 -147
4374 7603 -487
5384 5532 -192
2843 4513 -450
4131 5596 772
4283 4601 660
6440 6493 475
4148 5778 453
1201 5829 319
299 7208 -544
7132 7614 657
7820 5594 -398
668 5820 -996
8032 8632 -731
6717 4379 611
6734 3711 610
6531 808 -176
2494 7925 578
3354 4084 262
1533 2931 -250
8550 3376 688
1342 3207 -446
5343 7152 832
663 3639 825
8388 3898 226
8727 539 584
1746 495 -786
7949 7442 185
3395 8645 191
7937 3130 -844
7126 3189 101
2011 7178 -542
2000 1671 -285
2589 2595 737
1774 4148 -39
3714 4952 943
822 619 983
1745 845 -368
1670 8002 655
8450 7198 -865
4267 6660 941
7553 4442 760
1267 8463 223
1366 5037 -262
6846 5525 -933
4260 1943 -142
6726 2372 -393
4711 2308 -497
8161 934 845
822 8347 -563
3302 8245 258
3234 418 62
5813 8760 -407
8459 1697 715
819 6981 876
5 6042 -200
1975 2947 -982
196 5154 -652
7760 3099 -401
6823 312 -232
6179 1669 -651
7515 3205 -288
853 6801 829
1042 1284 -868
948 3233 -426
4911 7536 -707
5511 6608 557
5580 6726 379
5598 555 616
3647 8723 678
4202 2274 748
1959 5666 488
2905 7182 -105
4225 6122 984
8811 2902 -287
2558 5561 -937
7848 5112 -386
6488 6496 554
2453 7973 621
4136 7801 -128
8735 8309 -343
4523 7720 -231
333 759 519
3624 6254 508
2085 7658 -671
1013 4493 -611
1641 7993 409
3890 3175 -837
7121 273 -746
6588 7955 255
646 1305 -782
1947 372 219
6179 7755 -747
4343 1358 -919
1299 1567 780
6883 7190 336
7036 331 806
8013 5630 -265
4974 8446 925
8659 2253 420
5768 7960 147
1694 6643 117
3565 8188 -26
8677 675 -440
6303 4790 578
8444 3632 -358
6542 8715 949
7197 5630 964
3982 18 936
4744 2272 -204
8798 5688 -66
7517 8660 -396
3101 985 -652
1977 5053 950
7091 6310 420
4497 5715 336
1571 28 -416
749 4111 29
5027 3115 188
4276 3282 -669
8364 2694 -650
4647 4210 187
2866 8368 334
4475 5404 -190
1283 5813 871
7221 3715 -116
2757 8815 751
5840 4035 -882
3982 8616 569
2820 4463 -732
7847 657 671
2260 8046 -918
6727 111 -249
6255 7788 929
8362 4474 389
8148 8334 -664
5079 7602 -58
134 7579 6
3844 8710 972
4782 206 422
4169 6669 -828
5710 5008 143
4210 5282 865
2833 3664 -684
3403 5499 -855
3000 1572 -371
5938 5103 204
4052 2458 434
8523 1949 -141
6701 6167 713
5054 8625 938
1054 6009 -687
2042 5636 -60
6205 4965 771
5427 7313 -308
8818 7362 -886
8188 7222 113
8188 7571 -500
4765 53 857
2295 3255 886
4263 6545 655
6965 5957 886
7023 1670 -852
8170 3689 -640
498 8292 -299
6210 4214 -326
1198 6597 175
1147 6990 -203
3502 5049 391
704 1579 -352
6288 5539 715
7624 1911 971
2915 1933 433
973 1267 -392
685 5679 863
1447 2865 -413
577 2372 -415
8326 4625 114
7689 7020 -258
7171 5006 -530
3849 6799 252
1157 4305 -289
6839 4564 -441
4550 8584 807
1904 2498 -36
5128 8137 -834
3186 8442 -738
8169 1399 843
7115 3047 -309
6000 642 -163
3866 7595 414
1729 1756 449
4222 1696 244
1576 3975 500
5351 8388 -24
5190 2214 897
6664 438 204
364 8642 581
5260 5810 13
2540 7720 244
7659 5578 17
2320 523 -216
8009 1304 913
4872 7497 957
5694 2621 -28
2523 126 578
4830 348 -49
6427 6448 13
6672 2601 724
5686 6281 821
8449 7163 332
2681 4942 -181
3541 771 -867
3742 6812 -699
2774 7165 512
2449 528 -8
8866 6638 785
6001 962 452
4892 6271 162
8873 8675 556
1150 8004 -912
5338 3696 -696
4985 1240 -8
87 8451 741
530 465 332
1663 6952 523
7233 7046 109
187 8902 915
3798 2367 -586
6342 1169 -365
3286 8452 891
8747 6781 -758
909 697 -411
5649 2534 12
1528 7914 969
2363 3273 -893
3197 2214 976
3810 4201 -161
236 8699 737
7234 8165 -684
4794 8695 -909
3829 6620 485
6175 5016 -204
4009 6511 -901
6957 411 737
7138 5181 885
7510 6300 388
1017 4504 802
188 308 888
7168 8033 -338
335 4840 903
8294 507 546
2514 3598 822
229 8773 -255
4036 6926 972
5932 4663 518
818 3525 -884
3624 4481 487
366 3155 -994
344 6089 -940
3539 5031 74
1056 7179 -380
4553 1233 433
2176 6408 -54
798 5312 -259
6884 4357 198
7798 5259 248
1440 5887 -682
2632 7937 -20
4505 2282 553
135 6747 221
2631 6628 343
1095 215 -503
371 7834 785
7332 3803 761
1138 7769 -77
3754 2213 254
8695 3823 514
6676 449 544
2177 7042 -525
8935 1339 306
7523 144 312
4510 6582 -330
3584 7409 220
6090 6049 184
8465 8294 985
3822 6132 -265
4499 4735 -911
7367 2286 749
4071 2449 304
2334 7866 840
3876 8342 583
6921 1434 -810
4060 5829 -858
532 4869 837
6504 640 -205
4594 6797 714
3287 8474 144
2858 521 274
7217 4893 116
4456 1575 388
5263 7706 -176
5789 8620 -993
8648 353 394
5175 5245 -336
2921 2354 -362
3959 7436 24
8623 5078 -729
7491 5150 196
4984 1135 -628
3781 7039 -194
5213 713 853
6102 4926 521
8897 7508 -465
3406 4410 72
6098 8551 -402
8668 7581 491
3501 7023 102
4108 2193 -161
3167 8591 979
784 1990 498
7586 5579 -67
8662 1418 -721
8738 1086 947
1007 3843 -605
3570 3736 17
5022 8654 130
1614 115 -768
8477 1443 -825
3383 5117 -830
6957 4429 -751
521 5545 631
6065 2301 227
7914 5947 -387
893 3310 725
2000 5085 5
4023 2455 -89
2746 2166 -454
7951 8237 303
8327 5136 -742
2892 3796 67
2801 8837 294
2639 8645 7
5854 7456 -959
4963 3341 805
5689 1515 971
6574 6753 -963
7860 8358 940
6488 1467 -126
7641 7627 -219
8644 6831 448
3235 3701 663
3820 3203 380
6731 3535 274
4877 7489 611
4324 2475 -213
7053 5490 -645
7489 189 -492
8657 458 -557
4001 4690 676
6383 3 -954
4902 603 566
1711 2209 -310
128 1084 307
7766 6960 -897
4139 6416 -202
6377 1598 -677
6909 261 745
8834 1585 701
882 200 -488
4919 204 571
5323 5675 -879
7415 7287 -588
1987 4806 -12
4741 7334 553
2368 3141 160
6651 8873 446
3451 8679 -772
7760 4702 8
2025 6663 424
895 6518 -481
8118 3610 -97
5729 2182 -938
2577 4342 967
8655 5360 647
5918 7260 446
6120 1312 -631
8032 8890 -287
2217 2048 -207
7614 7606 -277
7193 6262 218
3154 2736 -408
5451 4093 -756
6312 5040 -167
5193 1353 840
4289 7017 552
6449 5774 -554
7855 2088 -206
8665 5161 -987
7040 5903 186
4697 5833 627
1040 2807 -310
6279 3631 721
5197 7364 -215
16 1647 -905
7371 2506 -218
2624 6629 686
8500 7009 743
951 7163 47
537 4472 -815
6343 1059 -871
863 2331 -57
2938 992 189
6895 2205 854
953 3044 610
4476 7828 652
3718 2469 173
3996 3788 -16
7992 800 -839
4544 5246 215
417 2200 364
1829 7029 -688
5780 1397 -904
84 1311 823
2251 6604 945
5314 4419 -492
8495 8139 83
3648 4441 175
2060 6074 505
3791 7799 795
3748 4667 269
3698 2347 -846
1145 6605 528
399 7253 -938
726 7732 986
2222 1638 658
6754 7308 297
4212 326 -329
7696 8738 -711
462 6254 -343
3951 2511 -4
6309 1425 424
7106 6057 578
1212 3396 297
4689 7655 215
1623 7395 882
6474 3082 95
1815 8812 -580
4691 1014 544
8894 5975 967
4522 7381 339
4059 3177 393
6563 6266 -89
2146 6118 -787
8331 5346 283
2152 4384 480
3837 1842 -674
1751 6274 724
5023 8335 -226
6331 7865 -16
284 2778 -242
8859 4265 936
7706 275 574
1929 5388 991
6549 8289 782
205 5003 -346
2912 2752 554
973 2215 147
4245 8217 -812
4356 718 -114
5361 6045 -29
3049 1618 -263
8262 7575 60
7084 5164 665
2441 7248 38
8717 279 124
6239 2944 -259
4720 7932 436
1764 3893 517
1975 8867 638
3118 5382 545
4047 8480 -131
4246 3455 391
5472 2994 755
3808 4940 -766
7255 5394 216
3452 3689 -770
5462 1348 -320
3772 5675 770
3587 1314 64
8788 1989 905
7250 7855 -209
6471 6712 -616
3879 6827 227
2264 895 -202
598 3678 677
6076 4847 144
907 3912 -413
1514 5893 298
4145 8296 665
406 571 311
1381 3510 214
8149 5003 326
2682 6599 329
5066 1348 -866
7737 6651 -463
2220 1682 25
6086 4086 -366
6205 6288 -668
6095 568 941
2503 8932 -476
5101 443 869
4721 1622 761
5598 667 644
7137 5452 -155
1055 7551 -909
452 5481 -276
5283 2052 229
6800 3765 794
5531 7634 776
3979 4841 815
5952 8924 605
2911 6997 981
6825 6260 -133
259 6174 89
86 5700 740
2505 8284 -647
1466 3309 -77
4336 3020 46
2502 994 -797
7747 7790 213
8105 4250 -598
3807 697 -674
3066 1060 196
2802 1369 -198
7855 1482 701
1521 6693 -288
1332 1971 -12
1282 6453 -547
2640 5464 394
4827 5570 248
1592 4675 -971
4768 2069 -753
3766 4070 767
6630 3952 599
2414 3010 540
5154 2870 -504
7098 7086 643
6316 3887 -589
758 8412 680
1515 851 -213
8618 3077 -116
5546 1029 262
5039 4818 -921
4832 6042 -480
2609 3500 -933
2909 6421 302
8292 3731 -427
5803 5376 94
5094 3340 160
8171 192 245
6245 7280 -733
1761 4452 -316
8396 3971 -321
6691 7168 763
1684 5746 887
593 2567 -767
6715 7690 -502
6893 386 -40
2791 8358 959
7901 2132 287
6101 1342 -71
8711 5456 -125
7162 3949 -756
5571 8301 688
3367 6806 776
32 4971 -251
4882 1337 -487
906 2889 72
4478 764 725
3877 7865 -202
792 7461 -915
8726 3642 138
7879 5784 -277
1895 4402 -699
211 695 -145
4037 7664 613
3403 1168 -615
8341 4147 -293
137 1900 858
3267 8814 -169
6843 2250 706
5468 1269 445
2717 3257 806
1242 7977 -202
5025 5070 -570
3423 6282 793
2151 4024 94
4632 6935 -727
4600 4781 -331
6796 2110 465
8775 5493 499
7309 6037 -33
4167 3219 864
193 7449 565
2068 2017 -10
6529 8355 -594
8226 6721 -223
2285 4583 -157
4908 6642 -182
3594 4274 689
1584 7427 468
6227 2267 -475
7576 2585 -270
937 4733 -510
3382 2630 982
4524 4163 490
6399 552 -514
476 8844 632
2408 2485 -229
728 4470 -541
7357 6861 346
2787 3591 738
1580 1007 -292
6502 2241 240
1129 716 689
2374 3996 -271
4268 2175 323
7174 5169 -474
2349 5709 41
5538 7988 -970
3648 6500 -321
8903 6751 -507
3360 5015 382
1391 7100 -252
6553 6169 763
2252 8242 -397
7393 1376 519
2755 2134 -254
7941 8637 -390
7821 8356 432
4254 3782 764
6665 4525 59
633 5403 938
5656 5381 -78
3982 4818 486
6635 8455 -526
7955 4849 202
3078 4871 691
6233 1324 -556
5837 5595 292
4884 6125 121
1777 5437 -845
6750 5824 -580
974 8218 522
6743 6017 63
5718 1414 -880
3827 8261 -86
1020 8234 -256
6072 473 -707
8634 6317 186
5770 904 -952
4580 7486 -301
2530 7708 641
6550 2987 992
8400 1807 193
6867 2842 784
5561 6463 -102
2827 1554 37
8639 2314 597
2669 386 -819
7993 3380 -288
6507 8584 652
1926 5272 -905
7979 6908 847
4791 844 -517
6714 2406 -19
290 6657 -541
202 8182 61
5165 378 -963
5330 2483 892
7520 2717 577
5192 1157 494
4101 4159 633
5028 7391 597
6967 4448 695
7877 4779 649
8099 7475 68
2572 1536 -908
1114 6865 459
8758 4785 771
5994 8533 -334
7637 308 501
2379 7827 883
5246 5988 647
4329 3886 924
1027 6758 -991
1584 7521 -617
4077 1914 -222
5320 7572 -152
6691 1518 -224
1371 4842 87
4842 6216 -303
5793 3328 713
2901 6157 -941
1135 6706 297
3790 3038 -948
4366 7344 386
8556 6416 -628
2661 8088 881
3426 3145 -58
7732 7910 -674
4732 5319 -245
4555 1321 703
5170 5264 -845
8425 7583 925
2373 2633 503
3571 537 892
5802 2490 803
5157 5281 -16
182 2693 429
8274 2350 7
4996 1957 532
6607 1718 -443
6779 4503 598
7886 6220 650
5101 3452 665
485 6224 -748
8812 4051 -871
4886 4506 302
8249 2139 -406
6123 153 -727
5207 8255 668
7702 8171 -284
6003 7305 713
4007 4053 13
54 1179 -856
4742 5611 265
8224 5662 -27
5973 1618 560
1276 8348 -68
4560 6783 -37
6098 6307 -773
8157 6041 532
5120 4941 -773
6976 6669 -313
5251 1695 38
6980 6315 -103
2978 8384 14
5260 4503 -704
130 1646 -7
4415 8553 -241
8277 7295 44
3370 2364 -256
2409 4720 525
2215 6983 -115
7584 4582 879
2852 341 -185
6337 7797 181
2929 1088 876
1432 399 522
1020 7001 -889
7973 2653 -646
2191 5449 122
4445 5789 170
3436 2520 625
4089 1499 990
6551 7035 254
104 2208 -74
3157 2425 -166
668 3590 380
7706 4462 68
3339 5610 -289
7104 997 350
4330 695 101
2333 1301 714
3289 2855 -615
6523 6605 629
1508 8669 -984
5200 3274 307
422 6643 796
4082 571 839
262 1314 870
3174 7016 -599
5126 5173 296
8472 6161 548
5101 4792 653
2272 5717 -673
5260 5047 -176
2265 4457 -10
3565 948 -989
4390 6972 -832
8808 2621 714
3587 8385 927
7541 1192 802
8171 8628 900
6806 5798 -3
503 1001 440
1 7810 -862
3353 1094 -949
364 1020 -71
5988 3893 948
7658 3475 -81
3218 6049 310
8038 511 553
5293 4702 -92
1347 8708 -922
4055 7522 -87
2846 527 230
361 1215 980
164 3652 -145
1840 630 466
8228 6053 -738
4524 57 -387
898 6373 -659
6978 4740 458
2425 5136 -326
2307 6540 881
1576 8780 631
3262 6986 93
762 416 -156
7222 7492 -171
5177 1425 -834
5857 2430 -525
4295 5391 164
7586 138 681
7640 6812 410
620 1118 725
201 2007 -856
5574 6476 997
1275 2185 110
6043 2524 632
5170 6042 -325
6480 7843 886
4827 6785 866
3442 8251 -135
2676 7523 -744
5351 6017 302
6647 8866 145
8388 861 -603
102 5308 951
748 6917 -937
104 49 15
6562 1328 525
2762 3822 973
6027 1049 -242
7477 3127 523
8022 676 854
3698 423 -590
4144 2257 -887
4007 8562 997
3904 5932 -824
5545 1342 972
2290 2928 -523
5909 953 -654
4268 6930 720
4180 7837 844
2613 5600 708
3094 665 792
6059 6547 -379
3504 6639 -756
7367 4751 -775
4187 5053 78
2086 4408 -598
4770 5149 432
4436 5451 -138
173 1753 -406
3041 5529 924
5534 6860 493
3725 7993 602
4996 2447 -440
5146 6687 -201
4157 6951 -156
6591 3973 373
1790 7923 331
8842 504 -599
7263 1041 -893
8849 763 -984
5794 299 139
7148 7224 325
4611 2234 -498
7017 6186 -257
8585 4458 -772
2001 2895 303
6374 773 -332
8121 6558 253
5979 2944 68
1771 5416 437
4317 3165 66
2737 5417 204
615 4987 -442
5740 7411 614
4597 5263 586
7514 7971 979
2315 3413 599
7791 7022 -802
8726 2060 -944
1389 6403 -237
269 144 981
1062 8928 878
7771 5874 501
8912 6732 728
7992 8440 -875
8145 3109 -775
4131 1934 236
6699 7612 868
2427 820 484
1731 1327 754
2342 3045 -217
8605 5777 333
7652 3493 996
1017 8155 660
930 8733 963
886 5001 911
821 4155 -415
3787 199 -40
8339 1891 267
3192 2686 -804
4175 7729 284
5942 1610 893
6050 5095 -305
7702 4790 -499
6080 8477 198
5469 8226 741
1351 6763 21
8354 3006 -590
4950 3706 -143
7452 513 473
2891 225 -33
5739 2871 -128
7847 4061 -600
8581 2634 -302
2340 8512 -445
138 5536 -565
6741 1837 -993
5256 4610 -694
8355 7386 -279
471 4701 822
8395 7680 941
7385 8693 687
6633 453 426
4937 8503 501
3473 4519 -197
3263 7009 -945
5591 1831 387
3910 5742 560
5275 6006 804
2542 1358 623
7296 1204 62
4014 4695 -409
7800 8005 880
2752 1238 -148
2297 3000 683
8262 3155 -774
2384 5537 -360
5468 1033 -895
7575 2269 -205
8582 3057 64
918 1810 -134
2536 8386 -110
1656 5877 -542
2054 492 986
6490 6282 846
3793 1817 -213
1415 1787 400
8208 3025 -583
2840 6594 766
4721 2907 -609
7518 603 653
1015 2637 -477
3998 6480 -957
998 2414 682
1915 971 52
5874 8928 -418
2449 2458 475
1039 959 -885
4797 3096 703
6413 6933 -503
6251 2438 -673
3697 3503 -630
2771 7118 -482
8467 2159 -822
8282 5306 -937
5347 6828 -339
1162 7074 -404
3752 4089 -449
4534 8549 -864
8042 724 146
8562 4231 830
8779 8359 448
7046 7479 363
987 6292 284
104 5040 17
5595 3376 875
1984 1031 -137
4150 7352 -327
4857 449 122
141 3741 51
6010 4707 -787
2475 3401 911
8197 4289 198
6283 7515 -341
762 6672 436
7894 5506 -212
7063 8422 361
3718 5268 -841
8801 6740 886
6380 2631 677
7051 4259 398
5278 3238 -559
1653 5078 -919
1094 3370 345
760 7259 575
4805 8281 -377
2655 8586 874
5950 2170 -256
4418 2534 441
4364 1534 936
1238 4777 -830
8477 305 -63
3017 7998 -395
1072 1742 -14
2878 1106 490
163 7932 723
839 585 -376
4991 8530 -975
5243 2590 389
1026 6973 460
8418 386 -793
6390 2289 -103
1726 1956 -924
3902 784 -959
1070 2959 -229
7603 5448 -666
4933 6680 167
1998 3356 155
1821 7432 764
7246 889 -527
4168 4058 -244
2117 6362 329
7898 6926 -894
8832 4277 -625
429 2029 -134
3450 8369 -441
1742 3882 719
7777 1557 176
5827 7472 -252
8122 5268 130
5926 3912 731
5071 599 880
1561 263 -706
1973 6651 400
2319 3776 -76
1040 3201 -313
1444 83 -783
6745 8382 -7
3771 171 -384
883 2702 -390
6842 8533 811
2786 2576 -614
5061 1352 -88
1702 7378 -761
5858 8834 173
1749 1183 486
8463 6263 291
3998 4894 779
1399 1146 499
7290 7819 -772
228 1223 845
1135 3998 798
1628 1665 -105
8203 1394 868
5694 6656 -213
3386 2070 979
2648 8663 847
7634 7361 -39
6681 1790 208
526 7156 -202
8140 6721 -110
8808 2179 -255
4560 1770 -112
4047 2626 -833
5394 6874 765
7271 7013 673
2242 6142 878
4382 1248 748
2896 4060 919
3204 6288 -938
6400 4276 567
7682 7986 385
6724 5152 382
1771 742 -84
2717 2305 356
2577 2451 -537
8901 8287 -695
2228 2098 -695
2654 4358 -911
4638 6800 -880
2623 180 -234
4888 1908 926
5829 198 521
6025 8642 538
8085 4823 31
2315 8017 64
1969 6454 -627
5291 7360 117
8912 3459 180
982 8529 -410
3768 8119 197
2348 1916 481
6848 5820 546
5409 3873 -330
4939 7384 -275
3706 6056 863
5825 667 260
1742 7832 -608
7421 336 -611
6129 2625 353
1922 2099 -557
4306 1085 681
8239 1417 7
4443 3187 154
1238 3859 -759
8581 1766 662
5888 2470 795
390 3433 411
7373 8917 -564
5273 1878 -266
3632 8470 563
7948 5753 881
527 6038 -591
4990 6420 616
4830 4781 940
1680 4824 287
2337 1356 192
4962 2510 335
3710 248 -915
5296 8645 407
6200 7836 670
3658 1296 -839
1198 2985 -864
4039 4415 416
7745 7915 -72
6659 626 471
315 6069 -553
4161 3738 561
8731 8190 766
2040 5706 886
1042 6089 -307
2076 2809 -844
4497 343 668
5504 1514 285
2123 348 -930
2084 8004 -40
6006 7256 296
2929 2864 625
4285 8353 393
947 5556 -765
3740 7163 159
8452 2638 -128
6780 4722 511
733 5692 -271
3515 7350 872
2384 2494 -820
57 5522 968
8094 2372 -607
8123 1645 -671
62 5799 -63
274 4325 17
604 2394 903
6194 4858 906
234 7395 -697
7576 6827 954
2748 1565 539
4899 7930 339
4211 960 -907
1144 6028 273
6715 7570 -418
4481 7482 386
349 8212 -869
455 908 808
7924 5153 2
2151 4783 -774
7999 228 -621
3215 7562 -858
8807 2828 -645
3874 1701 199
7494 8101 453
479 8686 -83
1493 3880 -526
1199 3086 -283
4281 2060 154
4287 1000 -965
3014 4666 604
617 5497 533
5063 8522 -315
8596 982 759
1282 6729 722
4297 3731 755
8733 5506 19
451 6533 -298
5669 4795 -809
6004 5131 44
49 1515 451
2976 7289 -54
1872 1546 -967
2112 4686 556
8415 6299 323
622 4263 -473
8376 2661 -39
439 132 -712
7785 4196 -409
5681 7091 847
686 560 -383
7833 5559 880
6509 8934 277
4334 1524 648
6186 6874 219
6788 907 722
4835 3110 876
379 2782 -23
7743 213 -471
1088 5507 719
3146 1067 1000
5314 4222 584
1380 1855 913
5295 1938 984
4591 8848 -473
4071 2388 520
8821 746 -40
840 6949 -257
656 7628 554
6139 3394 671
5995 3549 640
4738 2227 -815
348 8116 -269
550 318 -335
2177 4301 -916
2323 3232 -876
5372 5036 595
7132 4046 -126
5644 5346 -542
2652 4329 298
4414 2056 933
6936 5446 214
6397 7703 -481
6657 443 748
4242 409 -464
6180 3561 241
1564 5731 -246
1287 1657 556
2596 2790 45
4309 6174 663
7644 1481 226
5284 245 -611
1444 7553 -572
5452 4787 -765
3082 5550 -157
2483 3664 -86
8211 644 397
4844 4297 -268
7500 7845 349
770 8159 419
3002 7762 -437
1338 6696 527
3566 5578 -874
4284 8100 245
6475 3029 450
6742 4867 -793
4316 7964 -148
3162 6273 -96
383 6248 392
569 2046 812
8163 5446 698
379 8016 -645
3668 7196 -639
4482 3622 -374
2717 3654 529
3782 5619 632
8465 7858 562
7023 5615 -334
6022 8735 973
2558 476 -860
4791 2653 -722
2153 8646 364
4756 7792 -612
6607 4302 671
3241 6596 -739
124 8238 705
998 3606 -460
3120 5037 -30
3310 211 696
5839 3827 -399
2106 4980 -442
5529 7577 -795
6171 2616 -134
4492 7985 -819
1359 8363 -208
1594 4657 102
5701 7933 -274
4963 1279 952
5857 7118 -226
712 3441 -737
2347 7054 411
5593 3288 616
2852 3786 -204
8946 8320 -109
2602 2244 461
905 5338 354
8527 4874 945
8522 1106 181
8394 7046 148
6387 8778 746
448 4061 740
5787 2205 322
222 8631 59
4347 6876 -903
3041 2729 -483
3111 8487 -213
4629 4650 -472
5601 3473 -437
5369 6329 -839
3443 1672 806
3070 6459 -958
3090 2707 52
2687 6886 -524
6590 4983 -368
770 2799 711
2136 5489 330
7153 4704 808
1116 4688 684
1839 2720 376
8275 2399 910
7698 7683 674
7468 4653 -685
854 4997 -204
1619 2514 -371
8145 6214 -441
2783 2674 -879
276 7756 282
1978 8673 -179
753 6182 549
6884 4627 -755
7132 8360 374
3058 4242 -921
6455 8167 810
4206 2601 -958
7147 4467 91
940 370 845
4769 4304 -582
3691 8208 -523
5979 1137 -172
4078 44 -957
5085 656 190
4683 2858 -291
5779 8837 -635
5133 6774 -231
3739 8898 228
4255 2263 -124
10 6299 -143
984 4950 654
8520 3858 -653
7505 7305 -343
4261 1122 868
2975 8252 696
5131 8321 460
6508 6453 637
5808 6806 -371
8208 5280 -974
6454 1308 -525
7185 5127 -61
5221 2895 294
3042 4089 -704
3075 5057 212
7980 5050 631
6270 1034 128
7108 4922 -821
1752 1721 816
5862 1269 85
