17
829 967
648 45 -753
324 408 801
159 356 164
297 767 -164
677 132 819
379 533 468
419 643 -227
221 166 18
634 246 673
815 491 224
58 551 -380
465 723 142
766 677 -552
106 401 314
411 327 775
276 506 805
755 511 850
605 547 589
268 69 716
580 391 453
531 425 -457
140 552 -460
246 153 -468
785 781 -295
608 199 870
40 31 -854
795 594 -369
792 73 639
159 798 -540
738 409 -190
723 158 -659
575 364 -494
347 719 330
422 123 140
331 425 560
585 340 -444
782 623 -628
166 97 13
503 697 911
208 390 -50
564 6 650
783 2 804
410 259 -119
756 35 -941
375 109 924
605 331 -917
739 394 325
348 433 -822
478 639 281
14 684 -545
206 634 279
77 350 -617
636 520 -83
142 672 -227
299 517 579
666 745 -454
473 589 112
582 611 -319
699 603 -188
585 602 -110
488 740 -35
79 442 -516
465 360 895
678 10 175
69 567 -792
714 565 891
331 806 447
374 704 -739
72 828 -64
687 654 691
742 672 711
462 371 261
598 573 314
556 139 734
3 224 -945
200 809 174
558 272 956
272 654 -928
736 695 -809
366 604 -904
139 550 2
136 176 844
46 227 833
402 535 46
627 38 -197
410 68 -559
248 402 655
49 66 -396
751 286 313
623 593 745
695 415 384
674 514 96
700 493 205
821 662 -725
605 792 676
754 680 87
663 823 281
30 674 -886
805 642 904
294 165 45
315 531 -781
215 400 548
682 273 -427
592 609 565
500 134 223
470 87 -893
821 533 -619
290 231 -557
468 550 616
295 315 -411
824 231 -263
414 381 -370
213 538 -60
510 747 763
98 623 322
122 668 -576
263 573 -689
402 30 1
647 540 -445
517 225 -913
23 125 660
613 128 4
30 511 581
302 285 -645
436 126 -219
270 775 631
320 631 532
288 598 683
662 533 -730
203 430 -103
39 429 516
301 259 153
409 112 875
366 375 -223
667 127 -711
189 463 815
404 366 -368
738 181 -340
175 593 -501
672 650 648
689 285 537
684 742 895
272 649 -307
117 343 955
292 443 -332
7 269 264
483 742 -125
511 42 -913
131 16 -874
8 392 -614
670 24 -275
623 171 525
670 217 -907
209 191 -691
370 455 -323
100 169 502
742 373 342
30 635 -965
1 119 982
563 529 -769
89 207 212
188 11 404
476 210 487
560 318 -137
224 726 157
519 437 -615
763 613 -946
504 757 -824
179 816 -231
182 542 -903
105 576 42
101 46 -201
213 689 -557
395 310 -301
128 334 295
320 821 -763
449 491 591
767 599 95
395 268 -928
312 430 161
676 671 -944
60 606 99
349 696 -972
821 680 475
371 693 652
529 511 -642
764 680 -617
360 293 985
748 534 535
80 278 -836
684 692 -157
440 265 -781
169 707 -131
118 584 -152
138 418 214
88 229 568
272 467 771
213 418 9
802 408 724
442 237 -859
200 193 -732
665 704 -645
189 699 -701
794 699 347
200 310 368
625 414 -408
396 267 -680
256 149 -381
396 418 -85
266 600 -512
177 436 -964
125 608 -665
705 2 735
36 577 506
237 343 290
663 192 223
757 585 -5
204 613 907
322 324 910
462 456 -492
93 73 977
85 491 -410
691 304 873
430 761 -529
96 379 986
237 800 -632
762 740 473
381 801 -55
552 704 -358
742 634 -563
717 735 -944
563 671 -159
168 360 -840
230 271 -430
131 480 -560
258 343 783
138 773 -148
726 265 887
681 356 506
712 772 976
357 771 745
490 571 -636
409 24 984
234 155 89
579 720 -809
66 479 -290
195 355 -659
601 542 -160
179 406 303
434 779 841
90 454 171
399 688 -162
753 742 -599
567 438 -597
559 712 420
146 675 -310
535 536 -497
674 574 -268
39 204 482
345 700 -66
705 28 -351
603 789 469
479 201 222
161 63 175
729 173 -418
700 29 -262
718 435 -144
458 302 -75
242 269 907
92 747 235
525 552 625
335 122 555
696 784 -516
237 757 -490
621 215 -463
826 574 -653
718 433 -887
282 216 -108
626 329 -799
441 481 157
795 162 793
554 787 677
259 472 976
492 591 -639
136 50 935
45 325 274
335 390 -544
466 93 -260
776 47 875
578 658 -233
708 147 476
340 71 791
663 208 -941
263 825 -595
234 390 586
141 143 -379
702 364 -379
703 612 691
551 675 127
221 224 628
536 692 -62
514 88 655
315 1 950
465 413 -134
536 358 833
91 218 -407
716 393 8
69 192 623
223 829 365
284 487 163
153 286 -813
578 536 -333
337 582 929
304 780 -2
426 350 -763
753 568 -165
609 611 -516
280 483 246
138 21 -319
228 457 -19
667 760 454
507 490 -209
3 359 860
405 520 -95
223 419 704
280 777 667
312 553 -823
824 435 426
383 154 -77
189 101 957
440 348 -432
404 442 831
86 96 217
85 79 368
427 298 -985
741 766 203
156 710 -394
495 213 -475
602 347 -488
436 750 187
587 523 -584
612 73 156
821 494 575
120 93 498
483 253 215
554 760 -409
714 746 -797
245 79 360
199 798 835
300 150 386
24 623 -518
18 510 806
796 13 -176
403 707 -634
355 806 -221
455 466 -851
750 749 84
378 655 -746
516 147 697
754 519 469
197 178 -320
720 5 340
614 473 -341
564 626 34
605 33 171
662 486 -813
375 341 280
519 643 -65
87 539 -262
324 311 53
70 291 870
609 375 -850
495 17 -97
4 462 -201
7 583 -474
52 401 642
86 536 -420
247 363 247
469 695 220
75 191 -416
556 495 -424
417 533 60
268 614 -374
393 237 -170
613 37 595
279 508 704
568 721 398
672 444 -233
710 2 -147
222 128 -337
165 210 447
770 555 895
156 132 110
402 288 279
300 675 767
309 534 -513
368 746 -975
307 757 -625
55 557 929
288 647 955
3 478 826
366 155 144
517 372 -195
20 537 -359
136 585 -559
207 651 477
150 559 224
662 714 85
29 496 -602
512 348 -208
748 291 128
299 657 -346
31 160 -338
821 521 -46
473 376 -582
740 285 -825
265 746 139
456 474 362
765 108 955
506 625 725
655 600 -531
742 349 78
41 215 -317
462 815 -45
621 495 842
613 267 871
279 24 -226
16 730 -238
703 286 -681
767 121 -97
686 564 670
201 128 -341
648 160 424
565 22 -530
510 746 852
659 350 548
645 608 -537
92 613 243
782 760 -460
298 437 752
181 740 -939
578 79 -923
676 403 -774
695 743 154
575 11 -932
237 419 -817
58 675 783
169 549 -937
185 451 920
75 143 -512
251 462 490
259 627 -965
675 458 18
542 340 -390
773 791 393
73 643 945
127 616 280
637 274 -761
758 380 -153
280 215 129
359 396 -564
538 12 -290
315 540 277
700 427 -234
751 174 446
637 272 -427
80 441 -958
503 52 -495
572 312 675
606 399 -414
293 126 -643
659 623 129
95 511 -365
549 42 212
827 29 812
49 231 -737
372 570 -453
443 410 431
489 512 454
348 448 572
410 163 -335
584 117 -290
152 612 -371
704 257 -105
245 5 556
274 265 -595
53 728 44
813 740 474
325 367 -152
733 37 -628
432 357 652
754 444 294
729 243 -902
41 573 -735
158 551 712
386 319 -452
135 529 -784
422 710 786
487 597 455
44 499 431
197 161 -595
399 771 773
89 653 -437
459 473 -149
286 121 744
161 16 323
198 669 225
691 710 645
567 615 760
783 713 -637
210 267 592
6 201 -224
725 244 -848
416 782 -987
339 567 763
519 377 710
675 671 -748
785 427 229
735 664 927
821 250 -767
597 173 93
29 2 -338
694 818 669
340 410 -66
332 399 99
266 153 -943
684 749 902
380 469 533
425 240 249
625 323 798
525 58 609
40 491 678
694 666 869
801 674 -665
663 53 995
440 590 52
625 547 -441
121 560 -902
131 647 -904
118 41 614
191 775 227
19 36 -246
391 214 -416
441 353 505
702 516 794
66 227 71
779 593 741
826 255 -760
397 96 -672
752 557 496
290 102 -358
776 277 -933
482 4 -961
404 173 -219
463 728 839
162 601 705
289 18 -426
553 421 -656
735 210 -166
252 65 959
656 499 747
167 496 692
598 626 -360
428 143 948
660 597 941
752 534 -216
269 659 521
461 344 -865
224 302 642
304 82 279
512 536 675
160 633 211
481 750 874
783 500 294
56 334 -795
292 167 -426
189 301 -824
113 5 -828
75 98 -197
30 404 381
653 37 127
259 152 881
247 438 -285
109 379 -394
554 282 71
479 169 -383
448 256 -522
30 426 552
807 256 366
702 784 776
142 443 663
689 825 491
708 191 235
258 662 399
150 571 -307
625 662 -136
601 687 512
726 424 280
354 394 -945
770 83 690
346 17 64
549 472 675
164 639 -434
472 36 582
540 224 505
424 711 63
369 627 88
480 535 -272
277 27 -857
205 371 280
270 202 285
520 319 -70
377 159 -903
109 608 -665
780 408 108
147 59 -633
29 354 -189
304 788 426
282 27 386
822 710 867
244 758 -950
261 813 -697
597 47 -641
232 280 137
117 183 -607
49 506 869
291 459 -415
364 288 -67
271 396 -246
696 28 -223
605 4 -19
466 167 -140
224 511 981
383 444 -285
214 219 -747
813 400 316
101 354 -771
307 48 190
451 197 -330
596 250 805
779 691 974
394 791 212
248 419 -829
195 208 538
87 16 308
165 829 -623
683 527 -936
177 35 319
747 419 -617
176 813 -876
334 267 511
788 187 -336
168 182 -32
734 618 797
711 78 531
429 181 -632
462 232 660
48 296 -953
183 365 -241
829 733 630
796 437 -666
215 70 -769
84 483 778
506 322 0
40 223 -960
400 505 319
632 225 -892
85 604 511
130 680 55
347 816 -623
635 209 832
379 661 -792
674 558 245
68 323 -457
270 418 -153
803 436 -949
479 707 -568
828 594 -206
176 820 641
379 823 506
498 362 909
758 77 604
198 152 -41
488 42 -383
188 655 -583
494 52 -971
625 277 258
262 439 -887
95 547 621
590 469 789
416 491 804
334 325 274
21 793 -234
739 457 -658
128 148 933
8 119 370
704 809 401
139 13 187
113 568 733
665 240 -732
792 253 599
600 755 165
104 779 -364
460 799 -738
666 787 999
564 572 -842
549 548 -319
214 581 -792
434 114 -896
395 419 -613
777 141 836
50 355 -101
378 201 16
142 37 -257
2 825 575
585 774 204
290 109 74
700 81 743
767 678 -942
367 640 -566
452 397 772
125 744 242
506 755 235
485 489 -608
57 627 813
34 285 587
77 40 38
235 408 460
717 421 -189
800 802 -424
771 51 826
585 788 -812
435 783 -582
442 457 -992
418 602 -342
93 259 577
814 30 58
620 425 940
720 829 -734
30 297 764
579 35 611
354 71 -648
351 328 187
102 32 -33
253 703 -267
174 113 259
219 365 664
539 113 -881
937 830
549 610 -419
548 618 920
903 22 22
680 703 551
691 884 401
327 618 -295
623 572 666
225 818 801
837 161 997
296 645 115
190 168 373
305 835 392
72 104 865
905 270 -953
542 803 729
486 440 577
701 21 206
430 344 -425
411 6 -501
446 871 -549
233 894 -953
677 469 547
541 549 -935
759 429 952
93 765 -195
16 440 -722
462 692 -847
541 601 551
753 662 -311
30 224 909
537 611 -779
640 574 429
126 484 666
752 467 -777
423 800 671
590 348 967
865 592 203
450 828 953
839 414 669
835 166 -992
118 839 449
286 280 347
347 307 -805
149 361 -866
437 240 -228
114 519 -679
229 768 130
474 824 319
64 926 159
738 416 -137
881 461 974
788 202 735
232 1 -880
70 489 -66
892 896 87
887 300 -973
755 237 705
835 316 -676
136 897 -206
457 567 324
140 841 609
527 68 13
727 507 207
327 587 16
469 436 -251
590 681 227
113 16 86
348 690 -329
15 858 392
335 388 655
831 137 -7
748 596 -160
622 934 733
787 922 -945
137 536 -695
277 41 210
91 25 -998
169 870 -12
102 26 -93
593 134 -618
835 662 -800
549 175 -270
97 156 98
344 147 162
657 910 819
791 206 536
677 263 -857
667 407 245
527 437 -565
93 544 -555
850 923 -10
821 503 934
39 136 -56
111 672 -969
209 850 510
419 702 200
498 388 -604
1 818 33
541 854 358
183 191 -195
172 279 169
60 756 -983
742 407 564
774 74 -117
707 370 -377
717 901 325
505 29 654
920 659 -488
516 169 666
511 822 -490
863 34 948
619 812 -243
900 604 747
544 645 470
722 93 157
257 52 168
554 53 815
676 818 862
823 512 510
447 817 -90
132 206 -301
744 261 -958
103 630 -408
385 784 -758
371 134 -767
290 473 21
907 538 243
516 518 569
633 41 -495
619 659 -334
317 812 272
34 845 -499
64 360 346
165 677 610
156 919 -357
756 723 313
854 142 -733
886 518 288
513 139 -547
575 898 639
585 589 30
53 175 792
409 261 -909
936 67 -361
173 504 213
719 198 845
700 674 -944
716 277 604
681 3 68
305 612 -469
752 396 -385
854 307 -944
244 781 -962
254 576 -587
458 150 493
794 161 806
706 492 -714
106 285 -106
590 860 631
351 696 749
4 628 -752
113 835 302
693 792 914
363 349 210
937 130 -854
599 887 -899
196 246 -141
580 680 441
476 726 -502
339 909 -543
145 792 611
531 442 -235
623 465 504
342 89 875
716 513 44
394 457 633
875 114 660
934 409 782
491 26 -543
850 614 838
875 891 457
98 529 577
599 185 -123
594 154 -690
775 838 -721
50 791 -902
661 883 769
679 128 -85
514 593 212
12 466 -487
223 184 60
118 671 749
424 128 -540
264 779 943
53 37 -343
671 647 -256
7 250 -498
782 222 -92
611 455 -142
340 389 667
796 299 296
830 696 597
618 429 -900
19 425 480
144 865 966
35 47 -743
229 581 203
400 676 10
403 698 -639
919 693 602
879 272 -721
176 914 192
922 90 76
625 220 -696
588 67 91
810 103 739
123 865 100
769 221 637
443 56 -252
348 899 -571
405 317 507
547 279 629
347 760 903
644 12 553
545 448 406
429 468 -19
49 329 -460
555 675 -455
319 137 516
724 466 -165
624 607 -454
548 395 -947
383 492 974
360 773 -60
829 147 898
41 194 215
653 165 853
3 314 658
474 5 -649
258 880 -556
132 884 -249
833 307 -379
418 365 101
686 375 -255
333 508 -653
887 293 -884
566 199 -639
420 488 896
164 896 684
302 920 -740
517 474 -275
500 331 470
537 467 668
806 51 462
474 777 741
901 633 559
577 223 -790
899 706 -10
731 831 628
920 540 -13
413 574 -945
269 916 28
258 388 196
810 822 612
567 705 -263
688 377 110
109 933 784
281 334 -86
456 650 -160
405 918 -168
283 414 -878
154 161 -414
30 107 972
511 607 -854
148 774 887
2 132 -380
269 534 755
895 285 590
5 108 698
30 92 -184
223 434 442
363 937 183
134 605 617
892 448 434
773 477 -969
360 432 864
877 480 -24
815 896 -435
375 297 -111
574 168 -507
741 516 -383
452 248 452
405 731 422
294 357 298
452 226 -776
76 775 408
384 886 -521
917 340 967
148 414 -376
826 810 -349
908 891 -34
44 802 -113
76 281 959
70 695 -419
588 542 761
612 678 817
240 165 855
245 89 -769
131 500 157
889 304 657
273 184 202
690 884 -446
544 860 414
517 99 -681
708 729 -905
328 495 257
779 672 -491
646 890 -299
787 116 972
77 688 776
121 67 -703
739 673 107
126 524 270
189 655 -667
505 321 -496
927 431 -218
226 493 -785
265 40 -450
921 184 -799
28 5 641
255 445 295
460 221 526
916 742 205
656 458 429
420 904 968
198 669 -564
797 523 -869
65 451 -326
329 336 -522
794 28 -398
128 362 -399
682 828 -146
539 466 -828
791 664 581
679 586 606
40 531 783
511 655 683
441 492 177
171 928 433
536 845 138
909 444 -577
360 441 -182
292 506 394
556 623 -788
616 342 774
182 564 -43
850 817 -125
619 791 -877
296 728 491
659 162 331
248 18 667
556 52 129
468 120 -346
77 482 264
839 755 -762
767 826 -770
198 419 294
392 162 -590
420 633 -451
26 437 -220
115 298 527
435 513 -330
800 463 -655
565 2 458
281 207 -745
499 325 848
328 432 -587
877 540 410
627 457 -742
63 180 811
294 499 -598
67 832 -631
612 695 210
395 802 740
709 253 298
868 562 -652
220 526 197
443 501 169
114 212 65
77 242 735
663 268 591
157 423 346
721 80 -162
396 127 981
549 814 -478
303 314 -127
812 547 424
135 208 449
649 314 -308
178 544 -314
528 286 345
930 881 -88
75 885 134
527 174 -141
922 198 -945
199 475 -101
88 514 589
286 262 850
180 88 324
767 789 -942
387 574 -502
317 810 -106
927 192 477
306 165 -299
351 683 -77
522 2 -486
39 436 -893
821 620 692
889 74 -220
779 877 -445
644 788 503
137 74 -267
80 229 120
188 446 707
830 337 -318
96 741 767
823 295 -815
326 795 390
341 140 321
142 932 231
855 566 -765
369 216 -14
581 78 -225
791 411 107
249 790 -63
696 905 -480
903 839 -506
790 662 -631
903 724 506
49 123 926
637 232 644
229 416 513
289 672 660
478 408 362
242 223 -906
826 18 -88
872 722 -696
19 99 385
43 270 -767
316 673 698
56 226 913
191 759 -363
448 232 230
745 735 -69
770 496 803
767 8 -353
738 479 481
290 728 861
40 750 -734
625 795 -302
249 233 -590
507 303 183
555 2 -240
62 393 635
491 388 -540
144 230 -866
348 326 937
597 315 432
741 501 -616
779 380 -922
25 606 -304
185 90 103
159 818 -272
853 507 886
459 769 308
753 133 -118
15 700 982
708 75 -734
444 821 334
290 710 -161
445 80 835
254 401 -475
202 785 -630
829 902 -455
152 571 257
73 55 -875
788 869 -198
77 605 915
179 268 -180
449 198 -279
697 331 134
332 351 -742
758 247 287
419 473 -102
468 192 862
338 601 -833
118 852 653
101 58 235
266 452 975
831 866 -230
489 334 358
371 816 -898
389 810 -108
900 559 -137
780 581 -964
132 554 -794
827 211 880
106 303 -552
794 290 636
426 32 -279
751 479 480
128 549 710
35 562 986
415 673 -224
81 62 -560
488 798 381
793 823 -666
666 116 -16
494 251 -119
616 668 925
926 791 4
299 46 897
11 473 154
88 726 959
230 106 -105
270 857 288
329 498 -528
818 840 -17
871 191 9
738 520 530
122 155 -334
928 58 717
222 232 -470
256 307 -132
336 155 809
563 609 294
498 738 -315
663 149 98
748 797 995
882 610 -834
135 701 -265
432 667 537
807 918 -953
933 529 -287
920 932 -464
637 751 433
676 699 925
793 400 792
436 770 -412
890 829 -113
143 728 415
803 236 -381
655 381 -493
580 340 895
533 326 -649
881 407 -73
388 56 -351
202 726 646
901 403 -624
663 895 645
652 526 -902
929 931 793
783 366 -673
286 917 133
612 667 816
655 371 221
386 212 761
118 79 -13
70 95 481
927 161 527
396 47 -877
809 279 667
169 741 -902
110 203 -900
81 564 428
707 360 962
717 361 644
144 284 -531
154 108 -715
745 872 -157
289 23 -573
797 219 437
320 532 747
133 130 979
732 868 -910
616 879 228
87 864 221
935 254 -738
514 34 372
765 795 677
389 244 -890
109 828 476
79 903 115
273 69 -268
565 434 474
657 377 866
756 489 16
717 118 -676
114 385 -653
932 703 301
691 137 441
370 355 294
54 901 145
478 10 -864
898 556 580
288 624 342
743 929 -925
321 702 -746
474 517 -168
328 488 -193
570 458 701
460 886 13
395 600 295
810 247 399
591 312 225
837 673 478
574 355 -946
294 826 211
740 340 -388
66 14 375
852 363 -257
13 224 -632
608 122 -69
555 68 -665
84 640 -236
902 776 -129
137 607 -818
294 512 -726
294 318 -574
607 354 -784
272 629 949
916 168 -20
340 275 461
14 598 -48
189 697 893
81 259 8
245 661 -740
673 659 -77
869 158 936
931 176 366
643 524 -618
109 592 694
656 484 -72
107 652 607
748 611 100
294 362 -72
858 742 -380
488 608 -515
208 809 -301
349 841 -214
930 441 42
218 668 -768
911 656 482
680 643 -182
288 621 -949
783 489 -458
546 751 -103
736 729 608
34 36 -82
218 862 -510
31 747 766
607 2 30
118 337 -446
32 782 -287
917 839 -275
161 855 -613
530 499 -485
231 927 -977
431 30 38
343 590 717
332 818 -851
658 544 73
680 713 357
444 586 967
269 794 -675
170 29 250
724 621 -270
593 732 -167
770 625 -165
520 152 -247
169 463 199
530 172 798
277 553 -864
802 812 -108
412 620 -36
132 22 -354
266 703 574
202 875 788
685 603 -249
700 639 18
243 17 192
272 865 -746
197 404 -921
303 179 -154
202 421 -86
416 712 -880
669 715 -827
297 553 196
156 307 -388
887 528 -916
246 866 -679
377 516 -461
846 166 -7
382 514 -63
431 81 396
3 398 918
675 21 -633
1 426 -869
88 646 261
389 49 826
101 335 -622
130 36 -815
810 635 -157
51 916 310
642 794 436
346 386 86
700 462 -414
57 700 122
543 571 927
781 643 -869
376 816 920
306 670 -303
674 603 -239
147 904 763
784 263 -876
300 518 -840
741 692 -134
537 684 257
625 736 -623
449 108 -367
477 161 344
614 79 824
739 546 -303
255 429 732
252 744 88
794 718 -946
253 264 646
407 47 479
282 845 -956
180 843 -878
241 773 673
703 613 361
744 4 380
759 708 437
75 27 -116
736 752 469
632 706 280
55 876 624
64 777 446
709 152 507
585 909 775
733 263 -317
736 715 599
385 867 -434
395 236 890
33 190 -975
484 558 -987
149 372 -360
683 432 809
631 789 -808
823 794 -80
371 253 400
93 207 -99
503 391 -816
488 544 616
395 352 85
155 172 -252
877 159 -160
585 785 -149
869 213 -423
391 74 409
627 618 -504
817 429 428
602 45 -467
341 567 -948
119 103 -680
330 250 -93
367 877 24
448 637 2
118 558 -822
709 823 -321
836 12 -896
818 528 949
593 531 -696
631 646 -191
744 428 537
600 29 -766
107 565 712
641 303 441
279 292 32
482 566 40
425 359 -699
184 286 422
778 839 89
751 456 -555
508 569 352
935 500 -93
655 261 -488
96 401 -580
733 174 844
300 559 488
536 753 710
621 855 -879
439 647 -69
926 90 -530
654 124 -739
185 133 -215
46 170 59
770 563 -657
24 845 -826
572 153 447
227 483 115
73 476 237
298 22 -274
422 214 596
469 217 779
612 423 -23
286 487 -890
820 196 -906
353 194 127
343 155 -215
773 759 -748
800 586 654
479 738 -977
412 640 492
266 354 -122
821 317 -331
887 935 979
233 629 826
376 783 -410
886 848
857 92 524
320 771 -54
582 140 -958
856 656 556
181 17 -9
297 104 -642
417 829 -43
419 745 808
63 129 -362
747 538 -194
542 664 -829
666 622 422
680 661 -164
754 183 636
573 380 -574
162 195 -161
669 216 506
811 139 928
800 104 415
618 133 37
23 608 610
465 418 569
202 116 -810
297 402 815
250 874 -755
838 327 955
377 433 -209
26 743 684
570 791 -653
251 785 301
77 16 938
365 34 583
834 513 287
509 457 -902
471 412 242
521 419 83
560 515 646
836 509 -101
496 200 -530
169 565 -867
842 838 -960
650 735 -182
735 278 923
401 313 -588
58 531 -402
39 59 -5
178 113 928
263 65 679
780 539 -11
289 431 -855
360 215 -249
100 793 276
360 299 -409
196 311 -96
83 791 -158
625 401 -955
737 767 -293
298 292 7
696 312 -981
866 586 824
814 520 -288
23 314 -1000
83 785 741
305 33 993
60 512 132
319 106 -744
765 251 -559
288 362 -200
8 177 -880
361 2 87
693 734 -794
475 134 486
537 389 -557
89 244 -622
342 515 -353
796 264 959
146 693 594
882 106 -402
558 738 -117
556 43 -460
92 778 -837
359 31 -947
604 96 148
832 110 979
81 48 -630
14 698 786
817 279 626
315 741 -566
586 610 -388
437 700 593
689 15 -894
309 859 260
562 818 -305
344 469 321
653 418 -555
222 846 -756
218 881 -329
770 519 917
759 861 955
362 651 486
388 753 -710
384 524 352
155 509 -158
710 646 641
474 48 -879
857 395 668
105 541 -33
832 84 236
396 567 -330
423 563 -436
333 390 32
173 4 -875
825 599 -38
120 618 558
469 708 654
831 443 -389
314 326 832
183 632 25
570 226 625
182 717 232
679 686 62
469 730 -214
271 62 -702
281 558 771
4 683 152
864 568 440
359 108 859
220 394 -780
68 222 -685
866 665 105
123 836 570
116 488 782
288 186 -701
146 579 267
118 166 -434
164 361 -864
61 247 708
489 544 792
713 172 831
374 527 -804
16 700 268
256 788 975
822 635 -699
805 792 -588
107 860 265
121 653 -106
570 830 -102
342 760 351
564 852 -525
87 654 525
557 392 171
272 814 -347
88 357 497
877 270 540
833 321 -872
816 274 -392
85 314 -652
46 414 672
622 580 -457
743 637 -138
380 165 -883
348 446 610
178 271 -687
604 172 -382
388 662 312
685 549 -631
663 680 835
320 386 -233
268 497 -73
141 18 -9
390 43 98
790 822 -270
22 85 457
524 664 493
648 545 899
714 813 -515
602 440 -901
7 14 -295
192 716 -358
719 544 881
490 479 -572
336 581 607
865 874 -271
587 474 116
230 233 -417
793 569 605
524 371 25
450 189 -181
689 691 -435
155 669 939
570 867 139
212 881 -60
740 821 519
880 83 -439
500 230 -805
805 350 -195
879 417 -335
119 34 295
598 297 -190
526 566 630
243 146 -494
244 719 -831
802 364 -32
633 90 -417
489 131 364
567 21 13
481 470 184
495 517 671
612 194 767
700 467 -712
469 580 -353
664 485 848
204 5 -799
498 820 238
506 89 -117
30 284 236
266 428 -920
249 421 -998
385 273 399
279 92 925
185 164 404
119 786 151
256 631 -885
865 307 666
47 737 -324
214 97 -532
248 100 -201
372 87 921
141 29 -929
147 541 -690
866 770 -120
546 342 985
635 864 460
664 37 -410
849 315 588
774 776 16
784 435 -270
100 202 -558
436 73 -399
882 709 349
340 816 -435
38 344 -844
142 648 -955
209 775 -488
159 476 -486
372 53 -897
641 23 -994
696 264 27
159 868 -157
417 238 -167
813 548 -783
556 422 411
381 265 956
64 427 466
813 489 -807
137 836 -437
2 861 -536
137 113 -560
42 67 843
536 51 -220
639 183 -503
843 584 756
866 824 -826
706 30 -132
264 338 637
732 683 -750
315 120 366
159 413 786
178 259 765
335 51 324
374 386 943
794 158 -760
788 666 -257
634 862 378
864 681 91
366 849 -955
212 608 162
582 853 -389
630 391 -40
423 5 277
546 292 -807
687 572 -499
10 25 660
106 519 120
733 696 553
114 855 -45
169 78 622
858 326 502
99 307 54
326 23 961
89 410 -469
340 80 370
503 147 584
672 129 -292
315 390 -567
426 446 441
362 524 646
644 10 -792
880 860 394
33 576 -726
230 151 -997
738 476 575
394 496 -663
548 653 -590
705 612 687
709 25 -912
620 126 440
334 476 -435
541 499 828
531 34 215
261 735 612
3 679 -401
99 828 36
12 120 380
180 834 -472
627 671 298
105 582 328
68 552 -345
531 868 -7
766 695 777
206 638 -583
505 145 -632
38 767 835
647 473 -590
144 46 335
286 252 389
30 305 -44
42 261 -598
446 72 -318
714 812 -469
527 307 -420
799 744 -452
160 684 -812
716 93 -882
528 390 -927
751 633 881
116 538 850
818 765 -732
183 274 -857
168 6 811
445 715 719
30 622 525
422 698 -361
296 411 -690
390 547 -175
526 55 595
319 625 37
123 382 298
778 441 -195
155 171 386
848 437 218
55 707 -779
220 648 776
