921 813
706 738 -898
595 564 631
869 162 -676
27 448 896
657 572 -579
892 211 -94
72 12 -687
784 892 172
891 508 -974
304 66 132
431 333 403
837 612 -848
868 525 -56
612 369 803
616 62 -767
302 169 -183
324 6 89
277 538 675
398 681 935
489 657 -248
256 712 127
153 305 -620
873 216 89
30 91 -86
621 462 -105
216 350 -957
887 220 401
686 12 -553
247 835 466
368 840 -853
733 330 -289
603 356 -226
638 167 611
195 616 -554
594 230 856
146 439 -825
902 686 692
646 134 440
206 398 -358
484 410 357
232 195 489
769 862 486
132 92 519
183 660 79
909 822 500
2 47 -981
735 658 -468
251 364 421
41 163 -580
52 20 41
832 826 596
4 120 41
413 698 19
142 436 -775
76 217 903
744 501 -160
856 442 -175
426 329 673
284 244 -909
832 889 -859
528 61 502
233 87 490
369 778 -121
641 489 776
873 272 877
830 921 -692
112 334 469
905 605 15
463 892 649
80 404 410
591 848 -324
433 718 28
820 754 465
413 185 -708
113 445 -443
681 506 258
419 499 -256
329 709 -301
696 410 365
478 418 -298
793 890 -442
512 42 -997
37 372 -655
267 858 -102
716 212 -861
856 629 -785
104 442 341
898 893 993
732 295 -341
656 115 -493
552 77 -211
222 729 -626
589 909 -890
878 725 -36
667 562 930
716 619 -615
245 56 -381
662 778 687
837 535 -845
673 123 -992
237 232 -916
82 340 545
333 845 -594
864 286 35
462 329 103
443 136 736
682 106 684
18 624 552
42 225 933
732 655 -381
528 762 -235
726 687 628
714 271 -986
827 151 -727
479 12 -606
68 476 22
555 237 -520
412 111 -140
888 781 -607
95 63 553
476 319 -580
90 844 538
795 814 766
6 683 -724
183 668 -451
825 919 -153
904 435 -599
281 709 263
146 550 654
502 125 -590
798 509 -985
792 761 -976
819 256 -321
129 282 101
378 124 -647
750 261 120
737 3 -871
79 651 632
852 101 17
98 359 480
634 34 856
844 781 -318
460 716 152
904 115 716
389 212 638
242 229 496
297 434 150
207 716 720
464 349 66
907 728 404
238 220 -380
591 354 -257
286 385 405
189 714 565
383 919 -917
106 670 -132
554 813 179
809 631 159
183 777 773
889 764 -182
510 867 631
162 412 -356
561 213 1000
192 651 413
664 404 125
613 51 -858
574 105 -599
474 51 -939
639 816 -292
589 698 -364
25 269 554
240 291 -418
568 733 -829
602 560 739
279 861 43
720 739 -479
778 409 316
574 603 966
723 504 311
238 63 -120
63 285 -486
162 690 706
482 727 927
890 198 -425
788 747 -360
733 509 788
702 415 507
584 889 710
260 810 161
348 25 999
410 857 63
435 405 491
900 303 -247
38 742 6
132 176 168
462 283 -602
805 29 -726
242 283 -390
750 82 327
111 31 -730
726 259 -162
253 525 -615
590 36 -782
329 784 568
720 92 176
31 266 -931
921 82 248
892 71 -681
590 456 217
210 532 700
399 919 868
661 920 -433
306 294 -600
85 507 -979
920 296 623
446 526 553
316 627 446
497 171 -148
189 673 79
790 917 243
432 34 -180
817 72 -111
735 32 715
621 546 713
204 323 -887
697 779 -87
201 829 328
128 746 402
218 10 -833
360 742 798
637 750 -830
73 117 981
288 231 870
757 878 328
879 173 681
119 130 -309
119 184 840
604 675 -931
766 907 -494
432 192 920
300 723 776
454 6 -615
891 737 512
539 787 -884
477 862 572
462 576 -336
363 81 728
65 740 -189
557 838 600
829 439 345
597 76 -794
892 804 -204
455 468 265
237 12 253
491 357 -944
89 340 20
190 815 784
67 880 456
114 332 604
540 64 879
210 56 190
715 859 -536
861 508 -946
559 89 -792
480 739 555
804 303 917
249 740 320
606 47 897
192 281 -924
171 432 -15
668 790 -628
433 901 -418
186 457 895
582 737 780
566 71 -546
233 98 -126
41 545 -879
317 481 561
751 398 -7
130 78 -162
494 491 789
116 295 -343
761 874 -234
871 513 334
221 506 421
855 473 123
736 379 -727
542 474 980
420 254 -248
230 54 -973
413 870 871
468 277 -316
724 610 -818
786 734 -899
216 408 -82
785 735 -188
732 157 -722
48 700 -938
498 567 484
887 248 -278
80 544 993
681 107 -244
378 721 -156
208 791 57
289 206 -758
611 295 -282
295 123 -337
59 398 493
470 111 800
469 124 -214
666 161 513
770 618 335
900 860 -42
6 707 -242
649 550 -388
850 31 -773
326 506 -52
516 554 -869
119 81 -433
433 598 821
875 13 547
651 834 -515
712 594 959
38 454 -353
672 567 -241
126 281 674
551 290 -155
470 532 939
67 395 546
885 898 -307
613 223 -606
687 504 0
259 830 897
677 135 539
19 836 230
770 693 -509
107 233 -792
392 485 -958
44 484 805
916 890 -675
746 520 -214
216 526 547
5 141 714
684 921 258
22 311 -386
754 437 -864
904 412 268
33 827 387
154 696 -633
613 443 698
106 777 -571
260 20 -590
700 578 534
64 921 -167
894 590 475
90 149 -483
171 280 -887
615 631 938
401 215 -891
509 885 -704
371 221 796
456 753 -12
60 167 -442
800 526 -332
686 92 -333
141 120 -594
909 815 -400
361 315 593
378 97 -766
309 284 -151
808 890 972
371 806 703
237 700 -509
195 733 -77
99 749 765
593 482 -436
13 547 912
456 152 997
652 206 257
609 551 364
2 552 641
101 593 653
97 522 735
34 704 122
161 856 -996
702 293 -699
266 778 721
705 263 -188
148 176 238
553 316 -990
244 836 -178
26 492 -328
480 781 972
597 844 -75
275 694 -293
388 844 -781
491 88 -295
600 539 -727
601 666 -349
153 860 -971
120 685 -171
802 90 -375
135 304 -255
397 790 -947
578 899 -432
719 444 811
129 754 -711
416 907 -614
732 387 -927
840 428 925
778 831 818
703 99 -59
377 683 336
230 833 -967
461 762 -778
773 791 323
545 203 780
461 811 -580
316 54 -13
753 121 -463
21 851 724
25 127 37
93 278 793
345 317 -697
474 586 -803
663 153 -863
109 724 -209
707 780 -192
371 11 -772
90 248 -175
359 337 520
397 869 -701
84 620 233
346 693 804
544 482 365
354 44 -849
119 780 -909
1 12 -84
859 639 -819
510 718 596
545 414 114
125 235 -312
540 427 993
233 53 706
490 691 455
743 631 159
753 115 807
706 549 357
555 702 -75
713 687 -876
696 543 -971
360 265 -408
208 321 -321
897 182 -592
462 107 601
427 488 -502
91 649 -463
485 610 508
474 333 -143
108 854 -706
347 721 882
364 763 126
525 255 -818
396 830 -864
830 268 305
293 552 -817
427 137 -217
811 832 -303
363 903 -237
252 136 -609
842 756 -32
109 840 117
203 511 494
700 891 559
881 244 155
297 50 803
445 618 117
158 858 490
864 688 -223
235 637 -207
782 120 560
736 162 167
315 360 -68
30 568 35
458 813 -543
372 601 232
190 904 -907
875 487 -386
225 84 111
917 87 -250
409 245 754
105 292 -214
41 385 -30
31 58 -476
154 878 511
455 863 -953
613 868 -881
441 399 821
899 168 890
812 173 663
719 159 -596
177 815 304
347 583 389
330 579 -420
699 721 979
479 4 -711
287 706 -603
217 909 711
317 454 -514
687 856 356
577 632 -607
228 704 558
151 194 -358
734 533 769
147 71 84
207 573 -351
818 345 -524
318 389 257
919 809 198
707 523 234
150 115 345
139 781 142
343 533 149
484 618 -998
627 661 -915
333 884 -353
476 292 -695
167 879 314
921 90 846
254 192 -103
804 138 564
675 426 281
206 764 -466
519 906 144
695 225 -791
220 667 977
384 918 648
807 471 -987
472 885 560
799 611 797
211 610 -579
665 706 -74
458 907 -239
412 83 194
404 130 -884
829 89 -492
376 515 282
323 494 -616
510 684 -316
522 772 -817
741 647 126
727 241 897
828 640 -283
205 142 38
148 231 966
556 879 393
110 399 528
471 335 178
213 903 222
354 15 -968
464 344 162
691 857 -372
837 348 424
197 341 561
700 68 -42
863 235 -592
542 891 -692
97 191 936
343 897 -318
578 514 491
867 697 336
918 468 -909
23 44 741
630 70 -72
298 866 373
476 278 621
369 25 -630
329 453 331
878 707 -843
350 620 -245
345 78 -183
684 509 82
316 678 679
603 440 -331
509 583 52
540 625 -705
199 157 233
504 381 260
466 864 722
814 663 -78
37 869 -756
396 912 127
500 447 343
23 394 -319
450 349 126
488 342 218
846 577 52
