883 2853
649 515 936
218 329 421
823 433 416
802 186 556
598 124 162
364 423 116
210 298 178
865 99 296
243 60 698
747 591 328
659 715 765
725 117 346
402 624 861
290 429 709
370 459 778
321 807 446
420 771 154
273 436 408
752 616 407
870 794 894
660 563 56
466 644 476
329 583 527
451 19 459
428 185 743
375 213 902
37 682 436
655 643 33
125 769 743
814 474 316
655 194 804
406 488 184
586 611 691
413 107 367
541 203 834
300 539 791
768 121 824
810 440 781
562 509 231
165 398 299
714 227 114
239 648 632
271 836 743
869 634 345
126 612 163
118 760 682
592 330 131
563 823 521
44 69 932
716 455 739
146 867 371
318 120 228
132 779 519
225 415 870
240 124 79
267 53 35
772 849 780
430 841 469
340 32 341
711 254 516
523 218 205
748 850 971
608 477 489
106 116 469
724 179 660
852 763 871
388 405 295
722 137 520
561 315 531
207 498 696
620 296 147
358 353 652
145 44 379
653 824 770
441 424 840
408 614 338
844 329 647
854 304 900
518 162 354
647 726 464
564 26 556
236 299 254
868 818 72
629 414 401
133 555 18
570 122 625
159 35 20
518 466 799
701 235 414
14 534 586
10 507 568
34 208 337
546 315 279
607 296 84
816 882 822
774 770 314
669 547 43
54 392 879
529 185 882
666 628 222
92 177 704
682 665 677
293 394 933
880 372 827
753 477 898
179 190 971
495 144 144
125 142 21
220 852 574
412 564 215
562 287 270
22 259 845
335 859 430
841 148 876
422 244 876
636 56 284
567 687 277
352 517 342
770 685 501
211 324 524
397 90 991
839 658 999
316 7 943
378 557 54
425 503 250
778 159 551
808 252 319
755 634 471
137 643 941
470 368 611
876 726 854
319 820 694
394 709 991
546 568 757
865 668 697
473 200 415
335 100 99
223 745 59
496 830 683
280 301 80
159 11 718
151 634 133
59 256 494
797 879 148
266 236 681
85 246 919
696 669 144
763 406 559
148 495 103
841 246 625
696 285 821
308 652 329
616 317 448
536 313 273
636 334 558
688 784 929
721 205 503
309 24 679
349 1 477
97 346 983
521 491 269
872 479 703
664 316 22
613 226 515
48 381 321
392 795 211
86 415 926
791 540 383
555 800 389
201 224 230
110 768 582
679 277 598
223 797 367
27 773 240
799 410 853
206 772 779
84 715 982
777 675 372
871 21 929
834 362 158
574 425 721
666 641 964
187 343 423
236 414 301
398 594 684
326 213 997
294 381 912
692 792 851
163 452 591
829 834 226
852 50 368
44 559 48
629 344 273
775 729 350
690 824 977
774 758 92
150 5 908
490 63 413
340 483 869
292 556 998
63 202 336
865 487 426
67 387 73
130 653 132
22 159 82
859 223 702
699 140 980
538 457 16
847 677 307
236 735 376
855 630 337
414 653 136
225 416 142
15 710 107
274 720 141
870 281 53
222 481 1
337 196 884
534 858 855
369 600 479
193 77 264
40 322 840
290 69 378
837 532 951
811 333 493
51 2 431
2 848 367
314 491 738
881 171 970
527 571 641
271 110 722
494 445 440
269 418 30
143 838 370
279 599 574
541 362 113
804 402 638
590 656 256
383 128 418
385 145 267
123 684 38
595 286 542
708 65 963
820 816 86
199 171 191
480 772 260
171 745 370
695 796 704
347 197 175
796 150 85
507 404 189
78 497 872
638 665 34
226 691 56
118 575 744
449 634 803
232 84 256
645 540 727
247 447 666
340 441 518
872 410 759
95 760 312
562 654 963
668 818 286
549 147 313
487 597 600
847 783 448
801 216 631
265 605 574
737 657 106
514 82 582
375 301 651
692 51 84
514 206 635
412 464 388
563 510 968
872 806 753
74 665 373
307 664 593
102 578 791
264 137 982
665 699 68
249 640 90
243 369 780
58 844 477
320 780 606
486 205 527
236 174 121
855 565 412
105 165 472
634 564 191
55 137 703
35 733 183
725 878 489
81 592 549
56 409 389
298 242 936
718 808 375
743 514 826
126 471 613
615 550 395
565 639 735
654 342 499
60 810 772
492 245 774
790 574 367
848 70 283
110 76 354
299 91 967
236 419 606
567 681 705
193 665 769
628 619 348
93 292 394
320 588 415
157 93 648
500 734 15
294 806 227
867 414 154
734 783 823
398 261 735
361 183 260
237 615 692
815 92 873
775 290 211
390 441 368
536 463 455
772 239 269
813 400 107
86 516 388
614 407 241
116 188 259
181 217 959
818 592 183
574 34 29
10 422 399
289 329 655
277 826 665
127 488 879
660 242 419
730 274 846
223 610 258
209 811 548
45 271 438
357 790 606
783 813 86
817 851 561
281 635 559
479 834 269
848 458 881
531 325 258
82 704 155
756 25 968
159 251 180
719 538 174
97 103 168
406 847 268
161 471 260
690 243 260
387 43 343
631 702 270
98 217 238
678 257 53
348 1 305
163 381 159
242 298 600
35 268 741
249 423 755
387 819 884
816 249 364
402 400 439
507 60 10
213 220 114
145 480 303
754 714 769
509 290 802
829 699 800
106 433 670
487 23 678
636 121 660
259 147 913
136 133 106
103 856 148
96 549 897
816 719 583
64 360 644
135 422 792
744 561 892
84 412 733
716 464 280
377 187 458
80 735 139
334 181 486
818 687 983
772 397 244
2 97 308
529 380 631
409 246 656
4 220 230
688 334 506
242 607 189
130 778 253
137 463 142
207 625 592
698 660 341
859 459 602
253 188 878
33 785 56
125 441 456
592 345 308
6 678 75
756 801 803
658 489 338
334 645 15
117 342 474
319 271 856
76 141 31
391 97 381
371 7 177
703 384 195
128 271 572
766 870 219
79 764 110
120 8 74
573 142 484
489 30 631
203 169 70
805 398 318
147 60 801
697 282 828
71 370 258
424 801 225
865 535 531
871 433 916
710 317 194
591 763 582
617 814 843
204 362 923
822 2 654
819 654 438
353 390 113
679 37 124
350 358 721
268 79 331
25 649 252
618 162 453
431 298 515
658 555 560
843 150 277
127 861 110
152 616 871
197 871 856
149 430 518
331 129 366
328 739 376
856 54 166
227 693 151
428 513 511
507 688 912
834 807 48
276 452 804
36 571 519
810 381 399
201 177 665
37 619 852
690 713 758
127 863 642
423 783 808
127 813 59
864 620 900
333 591 637
439 706 295
673 28 224
7 245 250
521 751 43
54 457 5
702 680 7
269 8 85
84 710 127
81 134 547
162 249 141
21 222 362
757 844 67
304 549 882
150 581 200
769 535 451
817 803 148
828 32 781
300 717 580
865 695 933
21 132 358
58 540 427
402 824 44
98 782 613
26 406 523
469 880 412
10 4 553
406 149 188
288 388 812
509 711 146
610 825 358
781 33 254
652 114 599
538 619 388
155 488 630
201 849 232
798 354 444
240 36 674
808 430 922
754 642 110
368 589 727
805 559 858
102 251 868
640 659 257
577 95 570
23 59 437
130 696 834
456 482 852
25 85 455
748 576 47
269 385 342
855 350 725
194 793 200
70 76 920
99 301 705
839 340 441
211 860 660
712 16 845
674 455 492
106 701 451
813 304 270
303 103 566
60 413 190
192 95 815
852 26 978
214 843 349
185 744 366
333 619 656
64 444 897
431 510 531
350 877 976
538 335 20
699 96 770
18 5 347
272 513 908
379 776 461
97 469 41
413 658 685
699 80 386
364 208 166
622 330 771
513 441 490
444 578 996
601 678 699
400 389 921
68 189 411
655 638 565
204 140 123
566 505 639
209 74 599
670 22 413
110 518 751
252 731 894
109 871 737
656 586 66
645 532 459
114 578 940
111 420 869
383 782 258
293 733 413
157 419 562
705 276 9
39 720 381
425 879 161
43 561 585
31 600 830
853 823 390
315 345 536
683 636 138
337 837 142
309 833 637
872 48 694
816 219 329
278 706 478
735 403 290
268 676 66
210 391 320
5 673 369
23 556 457
212 513 484
336 796 869
736 421 362
184 99 504
453 135 670
696 832 84
784 283 527
641 587 347
295 34 508
777 854 746
214 142 752
204 103 891
460 829 610
563 196 323
509 500 815
614 804 990
9 274 378
156 525 630
829 120 36
555 143 525
122 126 785
85 136 556
798 633 41
771 688 922
697 564 615
400 177 90
656 28 643
873 108 233
454 738 857
87 114 237
624 499 171
803 81 953
3 165 504
797 322 174
222 210 710
474 146 326
344 480 366
130 250 37
418 180 733
480 502 111
602 623 6
798 677 933
41 856 779
236 715 302
631 209 663
854 538 82
588 371 308
391 276 175
107 651 879
746 694 843
749 814 947
847 734 114
765 808 486
658 112 835
761 496 878
147 798 717
113 575 507
476 330 17
30 815 817
538 748 16
335 28 742
376 407 231
285 299 587
117 580 948
363 196 92
702 382 389
533 570 633
792 731 912
568 342 404
534 804 560
110 491 970
380 520 634
323 443 238
69 358 763
845 735 115
536 548 747
656 151 280
295 546 342
791 790 449
877 339 281
177 375 258
591 402 37
311 340 471
272 796 334
60 29 672
395 75 982
809 490 795
663 676 448
518 654 12
131 244 950
671 22 144
794 432 251
110 879 425
306 168 422
343 860 118
777 180 382
329 332 25
43 481 852
695 31 587
689 198 20
759 183 902
552 862 593
467 758 591
351 32 277
403 535 154
773 827 383
348 793 950
739 227 310
746 260 786
307 362 699
625 695 212
330 660 620
788 672 766
529 841 106
689 472 363
813 483 859
824 462 674
530 400 789
356 758 590
856 573 8
169 486 246
665 663 276
219 280 987
82 591 29
852 227 422
507 721 409
612 442 885
503 807 442
733 53 932
299 498 641
613 42 140
293 111 400
577 859 75
590 385 46
815 93 524
324 203 808
60 41 269
393 57 222
33 67 489
41 359 398
498 397 934
310 718 417
474 32 896
117 590 836
200 600 893
828 31 515
816 103 502
849 22 666
708 290 920
679 135 930
525 5 891
375 164 456
701 107 372
135 737 186
407 476 141
667 536 946
164 742 737
311 622 279
577 491 485
535 262 763
263 301 619
849 463 801
131 16 503
247 315 827
479 254 185
776 291 280
457 593 128
82 50 179
492 238 887
827 580 177
791 878 448
83 293 282
57 345 937
850 470 560
816 812 706
564 683 789
15 452 41
756 881 404
412 425 161
647 209 914
610 741 197
432 730 7
441 505 169
826 241 884
125 269 939
870 723 406
467 287 574
105 506 121
507 834 981
776 52 319
244 235 381
264 843 85
445 795 525
500 198 35
881 683 931
163 811 826
36 424 484
88 778 301
433 748 170
400 277 917
632 709 654
651 824 335
226 846 120
410 618 885
691 591 728
308 714 60
521 712 158
517 797 96
258 866 494
327 862 826
57 790 530
83 47 934
150 400 992
554 307 707
521 510 793
526 554 459
748 617 206
145 710 244
664 266 612
877 391 453
817 125 96
206 15 557
109 333 510
841 81 885
26 233 610
781 747 564
47 552 32
152 453 341
162 882 878
655 508 938
754 132 99
862 46 364
393 95 847
302 96 106
539 431 263
661 81 818
120 676 125
462 244 345
811 364 837
410 172 225
138 554 676
460 473 440
870 532 167
873 511 266
877 71 668
612 783 99
136 322 726
813 235 511
859 516 388
41 738 43
741 494 465
439 200 216
633 571 785
457 573 377
831 408 359
843 321 341
132 824 178
780 411 726
493 676 285
442 64 116
665 165 237
68 522 299
560 510 941
126 782 542
317 695 5
47 56 437
287 424 235
612 247 391
20 331 29
363 602 227
62 632 49
587 760 399
363 163 740
881 576 849
801 600 341
666 756 111
97 137 884
608 668 368
526 86 162
209 321 710
543 546 996
695 777 234
107 883 73
567 692 534
576 383 537
447 848 505
6 488 581
44 263 419
91 243 190
374 34 203
111 624 855
357 121 663
777 831 3
560 785 602
51 332 485
829 391 615
464 324 493
629 820 629
512 858 388
307 18 802
716 778 433
482 80 552
644 857 990
335 375 52
106 639 577
569 82 954
23 475 758
419 112 779
585 299 618
681 70 393
32 754 704
482 123 707
354 461 956
154 462 15
210 878 912
738 719 667
439 90 663
602 9 780
771 117 148
572 258 771
432 484 254
184 599 970
693 246 529
141 695 353
384 643 503
525 77 956
852 232 478
546 484 371
26 36 137
571 483 854
837 708 394
794 635 942
823 811 268
694 573 502
103 143 100
470 810 84
515 803 374
622 287 319
459 58 605
162 121 731
225 594 472
216 857 157
465 191 424
852 781 650
655 855 168
11 657 343
105 718 693
244 370 953
92 6 563
694 520 926
716 14 551
343 87 45
41 324 708
106 235 715
166 498 130
13 486 153
644 70 393
447 837 155
193 201 764
462 460 285
442 491 356
741 6 111
744 123 572
35 411 388
196 747 133
746 406 99
372 543 891
619 863 280
835 456 115
493 634 387
783 593 464
637 645 536
385 36 707
19 610 53
524 462 93
74 11 181
700 39 395
132 459 504
801 757 32
310 571 36
738 52 370
555 309 434
118 297 823
729 110 947
792 114 123
878 279 926
705 756 735
705 766 571
730 586 128
199 388 58
440 344 654
422 103 297
193 588 207
86 160 542
744 290 639
837 747 262
701 722 872
678 96 835
649 118 475
614 124 414
663 329 995
573 38 500
333 294 292
727 565 541
244 616 315
5 617 218
624 130 108
842 543 644
813 447 476
621 639 200
541 126 213
735 842 141
856 645 527
568 594 360
504 283 740
128 593 71
664 650 283
657 102 469
789 210 264
809 752 443
560 249 888
593 668 265
330 739 516
594 545 651
708 665 349
825 618 320
316 397 671
633 871 597
380 410 120
211 684 709
630 676 739
723 6 634
268 568 332
645 199 649
494 305 626
454 216 938
309 163 577
762 205 19
805 164 414
459 124 821
295 341 664
527 358 751
464 238 942
651 467 553
679 317 931
68 79 556
259 603 753
38 404 267
149 730 321
211 882 496
26 814 491
114 631 86
859 663 2
433 156 883
613 642 756
645 754 970
119 614 38
521 29 930
157 801 555
574 862 137
436 643 319
390 602 568
297 825 791
792 838 422
481 505 532
85 721 27
314 24 920
275 8 27
6 597 356
66 444 168
675 267 932
323 874 590
362 565 649
336 412 307
833 40 485
786 371 847
245 46 690
118 239 117
525 376 381
776 863 74
481 583 848
286 363 414
776 338 441
757 821 83
697 165 507
508 802 440
785 567 264
19 541 225
681 756 491
710 465 952
124 591 679
281 725 966
368 565 38
189 2 426
772 529 687
96 257 522
27 855 58
526 550 573
363 441 156
157 198 722
220 75 285
436 581 585
875 134 297
283 249 398
535 142 863
757 232 916
494 408 830
51 511 904
449 383 571
379 12 291
269 877 792
156 15 674
13 557 784
788 54 268
817 812 290
680 727 651
693 271 32
558 487 1000
777 467 860
434 730 338
624 714 793
278 534 356
729 502 539
207 679 677
60 608 821
92 723 65
792 368 194
278 526 241
541 97 109
443 603 710
360 196 338
658 250 609
607 524 479
348 283 744
709 602 499
706 164 128
436 546 393
775 804 420
178 381 634
282 771 930
314 814 101
289 528 282
819 833 613
217 597 362
430 813 88
835 578 86
269 52 132
156 269 956
376 304 859
808 671 919
368 437 231
238 297 764
85 814 869
860 157 971
439 857 563
301 314 458
632 528 659
399 415 312
784 279 808
589 627 438
632 247 852
73 390 589
219 698 172
95 652 788
880 454 614
830 212 247
82 264 518
140 670 416
315 120 777
852 774 646
394 481 954
396 803 424
817 512 296
410 432 796
816 693 694
815 237 820
402 28 782
178 788 815
687 72 177
241 871 496
864 134 825
172 190 553
91 651 318
268 124 667
663 441 211
454 294 519
852 853 12
461 768 340
101 170 125
406 346 905
842 397 273
491 680 553
785 846 532
849 693 202
155 782 682
720 468 456
603 826 40
461 871 959
254 217 81
208 11 155
30 747 989
751 330 370
680 608 845
142 9 769
509 314 662
585 674 92
773 253 330
539 803 737
385 738 254
199 842 670
185 863 683
708 716 69
427 197 859
548 152 334
733 658 352
166 288 330
476 105 526
625 559 555
561 782 123
361 747 874
421 844 14
686 321 412
219 57 428
830 60 849
864 190 893
410 679 342
215 127 796
324 33 336
320 214 614
672 282 451
714 664 772
650 89 651
35 240 646
799 449 732
762 746 333
867 877 294
629 348 718
458 764 354
692 518 180
613 794 623
647 1 897
18 89 528
362 107 468
760 291 349
478 447 315
535 232 889
524 491 81
720 265 293
503 641 392
565 269 883
625 46 773
4 723 334
561 103 214
777 6 769
40 456 574
68 442 333
24 158 353
374 109 783
667 710 324
675 653 783
589 716 313
781 286 300
627 15 965
343 823 498
181 24 154
165 570 805
481 659 338
357 264 269
45 763 283
694 695 506
588 772 53
549 635 364
560 326 675
30 34 355
694 747 736
765 571 608
175 834 807
849 69 246
388 204 912
260 461 980
168 109 454
702 249 187
672 545 160
480 85 433
110 808 859
481 361 904
341 362 834
766 630 329
848 303 238
533 736 566
859 66 26
620 14 147
35 721 888
663 310 47
303 521 487
571 57 693
563 778 841
95 614 388
482 12 866
35 520 348
51 370 5
388 543 808
499 569 817
652 539 891
459 483 35
700 593 297
833 502 880
536 635 747
883 430 485
159 114 975
280 72 667
655 496 77
566 612 623
400 403 550
743 16 950
410 319 92
662 606 584
868 847 424
213 815 464
652 787 804
186 419 837
741 823 423
229 414 488
76 378 85
39 807 926
331 879 825
433 136 595
174 399 691
402 53 103
603 707 786
322 341 488
674 252 168
637 155 39
249 727 414
262 516 643
153 775 167
158 20 841
54 704 906
155 574 766
580 637 144
474 478 339
753 465 594
842 598 781
627 567 571
229 599 784
400 53 241
701 556 918
336 767 557
45 464 642
43 826 586
141 97 546
125 398 301
259 512 852
116 130 727
122 353 697
540 7 399
537 145 973
329 202 654
137 201 150
862 53 27
781 702 985
839 222 773
184 832 411
100 294 363
106 89 70
666 633 712
450 121 155
27 400 387
730 689 577
743 105 185
367 513 364
443 108 260
259 139 946
518 668 807
635 705 530
74 150 251
249 626 625
247 472 908
737 454 867
124 380 489
214 838 297
540 362 196
270 488 467
294 725 465
461 88 701
561 627 635
881 554 515
870 346 391
678 132 114
814 134 819
347 307 689
157 876 372
397 588 511
569 127 191
766 5 179
8 616 133
678 411 393
837 627 212
625 204 202
593 228 148
727 748 438
461 883 70
820 282 921
129 249 331
581 494 233
270 71 460
10 107 99
256 100 573
484 43 698
308 153 647
351 531 697
61 364 331
819 438 695
427 14 878
32 294 249
574 613 413
830 522 880
834 129 2
536 4 651
316 98 928
777 168 115
841 353 998
627 837 294
606 220 34
792 858 644
691 17 859
591 54 511
810 56 902
813 254 295
513 297 877
784 614 382
320 715 316
392 530 905
245 391 736
454 81 494
690 755 233
482 821 91
282 116 882
575 475 189
120 286 186
341 756 460
88 543 847
684 78 907
864 419 827
183 826 699
316 113 686
50 309 867
51 505 171
453 538 422
225 199 909
304 531 734
263 82 684
513 128 19
185 228 929
313 153 632
122 317 384
488 686 944
516 690 161
739 5 821
581 590 722
431 183 50
363 99 767
127 304 720
773 192 221
428 821 356
719 44 427
118 372 39
150 784 34
466 123 132
17 668 442
702 348 103
323 58 267
174 597 750
74 461 380
183 196 117
804 813 364
272 153 683
745 96 866
666 17 337
70 265 364
271 260 849
659 646 231
406 3 261
711 677 819
849 449 633
808 874 174
488 706 738
876 712 818
542 336 14
281 618 117
639 247 380
613 345 591
309 570 5
519 477 367
162 883 536
800 539 201
312 728 338
448 777 124
682 442 161
673 378 288
2 723 62
475 26 190
173 110 787
861 199 408
698 743 566
310 77 797
19 438 906
591 23 162
815 750 586
347 803 605
124 743 159
270 52 601
154 259 7
318 90 118
550 409 10
320 633 395
256 130 277
727 501 836
216 678 175
70 631 718
661 793 964
867 408 413
365 152 869
489 17 752
314 522 707
673 278 401
152 349 754
521 125 712
438 663 192
650 649 344
109 878 19
803 679 789
220 853 474
312 70 757
854 272 574
366 749 845
425 701 65
250 197 33
426 324 11
717 398 513
134 188 192
564 36 653
772 747 158
525 750 135
94 172 88
858 644 487
135 478 288
684 73 211
367 751 696
605 565 657
774 119 787
357 448 283
78 264 77
385 623 152
536 74 739
570 603 637
157 325 902
579 223 855
432 404 443
826 159 756
572 773 18
691 808 921
105 511 340
95 273 913
423 332 445
700 648 596
313 815 613
434 137 261
703 645 406
2 166 607
374 853 593
330 361 921
450 697 353
610 422 736
60 241 944
732 580 796
202 276 695
573 877 168
798 604 109
201 586 911
303 11 990
682 873 436
77 261 767
305 243 364
390 848 171
347 777 742
351 822 60
587 186 727
679 808 984
548 464 441
413 2 311
718 12 460
548 288 60
4 717 94
106 406 829
254 443 172
720 57 762
361 1 672
157 347 460
231 664 649
97 233 773
113 418 643
818 49 327
136 752 936
397 114 105
78 730 868
525 645 865
647 787 753
622 31 5
792 644 879
780 578 642
710 118 354
649 645 155
180 84 915
599 366 219
43 595 49
781 277 518
607 650 700
670 754 750
426 427 308
5 455 720
116 148 765
513 570 761
219 419 44
553 491 587
552 444 705
590 877 584
371 13 681
812 568 335
815 285 532
482 264 767
563 858 353
751 813 334
22 386 999
482 401 699
210 402 23
752 2 618
326 370 570
522 367 812
554 735 991
122 55 73
867 700 843
360 48 787
406 232 706
739 772 66
41 682 419
842 576 21
46 837 648
156 339 934
300 258 978
707 683 484
594 619 502
417 701 140
189 29 580
210 419 575
877 37 547
525 126 488
155 644 915
89 169 735
712 328 142
557 178 82
156 795 506
418 433 836
638 60 828
712 790 204
432 730 1
245 305 265
794 328 620
395 726 883
725 80 79
132 515 385
39 69 109
112 342 91
686 824 189
86 556 670
520 177 139
69 526 888
141 105 148
763 851 1
50 503 846
403 613 158
311 666 817
611 237 538
782 341 30
49 521 10
793 369 870
772 712 743
732 874 396
120 629 597
711 394 430
711 88 441
716 871 622
724 35 183
869 239 168
180 266 900
565 66 420
449 476 961
707 102 394
176 756 507
778 519 859
325 635 524
819 570 800
688 880 559
848 697 187
185 321 431
495 797 370
458 132 845
237 17 894
620 244 518
719 521 68
273 704 24
87 755 538
850 747 234
48 780 663
381 654 91
827 534 572
829 856 342
538 482 703
278 613 306
510 545 491
821 877 116
486 201 857
779 538 818
164 101 46
487 188 740
33 119 115
266 611 162
725 155 767
466 823 609
848 231 446
196 598 207
507 332 814
505 221 476
102 237 825
497 238 340
79 517 614
302 579 647
16 830 539
152 882 388
232 32 295
377 555 591
387 647 78
109 663 610
608 802 533
414 217 416
353 395 999
651 767 337
728 395 488
371 781 626
52 874 29
615 81 76
21 741 66
31 68 522
455 275 274
437 368 731
348 4 771
234 272 695
445 66 859
439 401 148
9 389 563
42 510 780
315 567 4
69 183 490
630 244 16
493 467 548
808 841 757
555 429 38
266 350 975
397 100 869
310 720 463
883 102 864
704 678 24
156 481 66
544 167 591
251 144 896
714 446 356
260 595 27
726 70 512
147 315 379
355 868 883
700 733 956
568 217 635
672 719 860
584 87 496
651 754 711
208 465 307
258 640 111
192 559 672
385 486 729
641 409 747
271 712 186
730 29 126
96 879 518
164 719 596
64 537 757
569 302 607
121 732 767
10 704 968
352 644 306
453 366 813
41 729 354
577 356 234
445 229 528
863 334 315
40 668 435
550 804 754
661 526 789
339 417 820
191 55 395
101 316 13
232 363 388
569 545 809
638 170 620
23 206 213
689 145 72
290 585 606
53 340 381
757 879 730
526 788 183
811 616 764
860 815 915
789 361 70
598 393 779
764 741 756
763 611 794
633 530 169
342 879 962
697 64 162
261 182 67
121 840 760
366 750 261
171 420 272
316 124 947
567 702 993
464 657 66
10 613 42
581 300 473
17 626 298
695 41 783
768 878 45
791 218 672
557 563 719
276 498 839
86 36 589
834 867 500
636 660 618
283 685 61
830 99 179
605 69 567
629 233 133
542 184 639
809 417 572
823 675 250
502 590 653
432 459 110
99 557 552
323 422 828
727 410 78
809 20 966
371 182 445
782 636 223
258 659 300
818 358 930
802 753 559
169 368 88
561 711 717
537 394 353
622 306 339
739 716 164
319 498 405
1 775 301
855 3 678
569 344 739
691 864 679
550 613 406
323 784 36
496 338 124
337 814 551
317 369 439
255 800 626
582 468 239
62 620 260
854 398 819
454 65 509
699 861 333
273 612 964
419 825 49
244 654 609
859 444 432
177 558 495
839 633 596
868 89 467
766 459 822
793 571 402
165 82 142
173 73 404
122 315 147
502 489 36
574 637 737
403 580 144
420 488 162
212 240 355
160 423 290
125 113 843
666 609 267
683 762 838
63 438 336
742 483 152
775 283 338
332 304 312
856 482 633
79 90 632
657 278 472
840 75 522
782 49 85
302 394 530
325 212 193
472 325 373
330 318 376
582 2 289
588 95 815
494 255 25
215 513 298
115 340 681
591 244 5
852 423 545
373 331 404
156 359 796
753 777 361
696 47 220
730 221 629
172 62 144
600 415 387
824 262 583
487 738 430
561 639 754
53 429 671
620 292 595
246 404 191
783 505 981
44 546 161
388 456 977
51 515 295
610 861 258
736 186 645
805 246 493
758 489 571
275 544 711
820 513 625
880 37 710
561 652 384
520 403 198
144 713 409
466 314 116
42 834 177
542 37 911
91 760 394
638 282 758
434 744 861
90 482 789
640 385 901
142 866 579
445 428 218
272 73 927
494 577 927
213 237 797
500 359 969
580 181 131
583 519 846
697 53 873
178 103 217
47 357 633
281 543 614
718 581 722
790 579 662
731 761 894
468 653 958
335 144 528
567 882 663
110 153 45
685 254 942
326 525 787
181 494 724
872 761 283
864 676 162
660 705 802
831 488 721
335 18 721
31 399 296
218 562 11
726 501 779
339 823 314
680 62 99
506 139 934
517 130 149
874 457 522
634 637 487
573 765 907
237 476 502
500 662 231
461 734 613
580 154 158
700 627 628
65 386 208
524 142 826
738 292 791
70 685 960
844 99 762
837 478 513
782 875 543
793 542 498
873 46 336
159 225 526
186 174 926
324 571 158
700 377 522
527 242 163
830 797 429
855 118 747
614 380 397
331 588 838
414 68 610
480 354 433
63 573 993
707 378 705
466 534 325
283 178 157
216 181 344
462 277 711
239 223 337
609 190 788
801 156 556
63 162 367
499 66 694
298 801 647
597 371 310
109 457 841
531 761 534
