18
969 1615
778 274 522
486 126 205
902 750 640
764 365 11
511 930 661
873 798 403
231 597 750
562 453 870
894 759 11
777 568 375
132 555 156
873 879 293
94 865 926
489 746 738
198 507 936
882 835 295
324 614 152
606 666 841
797 926 602
331 31 611
302 343 973
579 146 705
4 790 303
205 775 769
924 296 596
951 230 228
247 212 733
449 856 696
220 224 810
62 879 19
19 639 635
324 804 699
165 391 749
928 757 767
494 534 83
95 244 206
915 848 876
89 728 536
604 210 198
71 771 476
742 871 439
16 860 868
685 461 594
235 330 365
384 140 21
256 421 748
270 123 768
796 505 758
3 469 893
252 316 890
300 561 797
177 378 95
237 127 242
707 758 900
640 320 874
793 256 899
834 306 445
850 73 491
724 565 439
426 869 177
383 946 956
348 509 331
128 910 186
268 596 45
192 272 322
814 17 186
525 650 985
474 921 204
316 681 868
472 196 730
604 329 199
137 958 584
400 503 299
683 398 40
40 279 249
93 265 8
673 337 258
832 361 818
121 286 722
670 508 140
40 465 551
775 195 753
181 334 953
779 295 290
773 448 915
270 611 531
241 222 28
412 873 230
783 612 122
833 397 789
930 638 520
368 801 241
781 572 738
408 678 259
654 844 436
386 349 374
826 186 388
377 100 936
258 71 266
157 410 599
394 214 343
327 500 705
740 589 466
737 185 144
848 249 120
535 294 332
289 507 333
413 443 842
130 440 352
698 229 74
849 398 655
667 118 492
107 965 972
397 331 335
290 737 743
324 67 87
237 63 455
176 102 923
145 949 274
360 798 96
305 282 393
930 169 172
751 491 501
76 815 788
798 633 45
429 638 716
605 816 669
881 774 67
475 370 48
633 250 921
401 473 956
564 491 101
36 408 763
78 530 483
58 247 915
770 391 569
219 193 405
559 522 417
375 198 302
154 179 308
346 224 178
412 114 241
530 118 845
208 726 610
231 770 746
662 313 757
533 767 873
503 601 72
773 336 81
424 723 936
811 221 706
932 666 962
238 37 321
362 683 297
376 210 475
620 321 740
603 140 601
326 729 149
501 720 138
169 752 818
817 544 374
965 273 804
763 186 399
33 17 274
691 948 13
352 687 581
607 61 521
342 898 692
418 372 394
531 865 921
486 589 131
418 661 598
540 229 496
219 506 353
628 411 870
429 655 704
144 438 275
37 860 731
495 768 571
133 6 605
315 366 230
215 679 277
813 432 477
533 447 598
131 563 966
304 295 363
4 27 20
198 841 338
327 949 617
816 853 266
784 923 624
103 949 646
763 198 360
297 651 295
829 780 435
314 31 213
242 442 760
329 967 730
54 735 840
704 878 716
527 426 356
481 404 903
302 631 720
806 645 716
655 759 497
152 908 572
917 240 330
752 368 481
417 676 748
180 678 866
547 391 964
565 47 625
23 882 763
918 457 497
105 360 533
756 89 31
405 297 169
801 686 468
964 456 472
345 868 336
457 513 948
457 506 852
135 771 124
504 871 617
39 605 107
899 99 132
30 402 155
25 283 185
335 275 648
123 710 261
530 272 833
404 275 254
212 607 909
609 454 816
965 940 814
338 525 665
537 713 555
27 668 941
813 148 634
952 588 862
101 248 77
291 504 151
416 849 124
300 98 920
482 589 515
640 788 756
146 722 223
702 468 668
714 635 651
382 99 371
565 245 587
363 777 898
103 256 366
700 358 606
967 121 514
23 33 787
628 184 911
178 25 479
287 550 725
700 407 36
813 734 269
141 779 396
698 412 284
212 145 200
496 814 755
485 809 813
27 230 784
679 102 374
277 428 795
458 193 473
70 748 392
439 846 982
513 320 404
663 113 147
690 392 707
634 748 548
750 532 388
349 553 755
752 325 81
283 687 662
851 603 135
434 127 314
578 685 764
226 652 880
358 373 293
665 444 744
92 342 564
639 74 186
7 249 432
684 958 117
404 150 954
863 153 391
288 636 204
253 321 355
654 739 673
875 520 213
419 789 831
31 16 887
633 164 351
629 775 792
385 512 622
272 212 5
494 454 479
608 476 530
343 342 540
143 190 843
487 491 945
518 53 398
510 547 483
188 95 125
926 407 386
48 40 82
852 347 413
263 540 906
921 406 379
391 405 371
300 295 497
84 508 270
65 631 845
475 202 802
651 348 938
764 424 407
957 963 693
395 83 613
34 875 103
781 6 206
693 950 698
36 798 584
517 446 974
232 752 500
403 202 935
448 756 681
835 42 866
256 253 955
90 678 441
13 36 999
861 628 920
640 798 47
9 390 268
124 478 138
155 578 303
941 343 543
796 892 950
132 327 949
807 792 792
197 711 196
593 374 910
671 256 141
570 315 460
738 404 579
116 303 780
508 580 851
544 428 15
814 72 709
846 532 975
574 42 863
593 561 845
27 442 969
946 50 215
130 929 676
159 701 491
945 123 69
140 203 484
227 634 3
657 380 186
843 554 463
480 924 841
489 771 264
868 775 236
408 77 765
670 372 723
443 441 212
540 449 510
519 886 714
74 428 330
488 958 490
328 519 3
127 927 485
68 166 174
522 709 490
827 813 538
633 262 468
185 730 315
495 76 940
383 100 813
757 211 792
844 894 159
625 143 731
914 252 812
99 663 161
523 520 277
776 44 559
517 158 663
109 98 186
488 6 300
233 34 670
729 524 718
245 963 467
247 408 741
160 279 168
394 336 210
938 933 462
365 430 163
126 632 722
704 216 221
321 463 611
645 790 577
545 147 219
446 732 567
559 379 533
217 62 825
660 758 653
188 293 361
811 111 333
335 440 947
260 705 353
734 204 570
21 150 526
585 509 641
806 57 723
730 762 501
688 125 747
730 402 44
31 47 945
828 150 747
286 900 938
966 397 792
542 187 923
794 440 475
916 38 853
161 276 285
696 276 695
69 354 65
190 188 3
868 349 738
455 810 784
739 836 333
830 713 676
659 355 45
953 752 726
493 197 75
353 258 151
938 194 280
936 821 774
776 889 975
962 690 266
784 81 129
638 143 872
369 80 97
423 889 979
742 627 708
715 519 167
947 78 323
413 960 459
8 431 660
877 437 729
334 139 768
243 410 165
18 334 153
230 363 116
905 740 452
477 50 501
773 472 680
949 859 587
556 37 679
508 53 989
887 802 90
294 314 198
239 452 588
638 127 272
790 487 407
771 158 163
245 912 735
580 188 532
145 366 190
636 700 498
907 577 450
482 179 998
299 682 694
519 917 668
793 646 877
708 800 532
606 474 978
33 245 670
318 524 533
579 878 897
184 896 219
266 288 194
558 172 190
818 405 97
785 258 908
179 618 558
585 960 956
35 432 537
225 886 162
341 387 25
399 311 629
785 923 991
455 844 423
582 922 551
662 80 146
645 881 859
225 285 650
161 412 353
101 732 108
488 603 183
492 681 128
170 775 599
408 334 600
374 828 163
48 583 876
874 649 322
474 899 773
600 125 282
233 467 102
448 405 940
495 345 197
576 496 770
561 679 179
247 781 776
901 623 701
687 596 694
878 166 526
370 531 55
454 966 232
771 59 806
634 448 7
797 962 693
491 817 951
930 433 914
939 535 415
50 320 402
95 195 293
251 901 850
849 791 251
177 578 489
659 284 26
732 830 837
106 313 670
588 526 171
613 833 874
459 632 508
642 940 454
795 197 226
495 344 260
627 415 297
265 907 277
928 306 593
302 891 812
315 150 860
677 99 799
753 555 743
258 622 83
402 220 171
236 458 98
834 337 384
132 13 43
745 29 709
127 641 987
931 741 707
902 424 495
708 690 553
213 308 676
913 173 49
856 97 709
138 942 681
599 145 334
257 315 894
840 765 129
167 467 793
162 530 763
297 466 855
215 337 432
638 236 868
42 151 289
653 30 917
86 919 614
309 119 697
508 289 233
746 947 750
796 373 320
2 5 791
696 685 565
347 943 117
386 459 967
826 38 649
262 434 302
936 220 508
878 612 399
152 207 815
276 389 248
91 681 752
922 618 274
784 806 135
533 159 134
748 408 49
530 735 393
181 963 831
36 17 916
150 171 12
244 910 411
219 175 505
715 637 80
108 95 99
406 825 779
88 671 515
794 713 204
920 176 742
922 740 985
857 3 994
73 319 861
766 76 91
774 18 953
413 19 38
489 264 268
112 479 205
807 708 282
416 356 369
901 406 137
353 28 920
867 9 964
216 12 886
618 114 769
121 108 794
701 563 951
552 611 987
793 351 3
386 945 422
41 931 370
251 806 869
574 847 734
483 635 439
622 712 128
609 428 396
652 219 209
112 854 822
525 785 484
352 619 822
923 558 205
827 933 172
103 455 949
906 887 209
400 289 496
432 389 839
133 714 910
696 799 649
494 220 499
758 459 842
745 528 854
265 446 207
434 766 357
606 225 585
577 468 280
177 731 266
96 365 679
703 920 995
333 603 16
947 418 775
761 618 852
713 768 212
582 806 417
715 440 103
375 802 84
140 715 806
587 283 792
627 871 588
955 897 83
459 537 161
152 471 748
969 242 799
330 316 530
700 169 824
822 588 470
358 272 482
195 469 463
181 852 968
433 691 438
870 451 675
151 208 686
251 437 635
431 123 673
262 671 983
322 446 82
185 552 713
154 535 810
785 633 106
17 135 639
685 315 667
416 53 410
128 154 54
937 20 618
217 435 108
427 573 245
179 318 34
462 260 182
515 648 510
519 12 375
895 893 697
684 618 559
929 683 667
514 115 661
454 316 658
909 313 86
168 420 522
612 794 925
206 474 432
517 364 345
673 290 896
623 542 837
482 553 675
755 252 652
29 89 43
937 711 967
6 186 242
550 288 695
575 241 186
751 459 120
425 727 384
840 11 306
686 781 436
650 832 334
705 265 499
158 737 238
337 768 243
406 83 384
956 834 595
409 370 636
515 63 604
950 737 778
679 202 650
314 920 937
357 687 749
872 685 750
691 150 239
233 133 107
35 742 579
760 787 92
397 229 870
836 714 257
313 877 784
167 949 773
877 661 560
433 473 774
781 189 461
743 363 175
749 618 381
902 698 712
597 859 647
494 477 874
614 832 455
372 366 883
320 125 975
592 289 793
178 475 442
296 423 228
432 542 145
57 294 273
654 664 742
596 818 368
57 342 44
181 416 105
58 861 956
852 541 268
608 70 413
800 286 761
299 599 420
329 951 276
215 709 98
93 512 338
334 913 298
759 301 747
553 638 502
688 822 285
742 496 526
584 301 594
214 208 274
437 787 485
177 212 355
552 139 77
550 731 861
215 746 799
501 137 339
591 573 965
911 256 746
517 80 391
351 360 388
518 109 566
493 479 651
392 757 884
481 599 352
740 468 214
362 462 150
941 753 249
859 679 187
807 611 358
185 793 779
414 587 943
447 831 199
860 613 756
748 440 321
543 927 848
928 396 726
928 59 826
395 221 604
711 430 923
466 782 530
39 303 161
686 537 325
55 103 868
363 611 984
628 823 347
909 524 962
589 5 85
35 775 559
43 522 964
877 864 478
54 605 491
302 215 86
875 93 541
855 640 91
79 269 713
227 92 806
884 19 300
258 891 875
54 103 680
385 384 632
659 531 113
730 251 243
324 66 370
425 481 676
941 12 100
77 243 911
527 802 968
922 736 618
316 338 868
545 385 16
504 144 917
261 469 709
222 740 902
774 270 944
573 181 75
533 493 894
421 160 537
218 935 819
963 294 552
316 214 483
889 260 240
213 593 873
311 698 69
769 850 57
761 14 914
590 350 737
225 744 394
104 565 274
859 165 804
545 714 334
602 236 428
568 596 960
357 482 277
272 69 420
402 227 474
84 8 277
510 924 21
773 637 372
112 399 642
53 724 898
937 889 282
673 902 835
246 339 588
53 943 317
627 604 323
627 214 667
261 297 609
544 872 556
56 188 99
732 279 213
646 136 555
734 636 175
173 791 574
15 448 690
81 813 533
890 312 24
115 55 833
14 182 991
414 619 304
497 605 702
539 222 118
872 497 46
130 676 245
537 278 446
65 347 155
187 730 482
454 855 735
399 174 388
303 76 510
827 67 839
96 866 108
10 365 559
764 777 749
701 308 188
604 36 996
772 744 994
319 231 47
186 630 286
641 634 431
92 366 314
462 774 913
41 857 832
356 325 538
423 232 437
603 629 515
780 282 522
858 297 643
544 561 954
725 195 659
498 130 229
691 302 627
764 808 872
344 237 690
789 442 365
32 376 909
174 817 494
115 421 745
47 903 263
312 443 551
684 668 326
280 747 186
401 750 622
284 133 439
140 434 585
824 739 567
157 844 400
340 410 669
916 583 424
494 653 175
18 69 764
794 688 606
141 25 730
308 712 976
941 854 418
106 693 890
601 471 685
911 454 145
362 464 74
609 176 423
336 61 123
347 957 734
933 657 513
155 469 402
848 94 682
456 306 476
428 363 834
338 604 607
710 583 809
272 329 691
730 73 582
747 689 789
277 421 22
564 134 911
499 583 123
626 438 356
606 659 22
924 298 72
342 551 840
641 382 134
359 502 810
319 460 978
104 113 47
966 360 108
196 162 818
214 232 734
866 1839
231 200 381
688 737 160
465 571 974
505 419 996
672 610 789
584 682 24
854 303 40
448 328 270
31 118 682
724 131 921
758 507 326
485 39 380
603 383 698
188 634 744
134 624 706
76 123 792
684 257 806
147 780 204
103 487 851
506 184 190
28 732 438
704 730 207
421 381 860
443 453 529
359 366 387
310 471 881
222 454 33
679 113 836
502 200 263
225 195 268
121 722 628
45 840 886
151 684 335
24 102 558
63 483 613
432 70 922
195 338 387
797 73 804
655 420 436
367 415 283
297 16 702
855 127 923
27 676 961
649 674 457
712 513 910
323 15 779
188 4 981
375 415 120
786 748 460
182 634 539
742 138 545
143 179 294
616 737 639
99 618 807
756 280 473
333 149 769
37 456 474
299 105 596
831 2 831
601 671 460
288 279 803
647 866 665
689 823 638
510 786 643
148 425 934
69 68 989
746 156 276
194 598 430
629 773 863
772 79 761
412 294 531
718 492 924
249 810 896
312 399 842
726 664 962
653 51 810
857 278 379
405 367 485
719 788 928
260 643 253
621 484 318
667 450 825
699 837 979
246 330 723
609 858 897
813 465 806
577 341 6
675 406 921
268 368 138
292 718 22
482 74 964
449 256 319
675 378 873
623 518 248
657 501 723
326 2 127
383 434 418
694 557 870
324 149 970
91 858 253
661 738 655
306 655 720
800 263 989
260 429 416
378 451 8
542 646 343
688 42 682
800 263 110
623 573 600
755 67 434
340 438 563
588 22 686
157 417 475
307 715 804
321 223 433
95 363 993
866 849 671
836 74 265
846 359 902
165 225 214
476 568 265
732 548 440
326 26 186
203 353 932
317 664 764
764 588 116
160 726 280
35 351 62
574 152 271
759 364 861
523 433 921
821 756 7
775 577 389
821 607 474
280 490 256
589 179 426
787 661 188
624 74 524
178 569 964
738 116 841
685 207 185
668 327 334
743 334 921
469 132 677
25 379 162
50 429 90
56 516 524
510 23 312
814 172 108
158 214 479
332 509 230
373 272 712
110 265 766
141 551 378
512 624 613
793 307 336
166 415 609
190 661 917
859 563 735
534 390 118
24 734 223
675 831 567
188 648 330
367 253 896
321 525 778
163 321 850
98 16 223
133 835 195
559 745 423
223 501 177
784 754 245
748 53 844
161 37 484
593 127 429
811 385 618
792 367 876
450 788 67
20 553 19
512 550 411
678 112 940
691 229 802
756 856 765
211 529 214
457 192 826
475 717 561
673 644 686
527 605 530
839 119 303
554 410 224
792 584 926
158 686 650
809 517 399
257 68 999
56 732 332
108 706 690
240 445 678
435 438 422
682 628 6
745 521 583
237 833 253
54 613 448
97 749 165
144 278 663
304 47 702
796 679 487
861 528 966
395 330 272
567 121 724
796 296 61
12 47 958
749 482 941
258 341 500
483 848 883
493 402 682
676 473 120
146 100 474
615 286 600
646 545 190
377 543 928
542 288 440
417 741 273
149 283 998
442 745 250
352 575 262
807 737 398
197 839 830
707 84 617
641 414 816
705 144 520
101 316 111
600 34 861
164 518 759
97 679 268
609 120 589
855 554 175
554 255 382
453 756 961
130 416 535
92 811 622
481 464 698
800 597 658
636 38 58
399 196 568
561 10 365
114 808 12
214 724 920
48 820 700
358 710 789
512 459 630
488 258 655
278 236 759
681 3 957
454 206 243
170 351 327
556 818 99
4 202 33
779 545 143
148 683 581
42 502 856
490 718 98
537 535 240
223 514 382
831 417 595
684 522 802
274 222 528
173 398 285
830 319 242
789 249 145
80 322 538
517 729 55
575 550 986
149 714 620
797 742 41
823 190 943
91 246 700
799 572 828
492 611 437
396 105 409
496 647 175
719 441 19
849 383 828
74 488 208
218 206 508
46 21 292
502 14 589
562 537 495
229 101 944
766 696 491
792 522 467
382 315 687
458 691 858
399 698 335
323 848 845
7 39 953
521 740 906
657 34 260
480 656 253
32 408 750
505 482 408
104 478 467
383 73 347
305 686 521
595 356 867
268 361 522
302 547 470
624 248 81
140 836 977
221 754 471
152 414 420
149 785 480
567 436 789
412 424 564
15 515 832
649 425 677
673 567 450
720 309 651
824 772 875
324 748 594
452 184 234
429 428 938
276 411 49
305 164 344
119 206 52
156 734 40
175 143 604
534 651 581
344 263 154
640 307 752
495 362 958
812 417 468
807 146 405
280 220 401
347 541 18
183 477 49
731 619 695
468 588 995
38 853 459
451 788 526
432 373 682
153 675 719
343 230 877
527 499 729
47 344 582
298 19 138
716 309 436
790 697 318
188 416 340
378 566 88
684 376 230
120 254 33
5 243 620
615 20 810
199 857 986
455 232 33
734 678 272
620 182 32
39 38 58
83 519 960
45 812 390
116 766 754
23 482 571
611 555 149
758 735 503
24 45 637
126 202 395
524 178 228
359 350 580
393 349 281
608 106 966
364 171 1000
23 791 149
258 588 987
47 722 414
83 55 35
340 631 351
521 21 126
334 610 333
771 530 822
328 622 735
672 689 692
41 100 876
492 291 129
64 812 998
59 49 299
477 66 426
549 393 73
667 366 223
846 712 409
773 64 679
515 762 2
449 751 305
112 18 800
580 184 43
487 824 394
606 468 854
504 440 989
855 167 776
706 704 585
491 364 87
306 125 175
743 863 584
65 851 824
336 406 648
811 237 143
672 275 681
59 462 777
597 677 490
626 859 616
200 295 382
39 730 505
837 404 660
296 61 808
95 377 426
91 484 948
448 237 15
715 798 4
260 202 195
789 574 406
620 22 824
534 576 228
5 269 866
498 90 479
516 153 327
342 91 73
571 688 77
423 356 866
577 215 164
271 187 921
744 620 396
456 758 516
103 754 883
621 629 311
292 90 682
92 616 719
502 310 33
368 807 247
430 449 487
862 314 607
628 446 813
66 698 138
378 148 562
94 48 73
798 444 287
24 543 240
68 848 446
578 649 673
27 186 762
360 629 992
439 201 593
652 649 768
730 794 417
44 77 513
154 273 59
636 481 763
845 619 505
2 193 335
211 149 235
81 588 871
738 77 138
256 526 801
59 723 727
15 844 315
93 529 9
258 422 492
145 179 960
58 189 438
440 853 602
39 725 98
780 200 783
323 128 511
577 432 871
815 169 530
455 241 149
567 344 513
576 230 572
514 769 998
625 860 110
845 770 782
647 564 49
774 90 42
848 21 872
764 40 361
620 168 336
536 517 400
841 453 744
272 29 35
269 512 882
440 737 42
767 265 938
1 335 301
472 391 789
804 709 836
424 589 795
126 820 518
521 46 103
523 717 107
866 435 711
864 146 750
783 671 927
386 582 890
131 322 652
294 318 815
595 374 128
395 752 197
404 629 212
101 852 834
337 689 630
656 702 569
577 385 28
518 811 732
47 270 73
767 184 401
390 565 364
538 330 594
624 715 3
809 1 922
757 417 853
221 32 352
222 407 65
607 354 348
518 623 22
233 161 8
613 637 5
484 33 92
203 474 582
96 832 725
660 796 393
599 262 15
853 275 79
51 450 144
726 433 121
797 756 622
188 582 983
163 331 12
827 228 961
385 33 11
96 553 792
330 112 298
358 649 655
816 515 846
436 24 985
704 630 354
543 115 481
847 228 425
35 750 404
210 14 946
253 123 49
728 192 934
827 848 373
504 683 867
749 217 847
382 684 891
642 805 471
818 59 67
34 449 667
480 502 779
547 327 647
344 708 227
340 796 11
400 833 523
185 691 37
814 31 922
71 66 323
699 629 569
65 20 686
285 690 547
463 496 911
845 20 3
658 94 511
245 213 767
851 44 376
798 579 187
125 819 601
811 183 279
816 416 467
682 521 197
155 11 51
553 520 659
779 549 826
766 457 860
534 477 820
182 640 741
811 718 487
624 232 71
121 179 618
74 42 730
109 828 206
84 367 273
494 323 288
389 15 153
617 768 382
336 143 394
688 117 390
796 611 943
430 191 51
318 64 561
782 642 651
430 261 705
340 569 301
712 816 402
787 779 379
470 652 146
851 642 542
81 263 381
664 59 209
223 401 378
143 45 533
263 682 88
821 80 922
577 211 932
346 794 378
127 152 67
417 43 916
21 738 582
316 613 376
567 401 908
849 33 488
376 453 396
297 779 417
270 552 483
51 410 186
705 719 620
175 26 826
565 327 738
122 27 520
22 220 894
203 310 990
667 473 17
123 670 375
384 42 247
672 268 177
148 380 43
750 100 131
599 357 44
4 642 687
271 212 299
807 144 659
349 554 363
249 476 632
368 221 262
375 434 423
719 172 580
612 301 134
854 355 766
294 446 255
747 442 799
324 173 109
269 646 622
656 531 867
29 835 956
539 674 164
326 533 726
565 338 928
676 63 424
815 42 290
127 278 477
609 459 383
625 319 766
711 9 621
98 629 178
6 121 898
96 727 71
28 530 860
455 473 812
363 504 954
640 761 710
277 711 429
774 79 989
235 608 632
573 601 73
60 860 311
167 359 804
135 487 928
533 752 318
124 672 500
656 659 246
243 178 472
863 500 435
850 14 850
580 683 500
212 786 517
640 188 621
55 164 286
151 604 724
533 754 634
195 44 637
305 9 55
541 134 650
147 184 993
231 824 833
592 284 492
708 312 333
8 437 47
860 752 441
184 523 863
286 795 982
769 819 232
788 23 955
232 690 502
327 323 695
224 31 503
748 614 929
668 154 642
113 192 996
471 530 980
278 616 121
766 62 812
562 451 799
109 440 183
479 430 5
339 656 185
201 14 971
473 210 332
339 152 491
183 171 724
